	Source_Dialogue	Reference	MT
199	There is no fault in the blind, or the lame, or the sick. He who obeys Allah and His Messenger He shall admit him to Gardens underneath which rivers flow; but he who turns away shall be punished with a painful punishment.	न अन्धे के लिए कोई हरज है, न लँगडे के लिए कोई हरज है और न बीमार के लिए कोई हरज है। जो भी अल्लाह और उसके रसूल की आज्ञा का पालन करेगा, उसे वह ऐसे बाग़ों में दाख़िल करके, जिनके नीचे नहरे बह रही होगी, किन्तु जो मुँह फेरेगा उसे वह दुखद यातना देगा	अंध, बालक, या रोगी के लिए कोई गुनाह नहीं होता। जो आल्लाह और उसके रसूल का पालन करता है, वह नदियों के नीचे गार्डेनों में आवेशित किया जाएगा; लेकिन जो अपने आप को बदल देता है, वह एक दुखद शा�纳त के साथ परेशान किया जाएगा।
200	Why didn't you come with me.	क्यों तुम मेरे साथ नहीं आया था.	क्यों तुम मुझ से आए नहीं?
201	Yeah, 7,000 people.	हाँ, 7,000 लोग.	हां, 7,000 लोग।
202	King me. -Chess.	राजा मैं.	चेस। - राजा बनो।
203	_Open	खोलें (_O)	खोलो
204	Anyway, art moved on, as it must, it has to.	वैसे भी, कला पर ले जाया गया, केरूपमेंयहचाहिए ,यहकरनेके लिएहै.	किंतु कला अपने आप बदल गई, जैसे कि वह बदल जानी चाहिए, वैसे ही।
205	Do you have prior experience?	आप पहले अनुभव है?	आपके पास पूर्व अनुभव है कि नहीं?
206	Send the drone.	गबन भेजें.	ड्रोन भेजो।
207	If you want to be alone, we understand.	आप अकेले रहना चाहते हैं, हम समझते हैं.	अगर आप अकेला होना चाहते हैं, हम उसे समझते हैं।
208	O My bondmen who believe! Indeed My earth is spacious – therefore worship Me alone.	ऐ मेरे बन्दों, जो ईमान लाए हो! निस्संदेह मेरी धरती विशाल है। अतः तुम मेरी ही बन्दगी करो	ओ मेरे आचरण करने वाले बंधुओं! अपने आपको मेरे देवता के रूप में भक्ति करो, क्योंकि मेरा भूतापन विस्तारित है।
209	All information in this memo will be deleted and can not be restored.	इस यथारूप प्रविष्टि की सभी सूचनाएँ मिट दी जाएँगी और फिर सहेजी नहीं जा सकेगी.	इस मेमो में सभी जानकारी हटा दी जाएगी और पुनः स्थापित नहीं की जा सकती है।
210	Later I will pluck for you twice.	बाद में ... दोबारा... मैं तुम्हारे लिए तोड़ दुंगा.	बाद में मैं आपके लिए दो बार निकालूंगा।
211	O Romeo, Romeo, wherefore art thou Romeo?	हे रोमियो, रोमियो, किस कला तू रोमियो?	ओ रोमीओ, रोमीओ, तू रोमीओ क्यों है?
212	Hath there come Unto thee the story of Musa!	(ऐ रसूल) क्या तुम्हारे पास मूसा का किस्सा भी पहुँचा है	क्या तुम्हें मुसा की कहानी आई है?
213	YOU'RE MAKING A SPEECH ABOUT FITTING KITCHENS?	आप फिटिंग रसोई बारे में एक भाषण बना रहे हैं?	आप फिटिंग किचन के बारे में एक बोलचाल कर रहे हो?
214	Believers! If any of you should ever turn away from your faith, remember that Allah will raise up a people whom He loves, and who love Him; a people humble towards the believers, and firm towards the unbelievers; who will strive hard in the way of Allah and will not fear the reproach of the reproacher. This is the favour of Allah which He grants to whom He wills. Allah is vast in resources, All-Knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	भक्तों! अगर आप में से कोई अपने ईमान को छोड़ देता है, तो याद रहे कि ईश्वर एक लोगों को उठाएगा जिन्हें वह प्रिय करता है और जो उसे प्रिय करते हैं; एक लोगों को जिनके ईमान वाले लोगों के साथ नीचे रहते हैं और अनीमान वालों के साथ ठोस रहते हैं; जो ईश्वर के रास्ते में जुट जाते हैं और
215	"Then they will have no excuse but to say, ""By God our Lord, we have never been polytheists."""	"फिर उनका कोई फ़िला (उपद्रव) शेष न रहेगा। सिवाय इसके कि वे कहेंगे, ""अपने रब अल्लाह की सौगन्ध! हम बहुदेववादी न थे।"""	"फिर वे केवल इस बात के लिए अपना अपराध बर्बर बता सकेंगे कि ""अल्लाह के आखिरी आप ने हमें अपने आप को एक बात नहीं बल्कि अंतर्जाल बनाने वाले बनाया है।"""
216	There was just a stop. maybe someone's coming.	सिर्फ एक ही स्टॉप पार हुआ है, शायद कोई आ जाए.	केवल एक रुकावट थी। बाद में कोई आ रहा हो सकता है।
217	Allah created you from dust, then from a drop of sperm, then He made you into pairs. No female conceives, nor delivers (a child) except with His knowledge. None is given a long life nor is any diminished in his life but it is written in a Book. Surely that is quite easy for Allah.	अल्लाह ने तुम्हें मिट्टी से पैदा किया, फिर वीर्य से, फिर तुम्हें जोड़े-जोड़े बनाया। उसके ज्ञान के बिना न कोई स्त्री गर्भवती होती है और न जन्म देती है। और जो कोई आयु को प्राप्ति करनेवाला आयु को प्राप्त करता है और जो कुछ उसकी आयु में कमी होती है। अनिवार्यतः यह सब एक किताब में लिखा होता है। निश्चय ही यह सब अल्लाह के लिए अत्यन्त सरल है	अल्लाह ने आपको धूल से बनाया, फिर एक गर्भस्थ द्रोह से, फिर उसे जोड़े बनाया। कोई औरत जन्म देती है या एक बच्चा जन्माती है, अपने ज्ञान के बिना नहीं। कोई व्यक्ति को लंबा जीवन दिया जाता है या कोई अपने जीवन को कम कर दिया जाता है, लेकिन यह एक किताब में लिखा होता है। निश्चित र
218	SEAN: Yeah.	तीन , दो, एक जाने के लिए,!	सीन: हां।
219	Quarterback's gonna tell you where he's going with the ball.	क्वार्टरबैकवहगेंदकेसाथजारहा है जहांआप बताने वाला	क्वार्टरबैक आपको बॉल के साथ कहां जाएगा बताएगा।
220	But they denied him, and We seized them with the torment of the Day of Shadowing (when the cloud had rained down fire). It was indeed the torment of a terrible day!	किन्तु उन्होंने उसे झुठला दिया। फिर छायावाले दिन की यातना ने आ लिया। निश्चय ही वह एक बड़े दिन की यातना थी	लेकिन वे उसे निर्दोष ठहराए और हमने उन्हें अंधेरे दिन (जब बादल आग बरसाए) के दुख के साथ गिराया। यह बिल्कुल एक बेहद दुखद दिन के दुख के बराबर था!
221	Extraction not performed	निकाला नहीं गया	अप्रक्रिया की गई नहीं है
222	Muhammad is not the father of [any] one of your men, but [he is] the Messenger of Allah and last of the prophets. And ever is Allah, of all things, Knowing.	(लोगों) मोहम्मद तुम्हारे मर्दों में से (हक़ीक़तन) किसी के बाप नहीं हैं (फिर जैद की बीवी क्यों हराम होने लगी) बल्कि अल्लाह के रसूल और नबियों की मोहर (यानी ख़त्म करने वाले) हैं और खुदा तो हर चीज़ से खूब वाक़िफ है	मुहम्मद आपके किसी भी आदमी का बेटा नहीं है, बल्कि वह ईश्वर का आगमन है और आखिरी आपत्ति के नाबाक है। और ईश्वर सब कुछ जानता है।
223	"The value ""%s"" is not part of the enum ""%s"""	%s नियमित फाइल नहीं है	"""%s"" का मान ""%s"" के एन्यूम के भीतर नहीं है।"
224	As we are experiencing some really nice above seasonal weather.	.. हम मौसमी मौसम के ऊपर वास्तव में अच्छा कुछ सामना कर रहे हैं के रूप में	हम एक बार फिर से बर्फ के बिना ताजा वातावरण में बहुत अच्छा वातावरण अनुभव कर रहे हैं।
225	We should go get in a batting cage.	हम बल्लेबाजी के पिंजरे में मिल जाना चाहिए.	हम एक बैटिंग कैज में जाके बैटिंग करें।
226	This is Vegas.	इस वेगास है.	यह वेगास है।
227	You're the one gonna need to take care.	तुम ध्यान रखना.	तू वह एक होगा जिसे ध्यान देना पड़ेगा।
228	If you played a gig for striking double-glazing salesmen,	यदि तुमने कुछ सेल्समैन के लिए गिग परफ़ॉर्म किया है...	अगर आप बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर्फीले बर्फ के बर
229	And to (the tribe of) Thamud (We sent) their brother Salih. He said: O my people! Serve Allah. Ye have no other Allah save Him. A wonder from your Lord hath come unto you. Lo! this is the camel of Allah, a token unto you; so let her feed in Allah's earth, and touch her not with hurt lest painful torment seize you.	"और समूद की ओर उनके भाई सालेह को भेजा। उसने कहा, ""ऐ मेरी क़ौम के लोगो! अल्लाह की बन्दगी करो। उसके अतिरिक्त तुम्हारा कोई पूज्य नहीं। तुम्हारे पास तुम्हारे रब की ओर से एक स्पष्ट प्रमाण आ चुका है। यह अल्लाह की ऊँटनी तुम्हारे लिए एक निशानी है। अतः इसे छोड़ दो कि अल्लाह की धरती में खाए। और तकलीफ़ पहुँचाने के लिए इसे हाथ न लगाना, अन्यथा तुम्हें एक दुखद यातना आ लेगी।-"	और थमुद के जनजाति के लिए हमने अपने भाई सलीह को भेजा। वह कहता है: अपने लोगों! आ इलाह के भजन करो। आपके अलाह अल्लाह ही है। आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आपके आप आ
230	& Image	छवि (I) Image/ Selection Menu caption - make sure that translation has the same accel as the & Image translation	चित्र एवं छवि
231	Next/Previous Message	अगला पिछला संदेश	अगला/पिछला संदेश
232	Cannot delete folder: %s: No such folder	फ़ोल्डर विलोपित नहीं कर सकता है: %s:कोई ऐसा फ़ोल्डर नहीं	कैसे फोल्डर हटाया जा सकता है: %s: ऐसा फोल्डर नहीं है
233	He wiped the sweat from his forehead.	उसने अपने माथे से पसीना पोंछा।	उसने अपने सिर के ऊपर बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के बर्फ के
234	He has forbidden you carrion, and blood, and the flesh of swine, and anything consecrated to other than God. But if anyone is compelled by necessity, without being deliberate or malicious, then God is Forgiving and Merciful.	उसकी नेअमत का शुक्र अदा किया करो तुम पर उसने मुरदार और खून और सूअर का गोश्त और वह जानवर जिस पर (ज़बाह के वक्त) ख़ुदा के सिवा (किसी) और का नाम लिया जाए हराम किया है फिर जो शख़्श (मारे भूक के) मजबूर हो ख़ुदा से सरतापी (नाफरमानी) करने वाला हो और न (हद ज़रुरत से) बढ़ने वाला हो और (हराम खाए) तो बेशक ख़ुदा बख्शने वाला मेहरबान है	वह आपको अपने आप के शरीर के अंगों के रूप में नहीं लेने देता है, और रक्त, और बकरी के मांस, और अन्य बातों के लिए अर्पित वस्तुओं के मांस के लिए नहीं देता है। लेकिन अगर कोई अपराध या बुराई के बिना आवश्यकता के कारण इनके उपयोग करे, तो ईश्वर निर्मम और दयालु है।
235	Rabak	रबातusa. kgm	रबाक
236	_Work Online	ऑनलाइन कार्य करें (_W)	ऑनलाइन काम करें
237	Is this guy clean?	हैइसआदमीकोस्वच्छ	इस लड़का साफ है कि नहीं?
238	The command key I have entered is revoking your authority, this ship is now under my control.	मैंने दर्ज किया कमांड कुंजी , अपने अधिकार पलट है इस जहाज को अपने नियंत्रण में अब है.	मैंने दिए गए कमांड कुंजी आपकी अधिकारता उन्मूलन कर रही है, यह जहाज अब मेरे नियंत्रण में है।
239	I gotta tell 'em something.	मैं उन्हें कुछ बताना होगा.	मैं उन्हें कुछ बताना पड़ेगा।
240	Unrecognized desktop file Version '%s'	अपरिचित डेस्कटॉप फ़ाइल संस्करण '%s'	अप्रस्तुत डेस्कटॉप फाइल संस्करण '%s'
241	- 19 years...	- 19 साल ...	- 19 वर्ष...
242	I might just stay in Vegas.	मैं सिर्फ वेगास में रह सकता है.	मैं बस लॉस एंजिल्स में रह सकता हूं।
243	They told me not to get involved with the Nazis.	उन्होंने मुझे बताया था कि नाजियों के साथ शामिल मत होना.	उन्होंने मेरे से कहा कि मैं नाजी से जुड़ने न जाए।
244	O you who have believed, do not take your fathers or your brothers as allies if they have preferred disbelief over belief. And whoever does so among you - then it is those who are the wrongdoers.	ऐ ईमानदारों अगर तुम्हारे माँ बाप और तुम्हारे (बहन) भाई ईमान के मुक़ाबले कुफ़्र को तरजीह देते हो तो तुम उनको (अपना) ख़ैर ख्वाह (हमदर्द) न समझो और तुममें जो शख़्स उनसे उलफ़त रखेगा तो यही लोग ज़ालिम है	अपने बच्चों या अपने भाइयों के साथ नहीं ले जाओ जो विश्वास के बजाय अविश्वास को पसंद करते हैं। और जो आप में से इस बात को अपनाते हैं, वे गलत कर्ता हैं।
245	L know, but you will be 19 this summer and the girls already say you don't like them.	मुझे पता है, लेकिन आप इस गर्मी में 19 हो जाएगा... ... और लड़कियों को पहले से ही आप उन्हें पसंद नहीं है.	मैं जानता हूँ, लेकिन आप इस वसंत में 19 वर्ष के होंगे और लड़कियां अपने आप कहती हैं कि आप उन्हें पसंद नहीं करते।
246	Easily sleeps two dozen adults.	आसानी से दो दर्जन से अधिक वयस्कों सोता है.	एक बार में दो दर्जन वयस्कों को सुलभ रूप से सो सकते हैं।
247	(SCATTERED LAUGHTER)	(बिखरेहंसी)	(विस्तारित हँसी)
248	She likes cracking bones.	उसे हाथ की हड्डियाँ तोड़ने में मज़ा आता है	उसे डंका बनाना पसंद है।
249	I would love a cup of tea.	मैं एक कप चाय लूंगी.	मुझे एक चाय की चाह है।
250	What disturbs me most is not your lack of respect for my judgment.	क्या मुझे सबसे ज्यादा परेशान मेरे फैसले के प्रति सम्मान की अपनी कमी नहीं है.	मेरे लिए सबसे खतरनाक बात यह नहीं है कि आप मेरे निर्णय के लिए अपेक्षा नहीं कर रहे हैं।
251	Fri	शुक्रwind direction - wind speed is too low to measure	शुक्रवार
252	and when you seize [someone for punishment], you seize [him] like tyrants.	और जब किसी पर हाथ डालते हो तो बिलकुल निर्दय अत्याचारी बनकर हाथ डालते हो!	और जब आप किसी के खिलाफ प्रतिबंध लगाते हैं, तो आप उसे त्यागी जैसे ले जाते हैं।
253	Take a look at this frame.	इस फ्रेम पर नज़र डालना.	इस फ्रेम को देखे।
254	I will be in my office, darling.	मैं अपने कार्यालय में होगा, प्रिय.	मैं अपने कार्यालय में होऊंगा, बेटा।
255	Tuesday	मंगलवार	मंगलवार
256	The driver Yakub and constable Arvind, Ravindra and Ram Naresh were injured.	चालक याकूब और सिपाही अरविंद, रविंद्र व रामनरेश घायल हो गए।	ड्राइवर याकुब और अस्पताल के अस्थायी अधिकारी आर्विंद, रविंद्र और राम नारेश के घायल हो गए।
257	Cogl Texture	Cogl संरचना	स्कोल टेक्स्चर
258	photo;video;webcam;	photo;video;webcam;	फोटो; वीडियो; वेबकैम;
259	And how many have We destroyed from the generations after Noah. And sufficient is your Lord, concerning the sins of His servants, as Acquainted and Seeing.	और नूह के बाद से (उस वक्त तक) हमने कितनी उम्मतों को हलाक कर मारा और (ऐ रसूल) तुम्हारा परवरदिगार अपने बन्दों के गुनाहों को जानने और देखने के लिए काफी है	और नौह के बाद के पीढ़ियों में कितने लोगों को हमने नष्ट किया है। अपने भक्तों के अपराधों के बारे में आप अपने ईश्वर के पर्याप्त हैं, जो जानते हैं और देखते हैं।
260	Contact Details	संपर्क विवरण	संपर्क विवरण
261	This option corresponds to the -N diff option.	यह विकल्प - I diff से संबंधित है.	इस विकल्प -N डिफ विकल्प के समान है।
262	Unknown	अज्ञात	अज्ञात
263	_Restore	फिर जमा करें (_R)	पुनर्जन्म करो
264	Keep on the sunny side, always on the sunny side	धूपपक्षपर रखें,हमेशाधूपओर	सूर्यकांत तरफ रहो, हमेशा सूर्यकांत तरफ
265	- Ask him what happened.	- उससे पूछो क्या हुआ.	- उससे उस घटना के बारे में पूछो।
266	But if you use them to melt castles and burn cities, you're not different.	लेकिन आप उन्हें प्रयोग महल पिघल और शहरों में जला है, आप अलग अलग नहीं कर रहे हैं।	लेकिन अगर आप उनका उपयोग टिकुआ गिराने और शहरों को जलाने के लिए करते हैं, तो आप अलग नहीं हैं।
267	Landover Park.	Landover पार्क.	लैंडओवर पार्क।
268	Really, Anatolij, please tell us.	सच में, अनातोलिज, कृपया हमें बतांए.	वास्तव में, अनातोलिय, कृपया बताएं।
269	File is not a valid .desktop file	फ़ाइल वैध .desktop फ़ाइल नहीं है	फाइल एक वैध .desktop फाइल नहीं है
270	We at GV would love to see your posts on that day too, so do feel free to leave a comment and we will definitely check with you on October 12th to cover what you say on that day (and any day) about the environment.	अतः आपसे गुजारिश है कि टिप्पणी में अवश्य बताएँ और फिर हम निश्चित रूप से 12 अक्तूबर को यह देखेंगे कि उस दिन (और अन्य किसी भी दिन,) आपने पर्यावरण पर अपने क्या विचार व्यक्त किए .	हम GV के अंतर्गत हैं, जिनके लिए आपके उस दिन के पोस्ट को देखना बहुत अच्छा लगेगा, इसलिए कृपया अपना टिप्पणी छोड़े और हम 12 अक्टूबर के दिन आपसे संपर्क करेंगे ताकि आपके उस दिन (और किसी भी दिन) के बारे में आपके विचारों को शामिल कर सकें।
271	Then I announced to them and [also] confided to them secretly	और उनकी पोशीदा भी फ़हमाईश की कि मैंने उनसे कहा	फिर मैंने उनके सामने घोषणा की और उनके साथ गुप्त रूप से भी बताई।
272	Glory be to your Lord: the Lord of Glory is far above what they attribute to Him.	ये लोग जो बातें (खुदा के बारे में) बनाया करते हैं उनसे तुम्हारा परवरदिगार इज्ज़त का मालिक पाक साफ है	आपके आप ब्रह्मांड के निर्माता हैं, जो आकर्षक ब्रह्मांड के निर्माता हैं, वह उन वस्तुओं से बहुत ऊपर है जो उनके लिए दिए गए हैं।
273	And your movements among those who bow in homage to God.	और सजदा करनेवालों में तुम्हारे चलत-फिरत को भी वह देखता है	और आप ईश्वर के भजन करने वालों के बीच अपनी गतिविधियों को नियंत्रित करें।
274	Who are you to ask me that?	तुम मुझे उस से पूछने के लिए कौन हैं?	तुम किसके लिए मुझे यह पूछते हो?
275	- ( clicks, tunes )	- (क्लिक करता है, धुनों)	- (क्लिक करता, समायोजित करता)
276	_Refresh Registry	पंजी ताजा करें (_R)	रजिस्टरी अपडेट करें
277	Enables random Tux explosions.	टक्स को बेतरतीब विस्फोटित होने देता है.	अत्याचारी टूक्स बर्बरता के अनुमति देता है।
278	This business is killing him.	यह व्यापार उसे मार रहा है.	यह व्यवसाय उसे मार रहा है।
279	It does not work with our feelings.	यह भावनाओं से काम नहीं करता.	यह हमारे भावनाओं के साथ काम नहीं करता।
280	A clan where a man dies only after killing 100 men.	एक कुल जहाँ पुरुष 100 को मार कर मरता है.	एक परिवार में एक आदमी केवल 100 आदमियों को मारकर ही मरता है।
281	They'll race behind you. They will stumble. They will fall.	वे, आप के पीछे आराम करेंगे ठोकर होगा, वे गिर जाएगी.	वे आपके पीछे दौड़ेंगे। वे गिरेंगे। वे पадेंगे।
282	© P@rM! NdeR M@nkÖÖ ™	©पी@RM nder एम@nkÖÖ 	© P@rM! NdeR M@nkÖÖ ™
283	Somebody has filed an injunction.	किसी ने एक आदेश दायर किया है.	कोई व्यक्ति ने एक निर्देश दायर किया है।
284	Not yet, there's still one more.	अभी नहीं, अभी एक और बाकीं है.	अभी नहीं, एक और बाकी है।
285	Which they will enjoy for ever. Indeed God has greater rewards with Him.	उनमें वे सदैव रहेंगे। निस्संदेह अल्लाह के पास बड़ा बदला है	जो वे निःसंदेह अनंतकाल तक आनंद लेंगे। वास्तव में, आ गो से बड़े इनाम हैं।
286	Select name of the Evolution backup file	एवोल्यूशन बैकअप फ़ाइल का नाम चुनें	ईवोल्यूशन बैकअप फाइल का नाम चुनें
287	-Crane, Mantis?	-क्रेन, मैंटिस?	- क्रेन, मैंटिस?
288	Yeah, well you smell like aquarium rocks.	हाँ, अच्छी तरह से आप मछलीघर चट्टानों की तरह बू आ रही है.	हां, तुम बर्फ के टुकड़ों के गंध जैसे हो।
289	I dived into the river.	मैंने नदी में छलाँग लगाकर डुबकी ली।	मैंने नदी में डूब गया।
290	%s min	%s min	% मिनट
291	An link to the project web page if provided.	लिंक को पृष्ठ यदि.	एक प्रकरण के वेब पृष्ठ के लिए लिंक अवश्य दें।
292	Tomorrow %l:%M:%S %p	कल %l:%M:%S %p	आज %l:%M:%S %p
293	Transfer the current call	वर्तमान कॉल हस्तांतरित करें	वर्तमान बोलचाल को अंत करें
294	Work Week View: %s. %s	कार्य साप्ताहिक दृश्य: %s. %s	कार्य दिवस दृश्य: %s. %s
295	Only common people believe these tales, as they believe most anything.	केवल आम लोगों को वे सबसे अधिक कुछ भी विश्वास के रूप में , इन कहानियों का मानना ​​है.	केवल आम लोग इन कहानियों को सच मानते हैं, क्योंकि वे काफी चीजों को भी सच मानते हैं।
296	Using this, people can get cold water in the summer.	इससे लोगों को गर्मी के दिनों में ठंडा पानी मिल सकेगा।	इसके उपयोग से, लोग गर्मी में ठंडा पानी प्राप्त कर सकते हैं।
297	We're pulling clear of them.	उनमें से cIear खींच रहे हैं.	हम उनसे दूर खींच रहे हैं।
298	chart	चार्ट	चार्ट
299	Contact connected	संपर्क कनेक्टेड	संपर्क संबंधित
300	A_vailable Fields:	उपलब्ध क्षेत्र (_v):	उपलब्ध क्षेत्र:
301	Like those who lately preceded them, they have tasted the evil result of their conduct; and (in the Hereafter there is) for them a grievous Penalty;-	उनका हाल उन लोगों का सा है जो उनसे कुछ ही पेशतर अपने कामों की सज़ा का मज़ा चख चुके हैं और उनके लिए दर्दनाक अज़ाब है	उनके बराबर उन लोगों के जैसे, जो अब तक उनके सामने आए थे, उन्होंने अपने व्यवहार के बुरे परिणाम का अनुभव किया है; और (अंतिम दिन तक) उनके लिए एक बहुत बुरा पीड़ा होगी।
302	Folder _Size	फ़ोल्डर आकार (_S)	फोल्डर का आकार
303	That was the same show, just without Anton!	कि सिर्फ एंटोन बिना ही दिखा रहा था!	वह एक ही शो था, बस अंटोन के बिना!
304	Cameron is Niles' son.	कैमरून नाइल्स 'बेटा है.	कैमरन नाइल्स के बेटा है।
305	"(Jesus had said): ""Indeed Allah is my Lord and your Lord, so serve Him alone. This is the Straight Way."""	"""और निस्संदेह अल्लाह मेरा रब भी है और तुम्हारा रब भी। अतः तुम उसी की बन्दगी करो यही सीधा मार्ग है।"""	"(ईसाई ने कहा): ""वास्तव में ईश्वर मेरा आप और आपका ईश्वर है, इसलिए उसके एक ही भजन करो। यह सही रास्ता है।"""
306	They know the outward of this world's life, but of the hereafter they are absolutely heedless.	वे सांसारिक जीवन के केवल वाह्य रूप को जानते है। किन्तु आख़िरत की ओर से वे बिलकुल असावधान है	वे इस दुनिया के जीवन के बाहरी अंश के बारे में जानते हैं, लेकिन अगले जीवन के बारे में वे पूर्णतः अज्ञान हैं।
307	And it is He Who has created man from water, and has appointed for him kindred by blood, and kindred by marriage. And your Lord is Ever All-Powerful to do what He will.	और वही तो वह (ख़ुदा) है जिसने पानी (मनी) से आदमी को पैदा किया फिर उसको ख़ानदान और सुसराल वाला बनाया और (ऐ रसूल) तुम्हारा परवरदिगार हर चीज़ पर क़ादिर है	और वह वह है जो आदम को पानी से बनाया है, और उसके लिए रक्त के संबंध और विवाह के संबंध नियुक्त कर दिए हैं। और आपका आपने बहुत शक्तिशाली है जो अपनी इच्छा के अनुसार कुछ भी कर सकता है।
308	You saw it:	आपने देखा:	आपने देखा है:
309	Just tell me if he had a knife.	बस मुझे बताओ कि क्या उसके पास चाकू था.	सिर्फ बताएं कि उसके पास एक चाकू था।
310	Importing Outlook Express data	आउटलुक एक्सप्रेस आंकड़ा आयात कर रहा है	आउटलुक एक्सप्रेस डेटा आयात करें
311	There is no blame against him who avenges himself after he has been wronged.	और जो कोई अपने ऊपर ज़ु्ल्म होने के पश्चात बदला ले ले, तो ऐसे लोगों पर कोई इलज़ाम नहीं	उस व्यक्ति पर कोई दोष नहीं होता जो अपने अपराध के बाद अपना विचार अपने आप को अपनाता है।
312	Before them is Hell; naught will avail them of that which they earned, nor those whom they took for patrons beside Allah. Theirs shall be a torment mighty.	उनके आगे जहन्नम है, जो उन्होंने कमाया वह उनके कुछ काम न आएगा और न यही कि उन्होंने अल्लाह को छोड़कर अपने संरक्षक ठहरा रखे है। उनके लिए तो बड़ी यातना है	उनके सामने आग है; उनके द्वारा कमाए गए चीजों के लिए कुछ भी उपयोगी नहीं होगा, और जिन लोगों को वे अल्लाह के अलावा पत्रकार बनाए हुए हैं, उनके लिए भी नहीं। उनके लिए एक बहुत बड़ा पीड़ा होगी।
313	No home...	कोई घर नहीं...	कोई घर...
314	"The register function hasn't been found automatically in the following pretty printer files: %s You need to fill yourself the register function columns before enabling the rows. Most of the time the register function name contains the word ""register""."	फंक्शन पाया इंच अनुसरण कर रहा है फ़ाइल नहीं से. को भरें फंक्शन स्तम्भ पहले सक्रिय कर रहा है पंक्तियाँ का समय फंक्शन नाम रखता है शब्द.	"निम्नलिखित सुंदर चित्रकार फ़ाइलों में ""रजिस्टर"" फ़ंक्शन को आतंतिक रूप से नहीं मिला गया है: %s आपको रौंद फ़ंक्शन के स्तंभों को खुद भरना पड़ेगा फिर तकनीकी रूप से लाइनों को एनेबल करने के लिए। अधिकांश समय रजिस्टर फ़ंक्शन के नाम में ""रजिस्टर"" शब्द शामिल होता है।"
315	We'll pack the abdomen with tissues and examine him thoroughly.	हम ऊतकों से पेट पैक करते हैं और उसे अच्छी तरह से जांच करते हैं.	हम उसके आब्दार के साथ ऊतकों के साथ भरेंगे और उसे अत्यधिक देखेंगे।
316	Thumbnail	लघु छवि	थम्बनेल
317	"There was evidence (of the truth) for the people of Sheba in their homeland. (We gave them) two gardens, one on the left and one on the right and (told them), ""Consume the sustenance which your Lord has given to you and give Him thanks. You have a blessed land and an All-forgiving Lord""."	और (क़ौम) सबा के लिए तो यक़ीनन ख़ुद उन्हीं के घरों में (कुदरते खुदा की) एक बड़ी निशानी थी कि उनके शहर के दोनों तरफ दाहिने बाएं (हरे-भरे) बाग़ात थे (और उनको हुक्म था) कि अपने परवरदिगार की दी हुई रोज़ी Âाओ (पियो) और उसका शुक्र अदा करो (दुनिया में) ऐसा पाकीज़ा शहर और (आख़ेरत में) परवरदिगार सा बख्शने वाला	"शेबा के लोगों के घर अपनी जनजाति में अपनी सच्चाई के लिए सबूत थे। (हमने उन्हें) दो घाटियाँ दीं, एक बाएं और एक दाएं और (उन्हें कहा), ""आप अपने ईश्वर ने आपको दिए अपने भोग लो और उनके लिए धन्यवाद दें। आपके पास एक बहुत धनी भूमि और एक सभी को माफ करने वाला ईश्वर है।"""
