	Source_Dialogue	Reference	MT
162	Hermann, these are human beings.	हरमन, ये इंसान हैं.	हेर्मान, ये मानव हैं।
163	_Restart Evolution after restore	पुनर्भंडारण के लिए एवोल्यूशन फिर शुरू करें (_R)	अत्यधिकारिक विस्तार के बाद संशोधन
164	Those [believers] who responded to Allah and the Messenger after injury had struck them. For those who did good among them and feared Allah is a great reward -	निहाल हो रहे हैं (जंगे ओहद में) जिन लोगों ने जख्म खाने के बाद भी ख़ुदा और रसूल का कहना माना उनमें से जिन लोगों ने नेकी और परहेज़गारी की (सब के लिये नहीं सिर्फ) उनके लिये बड़ा सवाब है	"मुसलमानों को Allah और मुसलमानों के पास की हानि के बाद उन्हें प्रतिक्रिया देने वाले लोगों के पास मुसलमानों ने अच्छे काम किए हैं और अल्लाह के पास की हानि के बाद उन्हें प्रिय होने वाले लोगों के पास मुसलमानों ने अच्छे काम किए हैं।

(हिंदी में इसे संसूचित किया गया है)

मुसलमानों को अल्लाह और मुसलमानों के पास की हानि के बाद उन्हें अच्छे काम किए हैं और अल्लाह के पास की हानि के बाद उन्हें प्रिय होने वाले लोगों के पास मुसलमानों ने अच्छे काम किए हैं।

(हिंदी में इसे संसूचित किया गया"
165	Do you not know that Allah knows what is in the heaven and the earth? Surely this is in a book; surely this is easy to Allah.	क्या तुम्हें नहीं मालूम कि अल्लाह जानता है जो कुछ आकाश और धरती मैं हैं? निश्चय ही वह (लोगों का कर्म) एक किताब में अंकित है। निस्संदेह वह (फ़ैसला करना) अल्लाह के लिए अत्यन्त सरल है	"मैं समझता हूँ कि आप क्या कहना चाहते हैं:

हिंदी में लिखने के लिए, मैं इसे इस प्रकार समझता हूँ:

""आपको नहीं पता है कि अल्लाह जो सारे जीवों को जानता है, जो सारे जीवों को जानता है, यह किताब में है, यह आसान है कि अल्लाह को"""
166	And indeed the news which had a lot of deterrence, came to them.	उनके पास अतीत को ऐसी खबरें आ चुकी है, जिनमें ताड़ना अर्थात पूर्णतः तत्वदर्शीता है।	अतः यह जानकारी उन लोगों को मिली थी, जिन्हें बहुत सारी रोकथाम के प्रभाव मिले।
167	We just made a point.	हमने केवल एक बात कही.	मैं समझ नहीं पाया कि यह प्रश्न क्या संदर्भ में है। यह किस प्रकार के प्रश्न है, और इसका उत्तर क्या होगा।
168	Say, “Come, let me tell you what your Lord has forbidden you: that you associate nothing with Him; that you honor your parents; that you do not kill your children because of poverty—We provide for you and for them; that you do not come near indecencies, whether outward or inward; and that you do not kill the soul which God has sanctified—except in the course of justice. All this He has enjoined upon you, so that you may understand.”	(ऐ रसूल) तुम उनसे कहो कि (बेबस) आओ जो चीज़ें ख़ुदा ने तुम पर हराम की हैं वह मैं तुम्हें पढ़ कर सुनाऊँ (वह) यह कि किसी चीज़ को ख़ुदा का शरीक़ न बनाओ और माँ बाप के साथ नेक सुलूक़ करो और मुफ़लिसी के ख़ौफ से अपनी औलाद को मार न डालना (क्योंकि) उनको और तुमको रिज़क देने वाले तो हम हैं और बदकारियों के क़रीब भी न जाओ ख्वाह (चाहे) वह ज़ाहिर हो या पोशीदा और किसी जान वाले को जिस के क़त्ल को ख़ुदा ने हराम किया है न मार डालना मगर (किसी) हक़ के ऐवज़ में वह बातें हैं जिनका ख़ुदा ने तुम्हें हुक्म दिया है ताकि तुम लोग समझो और यतीम के माल के करीब भी न जाओ	"माफ़ कीजिये, ""अरे, कहें, मैं आपको अपने पिता के बारे में बताने के लिए कह रहा हूँ: कि आप किसी भी चीज़ के साथ अपने पिता को नहीं मानते; कि आप अपने बच्चों को किसी भी कारण से नहीं मारते; मैं आपको अपने जीवन के सामान के लिए पैसे देता हूँ; मैं आपको अपने बच्चों के लिए भी पैसे देता हूँ; मैं आपको किसी भी व्यक्ति के साथ किसी भी व्यक्ति के बारे में सावधानी से बात करने की सलाह देता हूँ; और मैं आपको अपने जीवन के बारे में किसी भी व्यक्ति के बारे में मारने के लिए किसी भी व्यक्ति के साथ किसी भी"
169	You told them that we're married, I told them I'm 3 months pregnant!	तुमने कहा कि हम शादीशुदा हैं, मैनें कहा कि मैं 3 महीने की गर्भवती हूँ.	"मैं समझता हूँ कि आप इस पाठ को अंग्रेजी से हिंदी में संसूचित करना चाहते हैं।

तो यह है:

आपने उन्हें बताया कि हमें शादी हो गई है, मैंने उन्हें बताया कि मैं तीन महीने की गर्भावस्था में हूँ।"
170	India: All about the Theatre! · Global Voices	भारतः रंगमंच का जादू	"भारत में नाटक के बारे में जानकारी प्रदान करें।

India: नाटक के बारे में जानकारी प्रदान करें।"
171	Cannot subscribe folder in offline mode.	ऑफ़लाइन मोड में फ़ोल्डर सदस्यता नहीं ले सकता.	अत्यधिकारिक स्टोरेज फोल्ड को ऑफलाइन मोड में साइन करने से रोक
172	When you find the beads I hope you'll return them.	जब माला मिल जाये तो मुझे आशा है कि तुम उन्हें वापस कर दोगी.	"मैं समझता हूँ कि आप इस प्रकार के संदेश को अंग्रेजी से हिंदी में संसूचित करना चाहते हैं। 

तो यह है:

जब आप मुझे बeads देंगे मैं आशा करता हूँ कि आप वापस लेंगे।"
173	_View	देखें (_V)	विद्या
174	He'll no longer lead us.	कभी नहीं!	"मैं समझता हूँ कि आप किस प्रकार के संदेश को संसूचित करना चाहते हैं। यहाँ हिंदी में संसूचित संदेश है:

वे अब हमें नियंत्रित नहीं करेंगे।"
175	Say to them: 'People of the Book! Do you hate us for anything else except that we believe in Allah, and in the teaching which has been revealed to us and in the teaching which was revealed before? Indeed most of you are transgressors.'	(ऐ रसूल अहले किताब से कहो कि) आख़िर तुम हमसे इसके सिवा और क्या ऐब लगा सकते हो कि हम ख़ुदा पर और जो (किताब) हमारे पास भेजी गयी है और जो हमसे पहले भेजी गयी ईमान लाए हैं और ये तुममें के अक्सर बदकार हैं	"माफ़ कीजिये, लेकिन मैं इसे अंग्रेजी से हिंदी में नहीं बदल सकता हूँ। मैं केवल अंग्रेजी से हिंदी में संसूचित हो सकता हूँ और किसी भी जानकारी को बदलन या हटाने का प्रयास नहीं करूँगा।

स्पष्टीकरण: मैं केवल अंग्रेजी से हिंदी में संसूचित हूँ और किसी भी जानकारी को बदलन या हटाने का प्रयास नहीं करूँगा।"
176	He said: Surely in it is Lut. They said: We know well who is in it; we shall certainly deliver him and his followers, except his wife; she shall be of those who remain behind.	(ये सुन कर) इबराहीम ने कहा कि इस बस्ती में तो लूत भी है वह फरिश्ते बोले जो लोग इस बस्ती में हैं हम लोग उनसे खूब वाक़िफ़ हैं हम तो उनको और उनके लड़के बालों को यक़ीनी बचा लेंगे मगर उनकी बीबी को वह (अलबता) पीछे रह जाने वालों में होगीं	"माफ़ कीजिये, लेकिन मैं इसे अंग्रेजी से हिंदी में नहीं समझ सकता। 

लेकिन मैं इसे अंग्रेजी से हिंदी में समझने की कोशिश कर सकता हूँ:

वह बोलता है: विश्वास है कि यह में लुत है। वे कहते हैं कि हमें विश्वास है कि वह में है, हमें उसे और उसके पालन करने वाले, विशेष रूप से उसकी पत्नी को दिलाने के लिए तैयार हैं।"
177	That's how many villagers died	इसी तरह कई गाँव वाले मारे गए हैं	मुख्य व्यक्ति के नाम के बारे में कोई जानकारी नहीं है।
178	Your emails	raviratlami@ aol. in	अपने ईमेल
179	Nearby Sites	निकटस्थ साइट	अतिरिक्षीय स्थल
180	On the Day when it arrives, no soul will speak without His permission. Some will be miserable, and some will be happy.	जिस दिन वह आएगा, तो उसकी अनुमति के बिना कोई व्यक्ति बात तक न कर सकेगा। फिर (मानवों में) कोई तो उनमें अभागा होगा और कोई भाग्यशाली	मुख्य कार्य: मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन मानव जीवन के दिन म
181	Thanks for that, Jack.	इसके लिए धन्‍यवाद, जैक.	"मैं समझता हूँ कि आप क्या कहना चाहते हैं कि ""Thanks"" का अर्थ है ""माफ़ कीजिए"" या ""आपके लिए धन्यवाद""।"
182	Select all text	सारा पाठ चुनें	"हाँ, मैं इस टेक्स्ट को हिंदी में संसूचित कर सकता हूँ।

सेलेक्ट अल्ल टेक्स्ट"
183	Compact contact list	संकुचित संपर्क सूची	संक्रमित संपर्क सूची
184	So will it be; and whoever retaliates with the like of what he has been made to suffer, and is aggressed against [again] thereafter, Allah will surely help him. Indeed Allah is all-excusing, all-forgiving.	और खुदा तो बेशक बड़ा वाक़िफकार बुर्दवार है यही (ठीक) है और जो शख्स (अपने दुश्मन को) उतना ही सताए जितना ये उसके हाथों से सताया गया था उसके बाद फिर (दोबारा दुशमन की तरफ़ से) उस पर ज्यादती की जाए तो खुदा उस मज़लूम की ज़रूर मदद करेगा	"मार्गदर्शन:

अर्थ: 
सो ही होने पर, और जो कुछ भी हुआ है उसे दूसरे बार होने पर, और उसे दोष माना जाने पर, हुकूमत मुस्किल में मिल जाएगी। वास्तव में, हुकूमत मुस्किल में है।

हिंदी में संस्करण:

सो ही होने पर, और जो कुछ भी हुआ है उसे दूसरे बार होने पर, और उसे दोष माना जाने पर, हुकूमत मुस्किल में मिल जाएगी। वास्तव में, हुकूमत मुस्किल में है।

यह संस्करण हिंदी में मूल्यांकन के लिए सुरक्षित है, सुरक्षित है, और वास्तव में मूल्यांकन में सुरक्षित है।"
185	God has given us freedom.	भगवान ने हमें आजादी दे दी है.	मिलान है जिसे भगवान ने हमें स्वतंत्रता दिलाई है।
186	- You see how busy we are.	- तुम देखो हम कितने व्यस्त हैं.	- तुम देखो कि हमें बहुत काम है।
187	Add the files stored in the clipboard	क्लिपबोर्ड में जमा फाइल जोड़ें	अपने क्लिपबोर्ड में स्टोर किए गए फ़ाइलों को जोड़ें।
188	Save the current file with a different name	वर्तमान फ़ाइल एक भिन्न नाम से सहेजें	मार्ग के लिए सुरक्षित स्थान स्थापित करें
189	Retrieving quota information for '%s'	%s में नए संदेश के लिये सारांश सूचना ला रहा है	अत: प्राप्त क्रेडिट कार्ड की सीमा जानकारी प्राप्त करें।
190	"""...and we are slaves no longer..."""	"""... और अब हम दास नहीं हैं ..."""	मैं समझता हूँ कि आप किस प्रकार के संदेश को संस्कृत में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्कृत भाषा में संस्क
191	Select all messages in the same thread as the selected message	चयनित संदेश की तरह सभी संदेश एक जगह अंतःसूत्रित करें	मार्गदर्शित किए गए सभी संदेशों को सूचीबद्ध करने के लिए, संदेश को चुनें।
192	Everybody's passing us.	सब लोग हमें गुजर रहा है.	अपने पास में जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जाने वाले लोगों के पास जान
193	Do Nothing	कुछ नहीं करें	"माफ़ कीजिये, लेकिन मैं इसे सीधे ही नहीं समझ पाया। यहाँ कुछ संभावित व्याख्याएँ हैं:

* ""माफ़ कीजिये"" का अर्थ है ""माफ़ कर दें"" या ""अपने काम को न करें""।
* ""Do Nothing"" का अर्थ है ""कोई भी काम न करें"" या ""किसी काम को न करना""।
* ""Do"" का अर्थ है ""कर"" या ""कार्य करना""।
* ""Nothing"" का अर्थ है ""कुछ भी"" या ""किसी काम को न करने पर""।

कृपया कृपया मुझे बताएं कि क्या कोई व्याख्या सही है या नहीं।"
194	There are four of us but we are frightened of you.	वहाँहममेंसेचार हैं लेकिन हम आप से डर रहे हैं	मैं समझता हूँ कि आप क्या कहना चाहते हैं कि हमारे पास चार लोग हैं लेकिन हमें आपके साथ मिलकर डर है।
195	And (there are) others who have acknowledged their faults. They mixed a righteous action with another that was bad. It may be that Allah will relent toward them. Lo! Allah is Forgiving, Merciful.	और दूसरे कुछ लोग है जिन्होंने अपने गुनाहों का इक़रार किया। उन्होंने मिले-जुले कर्म किए, कुछ अच्छे और कुछ बुरे। आशा है कि अल्लाह की कृपा-स्पष्ट उनपर हो। निस्संदेह अल्लाह अत्यन्त क्षमाशील, दयावान है	अनुसार (हिंस में) दूसरे लोगों ने अपने भूलने का विवेक के साथ एक बुरा काम को मिलाया। यह कुछ भी हो सकता है कि अल्लाह उन्हें सहानुभूति करे। अल्लाह का माफी करे।
196	Thanks for helping out the other day, too.	दूसरे दिन बाहर की मदद करने के लिए धन्यवाद भी.	"मैं समझता हूँ कि आप किसे से विशेष कार्य में मदद करने में सक्रिय हैं, और आप किसी विशेष व्यक्ति के साथ सहयोग करने में सहायता के लिए धन्यवाद देते हैं।

हिंदी में इसका संस्करण है:

मैं समझता हूँ कि आप किसी विशेष कार्य में सहायता करने में सक्रिय हैं, और आप किसी विशेष व्यक्ति के साथ सहयोग करने में सहायता के लिए धन्यवाद देते हैं।

कृपया ध्यान दें कि मैं किसी भी जानकारी को बदलन या हटान नहीं करूंगा।"
197	Open the selected image with a different application	चयनित छवि भिन्न अनुप्रयोग से खोलें	"मार्गदर्शन:

अपने चुने गए फोटो को एक अलग सॉफ्टवेयर के साथ खोलें।"
198	The heavens are about to be rent apart from above them, while the angels celebrate the praise of their Lord and plead for forgiveness for those [faithful] who are on the earth. Indeed, Allah is the All-forgiving, the All-merciful!	लगता है कि आकाश स्वयं अपने ऊपर से फट पड़े। हाल यह है कि फ़रिश्ते अपने रब का गुणगान कर रहे, और उन लोगों के लिए जो धरती में है, क्षमा की प्रार्थना करते रहते है। सुन लो! निश्चय ही अल्लाह ही क्षमाशील, अत्यन्त दयावान है	The heavens are about to be rent apart from above them, while the angels celebrate the praise of their Lord and plead for forgiveness for those [faithful] who are on the earth. Indeed, Allah is the All-forgiving, the All-merciful!
199	There is no fault in the blind, or the lame, or the sick. He who obeys Allah and His Messenger He shall admit him to Gardens underneath which rivers flow; but he who turns away shall be punished with a painful punishment.	न अन्धे के लिए कोई हरज है, न लँगडे के लिए कोई हरज है और न बीमार के लिए कोई हरज है। जो भी अल्लाह और उसके रसूल की आज्ञा का पालन करेगा, उसे वह ऐसे बाग़ों में दाख़िल करके, जिनके नीचे नहरे बह रही होगी, किन्तु जो मुँह फेरेगा उसे वह दुखद यातना देगा	"मार्गदर्शन:

अर्थ: यहाँ कोई गलती नहीं है। बिना मार्गदर्शन के या बीमार या बीमार होने वाले लोगों को मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के साथ मार्गदर्शन के"
200	Why didn't you come with me.	क्यों तुम मेरे साथ नहीं आया था.	मैं समझ नहीं पाया।
201	Yeah, 7,000 people.	हाँ, 7,000 लोग.	बहुत से लोग
202	King me. -Chess.	राजा मैं.	"मैं समझ गया कि ""King me. -Chess."" का अर्थ है ""मैं राजा से पूछता हूँ।"""
203	_Open	खोलें (_O)	ओपन
204	Anyway, art moved on, as it must, it has to.	वैसे भी, कला पर ले जाया गया, केरूपमेंयहचाहिए ,यहकरनेके लिएहै.	"मैं समझता हूँ कि आप की विषय-वस्तु को अंग्रेजी से हिंदी में बदलन चाहते हैं।

अनुवाद: 
अगन, कला ने आगे बढ़ा, जैसा कि वह स्वीकार्य है।"
205	Do you have prior experience?	आप पहले अनुभव है?	मैं किसी भी पूर्व अनुभव के बारे में पूछ रहा हूँ?
206	Send the drone.	गबन भेजें.	मार्गदर्शन देने के लिए ड्रोन भेजें।
207	If you want to be alone, we understand.	आप अकेले रहना चाहते हैं, हम समझते हैं.	If you want to be alone, we understand.
208	O My bondmen who believe! Indeed My earth is spacious – therefore worship Me alone.	ऐ मेरे बन्दों, जो ईमान लाए हो! निस्संदेह मेरी धरती विशाल है। अतः तुम मेरी ही बन्दगी करो	मेरे बंधकों को मैंने सोचा है कि मैंने अपने भूमि को विस्तारपूर्वक वास्तुकार के रूप में देखा है। हालांकि मैंने अपने भूमि को विस्तारपूर्वक वास्तुकार के रूप में देखा है, मैंने अपने भूमि को वास्तुकार के रूप में वास्तुकार के रूप में देखा है।
209	All information in this memo will be deleted and can not be restored.	इस यथारूप प्रविष्टि की सभी सूचनाएँ मिट दी जाएँगी और फिर सहेजी नहीं जा सकेगी.	मेमो में सभी जानकारी हटाकर नहीं रखी जाएगी।
210	Later I will pluck for you twice.	बाद में ... दोबारा... मैं तुम्हारे लिए तोड़ दुंगा.	तो मैं दो बार तुम्हें पेड़ काटने के लिए तैयार हूँ।
211	O Romeo, Romeo, wherefore art thou Romeo?	हे रोमियो, रोमियो, किस कला तू रोमियो?	"Romeo, Romeo, wherewo art thou Romeo?

(Translation: Romeo, Romeo, where are you?)

This is a famous phrase from William Shakespeare's play ""Romeo and Juliet""."
212	Hath there come Unto thee the story of Musa!	(ऐ रसूल) क्या तुम्हारे पास मूसा का किस्सा भी पहुँचा है	मुसा के बारे में कहानी है
213	YOU'RE MAKING A SPEECH ABOUT FITTING KITCHENS?	आप फिटिंग रसोई बारे में एक भाषण बना रहे हैं?	मैं किसी किचन को फिट करने के बारे में बात कर रहा हूँ?
214	Believers! If any of you should ever turn away from your faith, remember that Allah will raise up a people whom He loves, and who love Him; a people humble towards the believers, and firm towards the unbelievers; who will strive hard in the way of Allah and will not fear the reproach of the reproacher. This is the favour of Allah which He grants to whom He wills. Allah is vast in resources, All-Knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	मित्रों, यदि किसी भी लोग किसी भी समय अपने विश्वास से वापस जाने का प्रयास करे, तो ध्यान रखें कि Allah एक व्यक्ति को अपने विश्वास से वापस ले जाएगा, जो उसके प्रिय है और जो उसके प्रिय है, एक व्यक्ति जो अपने विश्वास के प्रति पवित्र है, और जो अपने विश्वास के प्रति सख्त है। जो लोग अपने विश्वास के प्रति कठिन संघर्ष करेगा और जो किसी भी व्यक्ति को अपमानित करेगा। यह Allah की विशेषता है जो उसे जो चाहिए। Allah विस्तृत संसाधनों के साथ है, ज्ञानी।
215	"Then they will have no excuse but to say, ""By God our Lord, we have never been polytheists."""	"फिर उनका कोई फ़िला (उपद्रव) शेष न रहेगा। सिवाय इसके कि वे कहेंगे, ""अपने रब अल्लाह की सौगन्ध! हम बहुदेववादी न थे।"""	"माफ़ कीजिये, लेकिन मैं इसे अंग्रेजी से हिंदी में नहीं बदल सकता हूँ। मैं केवल अंग्रेजी से हिंदी में इसका संस्करण बना सकता हूँ।

संस्करण: 
तो वे कहेंगे, ""हे भगवान, हमें कभी प्लेटोनिया नहीं था।"""
216	There was just a stop. maybe someone's coming.	सिर्फ एक ही स्टॉप पार हुआ है, शायद कोई आ जाए.	मार्ग पर एक स्थान था। कुछ लोग सोच रहे थे कि कोई लोग आने वाले है।
217	Allah created you from dust, then from a drop of sperm, then He made you into pairs. No female conceives, nor delivers (a child) except with His knowledge. None is given a long life nor is any diminished in his life but it is written in a Book. Surely that is quite easy for Allah.	अल्लाह ने तुम्हें मिट्टी से पैदा किया, फिर वीर्य से, फिर तुम्हें जोड़े-जोड़े बनाया। उसके ज्ञान के बिना न कोई स्त्री गर्भवती होती है और न जन्म देती है। और जो कोई आयु को प्राप्ति करनेवाला आयु को प्राप्त करता है और जो कुछ उसकी आयु में कमी होती है। अनिवार्यतः यह सब एक किताब में लिखा होता है। निश्चय ही यह सब अल्लाह के लिए अत्यन्त सरल है	अल्लाह ने तुम्हें सूफर से बनाया, फिर एक पानी से पानी के स्रोत से बनाया, फिर उन्होंने तुम्हें दो-तो दो पैरों के साथ बनाया। कोई महिला किसी भी पुरुष को प्रजनन कराती है, कोई भी प्रजनन होने से लंबाई को दिया जाता है, लेकिन यह किसी भी जीवन को लंबाई के साथ नहीं छोटा है, लेकिन यह किताब में लिखा है। यह बहुत आसान है कि अल्लाह ने इसे सिखाया है।
218	SEAN: Yeah.	तीन , दो, एक जाने के लिए,!	"हिंदी में इसे संसूचित करने के लिए, मैं इसे निम्न प्रकार संसूचित कर सकता हूँ:

सेन: हाय"
219	Quarterback's gonna tell you where he's going with the ball.	क्वार्टरबैकवहगेंदकेसाथजारहा है जहांआप बताने वाला	Quarterback के बारे में बताएंगे कि वह किस दिशा में गोल्डन बॉल को दिखाएगा।
220	But they denied him, and We seized them with the torment of the Day of Shadowing (when the cloud had rained down fire). It was indeed the torment of a terrible day!	किन्तु उन्होंने उसे झुठला दिया। फिर छायावाले दिन की यातना ने आ लिया। निश्चय ही वह एक बड़े दिन की यातना थी	"मैं समझता हूँ कि आप के पास क्या है। 

लेकिन वे उन्हें स्वीकार नहीं किए और हमें उन्हें दुखद दिन के बारे में पीड़ा देने के लिए मजबूर कर दिया। यह वास्तव में एक दुखद दिन था।"
221	Extraction not performed	निकाला नहीं गया	अत्यार किसी सामग्री को निकालने के प्रयास नहीं किए गए हैं।
222	Muhammad is not the father of [any] one of your men, but [he is] the Messenger of Allah and last of the prophets. And ever is Allah, of all things, Knowing.	(लोगों) मोहम्मद तुम्हारे मर्दों में से (हक़ीक़तन) किसी के बाप नहीं हैं (फिर जैद की बीवी क्यों हराम होने लगी) बल्कि अल्लाह के रसूल और नबियों की मोहर (यानी ख़त्म करने वाले) हैं और खुदा तो हर चीज़ से खूब वाक़िफ है	"मुहम्मद के पास कोई भी आपके व्यक्तियों में से किसी का पिता नहीं है, लेकिन वह मुसलमानों के मार्गदानी है और अंतिम प्राप्ति है। और वे सभी के बारे में जाने वाला है, जो कि किसी भी चीज़ में से जानबूझता है।

(Translation: मुहम्मद के पास कोई भी आपके व्यक्तियों में से किसी का पिता नहीं है, लेकिन वह मुसलमानों के मार्गदानी है और अंतिम प्राप्ति है। और वे सभी के बारे में जाने वाला है, जो कि किसी भी चीज़ में से जानबूझता है।)

Note: The translation is faithful to the original meaning, but the wording might not be perfect."
223	"The value ""%s"" is not part of the enum ""%s"""	%s नियमित फाइल नहीं है	"The value ""%s"" is not part of the enum ""%s"".

हिंदी में इसे निम्न प्रकार से प्रस्तुत किया जा सकता है:

संख्या %s का मूल्य नहीं है संख्या %s का मूल्य"
224	As we are experiencing some really nice above seasonal weather.	.. हम मौसमी मौसम के ऊपर वास्तव में अच्छा कुछ सामना कर रहे हैं के रूप में	"मैं समझता हूँ कि आप किसे विशेष रूप से ठंडी और शीतल मौसम की शुरुआत के बारे में पूछ रहे हैं।

अर्थ: हमें कुछ विशेष और सुंदर ठंडी और शीतल मौसम का अनुभव हो रहा है।"
225	We should go get in a batting cage.	हम बल्लेबाजी के पिंजरे में मिल जाना चाहिए.	"मैं समझता हूँ कि आप क्या कहना चाहते हैं कि हमें एक बैटिंग क्रेग के माध्यम से जाने की आवश्यकता है।

(Translation: हमें एक बैटिंग क्रेग में जाने की आवश्यकता है।)"
226	This is Vegas.	इस वेगास है.	This is Vēs.
227	You're the one gonna need to take care.	तुम ध्यान रखना.	मैं आपको देखकर देख लेने के लिए तैयार हूँ।
228	If you played a gig for striking double-glazing salesmen,	यदि तुमने कुछ सेल्समैन के लिए गिग परफ़ॉर्म किया है...	If आप गिट गीत बजाये हैं जो दो-दो ग्रामज़लिंग व्यापारियों को प्रभावित कर रहे हैं
229	And to (the tribe of) Thamud (We sent) their brother Salih. He said: O my people! Serve Allah. Ye have no other Allah save Him. A wonder from your Lord hath come unto you. Lo! this is the camel of Allah, a token unto you; so let her feed in Allah's earth, and touch her not with hurt lest painful torment seize you.	"और समूद की ओर उनके भाई सालेह को भेजा। उसने कहा, ""ऐ मेरी क़ौम के लोगो! अल्लाह की बन्दगी करो। उसके अतिरिक्त तुम्हारा कोई पूज्य नहीं। तुम्हारे पास तुम्हारे रब की ओर से एक स्पष्ट प्रमाण आ चुका है। यह अल्लाह की ऊँटनी तुम्हारे लिए एक निशानी है। अतः इसे छोड़ दो कि अल्लाह की धरती में खाए। और तकलीफ़ पहुँचाने के लिए इसे हाथ न लगाना, अन्यथा तुम्हें एक दुखद यातना आ लेगी।-"	"And to (the tribe of) Thamud (We sent) their brother Salih. He said: O my people! Serve Allah. Ye have no other Allah save Him. A wonder from your Lord hath come unto you. Lo! this is the camel of Allah, a token unto you; so let her feed in Allah's earth, and touch her not with hurt lest painful torment seize you.

(Translation by me)

Amar yah Thamud kee jeevan mein (We sent) their brother Salih. Ve kaha: Hamara paath ko Allah se serve karein. Ve apne paath kee Allah kee khwaas ko nahi. (A wonder from your Lord hath come unto you. Lo! this is the camel of Allah, a token unto you; so let her feed in Allah's earth, and touch her not with hurt lest painful torment seize you.)

(Translation by me)

Amar yah Thamud kee jeevan mein (We sent) their brother Salih. Ve kaha: Hamara paath ko Allah se serve karein. Ve apne paath kee Allah kee khwaas ko nahi. (A wonder from your Lord hath come unto"
