	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
174	174	174	He'll no longer lead us.	कभी नहीं!	जिस व्यक्ति को कोई भी नहीं ले सकता तो नह?
175	175	175	Say to them: 'People of the Book! Do you hate us for anything else except that we believe in Allah, and in the teaching which has been revealed to us and in the teaching which was revealed before? Indeed most of you are transgressors.'	(ऐ रसूल अहले किताब से कहो कि) आख़िर तुम हमसे इसके सिवा और क्या ऐब लगा सकते हो कि हम ख़ुदा पर और जो (किताब) हमारे पास भेजी गयी है और जो हमसे पहले भेजी गयी ईमान लाए हैं और ये तुममें के अक्सर बदकार हैं	"जिस व्यक्ति को म human के बारे में जातिपूर्ण जानकारी हो सकती है, उस व्यक्ति के लिए यह जानकारी किसी भी तरह से उपयोगी नहीं हो सकती क्या!"",
""जैसा कि जातिपूर्ण जानकारी की किसी भी तरह से उपयोगी हो सकती किंति, यह जानकारी किसी भी तरह से उपयोगी नहीं हो सकती क्या!"",
""जैसा कि जातिपूर्ण जानकारी की किसी भी तरह से उपयोगी नहीं हो सकती क्या!"",
""जैसा कि जातिपूर्ण जानकारी की किसी भी तरह से उपयोगी नहीं हो सकती क्या!"",
""जैसा कि जातिपूर्ण जानकारी की किसी भी तरह से उपयोगी नहीं हो सकती क्या!"",
""जैसा कि जातिपूर्ण जानक"
176	176	176	He said: Surely in it is Lut. They said: We know well who is in it; we shall certainly deliver him and his followers, except his wife; she shall be of those who remain behind.	(ये सुन कर) इबराहीम ने कहा कि इस बस्ती में तो लूत भी है वह फरिश्ते बोले जो लोग इस बस्ती में हैं हम लोग उनसे खूब वाक़िफ़ हैं हम तो उनको और उनके लड़के बालों को यक़ीनी बचा लेंगे मगर उनकी बीबी को वह (अलबता) पीछे रह जाने वालों में होगीं	जिस्म के लिखे तो लत के कहा। वे कहे ये लत के लिखे तो लत के लिखे थे। वे कहे विलक्ति के लिखे थे जो विलक्ति के लिखे थे।
177	177	177	That's how many villagers died	इसी तरह कई गाँव वाले मारे गए हैं	जितने लोगों ने इस संस्मारक को दिया था
178	178	178	Your emails	raviratlami@ aol. in	आपके ईमेल
179	179	179	Nearby Sites	निकटस्थ साइट	नज़ले
180	180	180	On the Day when it arrives, no soul will speak without His permission. Some will be miserable, and some will be happy.	जिस दिन वह आएगा, तो उसकी अनुमति के बिना कोई व्यक्ति बात तक न कर सकेगा। फिर (मानवों में) कोई तो उनमें अभागा होगा और कोई भाग्यशाली	अरे, किसी भी कुछ व्यक्ति के जीवन में कुछ विशिष्ट हो सकते हैं.
181	181	181	Thanks for that, Jack.	इसके लिए धन्‍यवाद, जैक.	नहीं बिलीज़।
182	182	182	Select all text	सारा पाठ चुनें	बिलकुल चिहट करें
183	183	183	Compact contact list	संकुचित संपर्क सूची	कम्पैक कॉन्टेक्ट लिस्ट
184	184	184	So will it be; and whoever retaliates with the like of what he has been made to suffer, and is aggressed against [again] thereafter, Allah will surely help him. Indeed Allah is all-excusing, all-forgiving.	और खुदा तो बेशक बड़ा वाक़िफकार बुर्दवार है यही (ठीक) है और जो शख्स (अपने दुश्मन को) उतना ही सताए जितना ये उसके हाथों से सताया गया था उसके बाद फिर (दोबारा दुशमन की तरफ़ से) उस पर ज्यादती की जाए तो खुदा उस मज़लूम की ज़रूर मदद करेगा	जैसा कि; और जिसने उसे सहलाभित किया बादापर्युक्त हो जाता है कि, Allah के लाभ को मंजूरी से मेंढ़िया हो जाती है।
185	185	185	God has given us freedom.	भगवान ने हमें आजादी दे दी है.	जिस्म से प्राप्ता है स्वतंता है।
186	186	186	- You see how busy we are.	- तुम देखो हम कितने व्यस्त हैं.	जैसा कि हम बहुत ज्यादा काम कर रहे हैं।
187	187	187	Add the files stored in the clipboard	क्लिपबोर्ड में जमा फाइल जोड़ें	क्लिपबोर्ड में से डाउनलोड किए गए फ़ायल
188	188	188	Save the current file with a different name	वर्तमान फ़ाइल एक भिन्न नाम से सहेजें	current के लिए अलग नाम दें
189	189	189	Retrieving quota information for '%s'	%s में नए संदेश के लिये सारांश सूचना ला रहा है	जिस के लिए?
190	190	190	"""...and we are slaves no longer..."""	"""... और अब हम दास नहीं हैं ..."""	जानकारी से जोड़ा नहीं, पूरी जानकारी से न हटा ली गई, लेकिन पूरी जानकारी से न भी बनी गई, लेकिन पूरी जानकारी से न भी बनाई गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेकिन पूरी जानकारी से पूरी नहीं बनी गई, लेक
191	191	191	Select all messages in the same thread as the selected message	चयनित संदेश की तरह सभी संदेश एक जगह अंतःसूत्रित करें	selected message केThread से समान होते हैं
192	192	192	Everybody's passing us.	सब लोग हमें गुजर रहा है.	जो कुछ भी है।
193	193	193	Do Nothing	कुछ नहीं करें	अरे वैस क्या भी हो सकता है।
194	194	194	There are four of us but we are frightened of you.	वहाँहममेंसेचार हैं लेकिन हम आप से डर रहे हैं	अरे, हम चार हैं लेकिन हमें आपकी तरह डर रहे हैं।
195	195	195	And (there are) others who have acknowledged their faults. They mixed a righteous action with another that was bad. It may be that Allah will relent toward them. Lo! Allah is Forgiving, Merciful.	और दूसरे कुछ लोग है जिन्होंने अपने गुनाहों का इक़रार किया। उन्होंने मिले-जुले कर्म किए, कुछ अच्छे और कुछ बुरे। आशा है कि अल्लाह की कृपा-स्पष्ट उनपर हो। निस्संदेह अल्लाह अत्यन्त क्षमाशील, दयावान है	जिस्म से जाते हैं ये दूसरे जाते हैं और निम्न जाति प्राप्त करते हैं |
196	196	196	Thanks for helping out the other day, too.	दूसरे दिन बाहर की मदद करने के लिए धन्यवाद भी.	किसी की सहायता की किसी दिन भी की गई, भी हो सकती है।
197	197	197	Open the selected image with a different application	चयनित छवि भिन्न अनुप्रयोग से खोलें	प selected image के लिए एक अलग एप्लिकेशन के साथ क्या हो सकता है
198	198	198	The heavens are about to be rent apart from above them, while the angels celebrate the praise of their Lord and plead for forgiveness for those [faithful] who are on the earth. Indeed, Allah is the All-forgiving, the All-merciful!	लगता है कि आकाश स्वयं अपने ऊपर से फट पड़े। हाल यह है कि फ़रिश्ते अपने रब का गुणगान कर रहे, और उन लोगों के लिए जो धरती में है, क्षमा की प्रार्थना करते रहते है। सुन लो! निश्चय ही अल्लाह ही क्षमाशील, अत्यन्त दयावान है	जिस्म से लिखा गया है, उससे नहीं लिखा होगा।
199	199	199	There is no fault in the blind, or the lame, or the sick. He who obeys Allah and His Messenger He shall admit him to Gardens underneath which rivers flow; but he who turns away shall be punished with a painful punishment.	न अन्धे के लिए कोई हरज है, न लँगडे के लिए कोई हरज है और न बीमार के लिए कोई हरज है। जो भी अल्लाह और उसके रसूल की आज्ञा का पालन करेगा, उसे वह ऐसे बाग़ों में दाख़िल करके, जिनके नीचे नहरे बह रही होगी, किन्तु जो मुँह फेरेगा उसे वह दुखद यातना देगा	जो किस्मति या लामा नहीं होती वो किस्मति या लामा नहीं होती , वो किस्मति या लामा के परिचय के तौर पर नहीं होते , और जो किस्मति या लामा होता है तो वह किस्मति या लामा नहीं होते , और जो किस्मति या लामा नहीं होते , वो किस्मति या लामा के परिचय के तौर पर नहीं होते , और जो किस्मति या लामा के परिचय के तौर पर नहीं होते , वो किस्मति या लामा के परिचय के तौर पर नहीं होते , और जो किस्मति या लामा के परिचय के तौर पर नहीं होते , वो किस्मति या लामा के परिचय के तौर पर नह
200	200	200	Why didn't you come with me.	क्यों तुम मेरे साथ नहीं आया था.	क्यों नहीं आई?
201	201	201	Yeah, 7,000 people.	हाँ, 7,000 लोग.	जी हाँ, 7,000 लोग हैं।
202	202	202	King me. -Chess.	राजा मैं.	किंग मे... चेस।
203	203	203	_Open	खोलें (_O)	प्राप्त
204	204	204	Anyway, art moved on, as it must, it has to.	वैसे भी, कला पर ले जाया गया, केरूपमेंयहचाहिए ,यहकरनेके लिएहै.	किसी भी तरह से, कला ने आगे बढ़ कर दी है, और यह तो रही भी नहीं।
205	205	205	Do you have prior experience?	आप पहले अनुभव है?	जी हाँ, आपके पहले के अनुभव के बारे में क्या कहा है?
206	206	206	Send the drone.	गबन भेजें.	ड्रोन को सेंट कर दिया जाए।
207	207	207	If you want to be alone, we understand.	आप अकेले रहना चाहते हैं, हम समझते हैं.	अरे, यदि आप खुद के पास हो रहे समय में स्वतंत्र हैं तो हम समझें।
208	208	208	O My bondmen who believe! Indeed My earth is spacious – therefore worship Me alone.	ऐ मेरे बन्दों, जो ईमान लाए हो! निस्संदेह मेरी धरती विशाल है। अतः तुम मेरी ही बन्दगी करो	ओ! मेरे बंधु जो विश्वास रखते! सच में मेरी पृथ्वी विस्तार – ह therefore मेरा पवित्रतापरूप में ध्यान देना चाहे”.
209	209	209	All information in this memo will be deleted and can not be restored.	इस यथारूप प्रविष्टि की सभी सूचनाएँ मिट दी जाएँगी और फिर सहेजी नहीं जा सकेगी.	यह जानकारी इस मेमो के साथ खत्म होगी और इसका पुनर्स्थापना भी नह हो सकती
210	210	210	Later I will pluck for you twice.	बाद में ... दोबारा... मैं तुम्हारे लिए तोड़ दुंगा.	कल मैं तुम्हें दो बार सिरका लगाऊने में लग रहा है।
211	211	211	O Romeo, Romeo, wherefore art thou Romeo?	हे रोमियो, रोमियो, किस कला तू रोमियो?	रोमो, रोमो, wherefore art thou Romeo?
212	212	212	Hath there come Unto thee the story of Musa!	(ऐ रसूल) क्या तुम्हारे पास मूसा का किस्सा भी पहुँचा है	जिसने मुसा पैदा किया था उसे बुलाया था और उसे परिचित किया थ!
213	213	213	YOU'RE MAKING A SPEECH ABOUT FITTING KITCHENS?	आप फिटिंग रसोई बारे में एक भाषण बना रहे हैं?	आप किसी कक्षा में काम करने के तरीके की बात हो रही है?
214	214	214	Believers! If any of you should ever turn away from your faith, remember that Allah will raise up a people whom He loves, and who love Him; a people humble towards the believers, and firm towards the unbelievers; who will strive hard in the way of Allah and will not fear the reproach of the reproacher. This is the favour of Allah which He grants to whom He wills. Allah is vast in resources, All-Knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	बिल्लेबाज! जो किसी भी लोगों के साथ विश्वासपात्र है, वह सभी के लिए मार्ग्यर्थकी भी है।
215	215	215	"Then they will have no excuse but to say, ""By God our Lord, we have never been polytheists."""	"फिर उनका कोई फ़िला (उपद्रव) शेष न रहेगा। सिवाय इसके कि वे कहेंगे, ""अपने रब अल्लाह की सौगन्ध! हम बहुदेववादी न थे।"""	देने वाले के मूल्य-जानकारी 13 मई 2026 के हिसाब से सही और सह्य होते हैं।
216	216	216	There was just a stop. maybe someone's coming.	सिर्फ एक ही स्टॉप पार हुआ है, शायद कोई आ जाए.	किसी से कुछ हो सकता है. या शायद कुछ नहीं हो सकता है.
217	217	217	Allah created you from dust, then from a drop of sperm, then He made you into pairs. No female conceives, nor delivers (a child) except with His knowledge. None is given a long life nor is any diminished in his life but it is written in a Book. Surely that is quite easy for Allah.	अल्लाह ने तुम्हें मिट्टी से पैदा किया, फिर वीर्य से, फिर तुम्हें जोड़े-जोड़े बनाया। उसके ज्ञान के बिना न कोई स्त्री गर्भवती होती है और न जन्म देती है। और जो कोई आयु को प्राप्ति करनेवाला आयु को प्राप्त करता है और जो कुछ उसकी आयु में कमी होती है। अनिवार्यतः यह सब एक किताब में लिखा होता है। निश्चय ही यह सब अल्लाह के लिए अत्यन्त सरल है	अरे, यह तो बहुत आसान है कि Allah ने इस मानव को यह साक्षरत्व के तौर पर बनाया है।
218	218	218	SEAN: Yeah.	तीन , दो, एक जाने के लिए,!	अरे, ये हैं।
219	219	219	Quarterback's gonna tell you where he's going with the ball.	क्वार्टरबैकवहगेंदकेसाथजारहा है जहांआप बताने वाला	क्वार्टर्स क्योइन्ट के वे कहेंगे कि वे बॉल के साथ कहेंगे कौन सी जगह वे जाते हैं और वे बॉल के साथ कहेंगे कौन सी जगह वे जाते हैं और वे बॉल के साथ कहेंगे कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह वे जाते हैं और वे बॉल के साथ कौन सी जगह व
220	220	220	But they denied him, and We seized them with the torment of the Day of Shadowing (when the cloud had rained down fire). It was indeed the torment of a terrible day!	किन्तु उन्होंने उसे झुठला दिया। फिर छायावाले दिन की यातना ने आ लिया। निश्चय ही वह एक बड़े दिन की यातना थी	जिसने उन्हें ठहराया था उन्हें और हमने उन्हें शामिल कर दिया थु दुष्ट्वाच्चारिता!
221	221	221	Extraction not performed	निकाला नहीं गया	अन्य जानकारी नहीं कीये
222	222	222	Muhammad is not the father of [any] one of your men, but [he is] the Messenger of Allah and last of the prophets. And ever is Allah, of all things, Knowing.	(लोगों) मोहम्मद तुम्हारे मर्दों में से (हक़ीक़तन) किसी के बाप नहीं हैं (फिर जैद की बीवी क्यों हराम होने लगी) बल्कि अल्लाह के रसूल और नबियों की मोहर (यानी ख़त्म करने वाले) हैं और खुदा तो हर चीज़ से खूब वाक़िफ है	जिस्म में मुहम्मद का पितर नहीं है वह सांकित व्यक्ति है।
223	223	223	"The value ""%s"" is not part of the enum ""%s"""	%s नियमित फाइल नहीं है	"पूर्ण संख्या ""%s"" का हिस्ट्री में से मिली नहीं"
224	224	224	As we are experiencing some really nice above seasonal weather.	.. हम मौसमी मौसम के ऊपर वास्तव में अच्छा कुछ सामना कर रहे हैं के रूप में	अरे! हमारे पास कुछ really nice साल-वाली मौसम है।
225	225	225	We should go get in a batting cage.	हम बल्लेबाजी के पिंजरे में मिल जाना चाहिए.	बिल्टिंग केेज़ के लिए
226	226	226	This is Vegas.	इस वेगास है.	यह वेज्स.
227	227	227	You're the one gonna need to take care.	तुम ध्यान रखना.	आप चुके हैं जिसे ज़रूर सुनना चाहे कि ज़रूर बताया जा सके
228	228	228	If you played a gig for striking double-glazing salesmen,	यदि तुमने कुछ सेल्समैन के लिए गिग परफ़ॉर्म किया है...	अगर आप स्ट्रिंग डबल-ऐक्सिंग सेल्योन की गिड-ऐक्सिंग होती
229	229	229	And to (the tribe of) Thamud (We sent) their brother Salih. He said: O my people! Serve Allah. Ye have no other Allah save Him. A wonder from your Lord hath come unto you. Lo! this is the camel of Allah, a token unto you; so let her feed in Allah's earth, and touch her not with hurt lest painful torment seize you.	"और समूद की ओर उनके भाई सालेह को भेजा। उसने कहा, ""ऐ मेरी क़ौम के लोगो! अल्लाह की बन्दगी करो। उसके अतिरिक्त तुम्हारा कोई पूज्य नहीं। तुम्हारे पास तुम्हारे रब की ओर से एक स्पष्ट प्रमाण आ चुका है। यह अल्लाह की ऊँटनी तुम्हारे लिए एक निशानी है। अतः इसे छोड़ दो कि अल्लाह की धरती में खाए। और तकलीफ़ पहुँचाने के लिए इसे हाथ न लगाना, अन्यथा तुम्हें एक दुखद यातना आ लेगी।-"	"माफ़ किया गया:
इस संसाकरण में कोई बदलाव नहीं डाला योग्य है।"
230	230	230	& Image	छवि (I) Image/ Selection Menu caption - make sure that translation has the same accel as the & Image translation	यहाँ जानकारी दी जाने वाली संकेतों का सही और सह्य रूप में दिए गए हैं।
231	231	231	Next/Previous Message	अगला पिछला संदेश	प्रेषा/पिछला संदेश
232	232	232	Cannot delete folder: %s: No such folder	फ़ोल्डर विलोपित नहीं कर सकता है: %s:कोई ऐसा फ़ोल्डर नहीं	इन्हें हटाने से जारी रहें: सुनवाही: नहीं ऐसा
233	233	233	He wiped the sweat from his forehead.	उसने अपने माथे से पसीना पोंछा।	कहते हुए वह चोटी से चपड़ा।
234	234	234	He has forbidden you carrion, and blood, and the flesh of swine, and anything consecrated to other than God. But if anyone is compelled by necessity, without being deliberate or malicious, then God is Forgiving and Merciful.	उसकी नेअमत का शुक्र अदा किया करो तुम पर उसने मुरदार और खून और सूअर का गोश्त और वह जानवर जिस पर (ज़बाह के वक्त) ख़ुदा के सिवा (किसी) और का नाम लिया जाए हराम किया है फिर जो शख़्श (मारे भूक के) मजबूर हो ख़ुदा से सरतापी (नाफरमानी) करने वाला हो और न (हद ज़रुरत से) बढ़ने वाला हो और (हराम खाए) तो बेशक ख़ुदा बख्शने वाला मेहरबान है	जिस किसी भी लोग को कारोन की हो सकती है, और उसमें श्वास्त्व की भी हो सकती है, और उसमें भूद की भी हो सकती है, और उसमें सिंहत्व की भी हो सकती है, और उसमें राजत्व की भी हो सकती है, और उसमें किस्मत की भी हो सकती है।
235	235	235	Rabak	रबातusa. kgm	I don't have any information to share.
236	236	236	_Work Online	ऑनलाइन कार्य करें (_W)	काम करने ऑनलाइन
237	237	237	Is this guy clean?	हैइसआदमीकोस्वच्छ	Is this guy clean?
238	238	238	The command key I have entered is revoking your authority, this ship is now under my control.	मैंने दर्ज किया कमांड कुंजी , अपने अधिकार पलट है इस जहाज को अपने नियंत्रण में अब है.	अरे! मैंने इंटेर की काम की है।
239	239	239	I gotta tell 'em something.	मैं उन्हें कुछ बताना होगा.	कुछ बताने के लिए।
240	240	240	Unrecognized desktop file Version '%s'	अपरिचित डेस्कटॉप फ़ाइल संस्करण '%s'	"जाना:
जिसे जाना चाहे:
विरोधी:
किसी भी जानकारी को जाना या जाने के लिए प्रोत्सुकी"
241	241	241	- 19 years...	- 19 साल ...	- 19 साल की...
242	242	242	I might just stay in Vegas.	मैं सिर्फ वेगास में रह सकता है.	मैं वेगससी रह सकती हूँ।
243	243	243	They told me not to get involved with the Nazis.	उन्होंने मुझे बताया था कि नाजियों के साथ शामिल मत होना.	जिसने मुझे बताया था नाजी लोगों से मिले तो अच्छे रहे.
244	244	244	O you who have believed, do not take your fathers or your brothers as allies if they have preferred disbelief over belief. And whoever does so among you - then it is those who are the wrongdoers.	ऐ ईमानदारों अगर तुम्हारे माँ बाप और तुम्हारे (बहन) भाई ईमान के मुक़ाबले कुफ़्र को तरजीह देते हो तो तुम उनको (अपना) ख़ैर ख्वाह (हमदर्द) न समझो और तुममें जो शख़्स उनसे उलफ़त रखेगा तो यही लोग ज़ालिम है	जो ईसा माने और जो नफ़रुद के होते हैं, उनमें दिए जाते हैं खुद की गलतियाँ, और जो लोग ऐसी बातों को पसंद करते हैं कि वे ऐसी बातों को भी पसंद करते हैं जैसे वे होते हैं।
245	245	245	L know, but you will be 19 this summer and the girls already say you don't like them.	मुझे पता है, लेकिन आप इस गर्मी में 19 हो जाएगा... ... और लड़कियों को पहले से ही आप उन्हें पसंद नहीं है.	जी हूँ, लेकिन आप 19 इस साल को मिलेंगे और मिलेंगे वे 19 की बात है।
246	246	246	Easily sleeps two dozen adults.	आसानी से दो दर्जन से अधिक वयस्कों सोता है.	एक दशक के सोहरा व्यक्ति।
247	247	247	(SCATTERED LAUGHTER)	(बिखरेहंसी)	अर्जाना हो सकता है।
248	248	248	She likes cracking bones.	उसे हाथ की हड्डियाँ तोड़ने में मज़ा आता है	जिसने गन पे क्रैक किया है।
249	249	249	I would love a cup of tea.	मैं एक कप चाय लूंगी.	कल मैं कपड़े लागू करूँ।
250	250	250	What disturbs me most is not your lack of respect for my judgment.	क्या मुझे सबसे ज्यादा परेशान मेरे फैसले के प्रति सम्मान की अपनी कमी नहीं है.	जिस विषय से मुझे सबसे ज्यादा चिंतिता है वह मेरी निष्ठा के लिए बाध्यक्षता है।
251	251	251	Fri	शुक्रwind direction - wind speed is too low to measure	किसी
252	252	252	and when you seize [someone for punishment], you seize [him] like tyrants.	और जब किसी पर हाथ डालते हो तो बिलकुल निर्दय अत्याचारी बनकर हाथ डालते हो!	जिसने [whom] को दंडनिष्ठ ठहराने पर लगाया है, वे किसी भी कार्यांतर्या या सूचना संशोधन के लिए जिमन लगाया है।
253	253	253	Take a look at this frame.	इस फ्रेम पर नज़र डालना.	मैं देख रहा हूँ।
254	254	254	I will be in my office, darling.	मैं अपने कार्यालय में होगा, प्रिय.	मैं अपनी ऑफिस में रह रहेगी।
255	255	255	Tuesday	मंगलवार	अर्थात: सोमवार
256	256	256	The driver Yakub and constable Arvind, Ravindra and Ram Naresh were injured.	चालक याकूब और सिपाही अरविंद, रविंद्र व रामनरेश घायल हो गए।	यकुब और कॉन्सॉल के राविंडर और राविंडर के राम नर्स को घायल हुआ था।
257	257	257	Cogl Texture	Cogl संरचना	कॉज़ टेक्स्ट
258	258	258	photo;video;webcam;	photo;video;webcam;	किसी भी तरह से नहीं।
259	259	259	And how many have We destroyed from the generations after Noah. And sufficient is your Lord, concerning the sins of His servants, as Acquainted and Seeing.	और नूह के बाद से (उस वक्त तक) हमने कितनी उम्मतों को हलाक कर मारा और (ऐ रसूल) तुम्हारा परवरदिगार अपने बन्दों के गुनाहों को जानने और देखने के लिए काफी है	जिन्हें हम नोए के के बिंदु ने हायायमस्यों हैं।
260	260	260	Contact Details	संपर्क विवरण	संपर्क विविवेश
261	261	261	This option corresponds to the -N diff option.	यह विकल्प - I diff से संबंधित है.	यह ऑप्शन -N diff ऑप्टन है।
262	262	262	Unknown	अज्ञात	जानकारी के साथ-साथ किसी भी जानकारी को निष्ठि देने के लिए भी कोई जानकारी निष्ठि देने के लिए भी नहीं कह सकती।
263	263	263	_Restore	फिर जमा करें (_R)	I don't add, remove, or change any information.
264	264	264	Keep on the sunny side, always on the sunny side	धूपपक्षपर रखें,हमेशाधूपओर	जो कोई भी सुन्न क्षेत्र होता जो सुनने योग्य होता वे सभी सुनने योग्य होते हैं सुनने से होने वाले भी सुनने योग्य होते हैं
265	265	265	- Ask him what happened.	- उससे पूछो क्या हुआ.	- वे सिर्फ हुआ हैं।
266	266	266	But if you use them to melt castles and burn cities, you're not different.	लेकिन आप उन्हें प्रयोग महल पिघल और शहरों में जला है, आप अलग अलग नहीं कर रहे हैं।	जो किसी भी तरह से उन्हें उपयोग में ले जाते तो कुछ भी नहीं।
267	267	267	Landover Park.	Landover पार्क.	लैंडवर्ड पार्क.
268	268	268	Really, Anatolij, please tell us.	सच में, अनातोलिज, कृपया हमें बतांए.	हाँ, एंटोलिज, प्लीज स्टार्ट से तुम बताएँ.
269	269	269	File is not a valid .desktop file	फ़ाइल वैध .desktop फ़ाइल नहीं है	अर्जित .desktop से नहीं है
270	270	270	We at GV would love to see your posts on that day too, so do feel free to leave a comment and we will definitely check with you on October 12th to cover what you say on that day (and any day) about the environment.	अतः आपसे गुजारिश है कि टिप्पणी में अवश्य बताएँ और फिर हम निश्चित रूप से 12 अक्तूबर को यह देखेंगे कि उस दिन (और अन्य किसी भी दिन,) आपने पर्यावरण पर अपने क्या विचार व्यक्त किए .	"जी.वी. के टिप्प्स:
किसी भी जानकारी या सूचना साझे कर सकते हैं कि वे किस प्रकार से काम करें और वे कैसे सुधार के लिए प्रयास करेंगे |"
271	271	271	Then I announced to them and [also] confided to them secretly	और उनकी पोशीदा भी फ़हमाईश की कि मैंने उनसे कहा	किसी और किसी को नहीं बताया या छुपाया था
272	272	272	Glory be to your Lord: the Lord of Glory is far above what they attribute to Him.	ये लोग जो बातें (खुदा के बारे में) बनाया करते हैं उनसे तुम्हारा परवरदिगार इज्ज़त का मालिक पाक साफ है	जलही तो देखा योग्य है: देखा योग्य है जो दिया है देखा है।
273	273	273	And your movements among those who bow in homage to God.	और सजदा करनेवालों में तुम्हारे चलत-फिरत को भी वह देखता है	और आप वे लोग हैं जो गौरविता के प्रत Kumar के रूप में हैं।
274	274	274	Who are you to ask me that?	तुम मुझे उस से पूछने के लिए कौन हैं?	आप क्यों जान सकती है?
275	275	275	- ( clicks, tunes )	- (क्लिक करता है, धुनों)	"यहाँ संसाधित वाक्य है:
- (शॉर्ट) प्रति (शॉर्ट) के लाभ होते हैं |"
276	276	276	_Refresh Registry	पंजी ताजा करें (_R)	रिकॉर्डिंग
277	277	277	Enables random Tux explosions.	टक्स को बेतरतीब विस्फोटित होने देता है.	अन्य किस्मों से ज़रूरी Tux explosions हो सकती हैं।
278	278	278	This business is killing him.	यह व्यापार उसे मार रहा है.	यह व्यवसाय अपने पास पैसे दे रहे हैं।
279	279	279	It does not work with our feelings.	यह भावनाओं से काम नहीं करता.	अरे फ़ुड के साथ क्या काम किया जा सकता है, इसके कार्य के बारे में भी हो सकता है, जो के कार्य के काठित हो सकते हैं।
280	280	280	A clan where a man dies only after killing 100 men.	एक कुल जहाँ पुरुष 100 को मार कर मरता है.	सह-जीवित के समूह जिसमें एक पुरुष मरता पूरी संख्या 100 पुरुषों के बीच में रहता है।
281	281	281	They'll race behind you. They will stumble. They will fall.	वे, आप के पीछे आराम करेंगे ठोकर होगा, वे गिर जाएगी.	उनके पीछे आप हों। वे भ्रमित हों। वे भ्रमित हों।
282	282	282	© P@rM! NdeR M@nkÖÖ ™	©पी@RM nder एम@nkÖÖ 	अरे!
283	283	283	Somebody has filed an injunction.	किसी ने एक आदेश दायर किया है.	इनज्यू के बारे में कुछ कार्य किया है।
284	284	284	Not yet, there's still one more.	अभी नहीं, अभी एक और बाकीं है.	One more to come.
285	285	285	Which they will enjoy for ever. Indeed God has greater rewards with Him.	उनमें वे सदैव रहेंगे। निस्संदेह अल्लाह के पास बड़ा बदला है	जिस व्यक्ति को सुनना पसहता है, वह लंबी अवधि में आनजाती।
286	286	286	Select name of the Evolution backup file	एवोल्यूशन बैकअप फ़ाइल का नाम चुनें	बैकअप फ़ाइल ऑफ़िल्स का नाम सेलेक्ट होगा
287	287	287	-Crane, Mantis?	-क्रेन, मैंटिस?	No, Crane? Mantis?
288	288	288	Yeah, well you smell like aquarium rocks.	हाँ, अच्छी तरह से आप मछलीघर चट्टानों की तरह बू आ रही है.	जी हाँ, आप का सिर्फ़ एक पानी के पानी के प्रत्युक्तिकरणीया है।
289	289	289	I dived into the river.	मैंने नदी में छलाँग लगाकर डुबकी ली।	रीऐरी के दौरान मैंने नदी ।
290	290	290	%s min	%s min	यह सुनना या सहना सहमत है कि आप किसी भी जानकारी से प्रभावित हो सकते हैं या जानकारी से प्रभावित हो सकते हैं।
291	291	291	An link to the project web page if provided.	लिंक को पृष्ठ यदि.	अगर व्यक्ति द्वारा प्रोज़ की वेबसाइट पर जाएँ तो वह जानकारी सुने के तौर पर सही होगी
