	Source_Dialogue	Reference	MT
322	Separator	अलगानेवाला	सेप्टरेटर
323	Take a chance! All life is a chance.	जोखिम उठाइये! पूरी जिंदगी एक जोखिम है।	"हिंदी में अनुवाद:
अरे कृपया एक चANCE लें! जीवन का हर काम एक चANCE है।"
324	- They blame me behind my back!	- वे मेरी पीठ पीछे मुझे दोष!	"हिन्दी में अनुवाद:
- वे मुझे पीछे से बदनाम करते हैं"
325	The Führer would never approve. We swore to obey his will.	हम कभी आत्मसमर्पण नहीं कर सकते हैं.	"हिंदी में अनुवाद:
फ्रूजर को कभी भी स्वीकार नहीं किया जा सकता। हमने अपने आदेश का पालन किया।"
326	Found the appointment in the calendar '%s'	'%s' पंचांग में मुलाकात मिली.	ब्रेकडाउन की तारीख '%s' में कार्यक्रम की जानकारी प्राप्त करें।
327	Copying messages to '%s'	'%s' में संदेश नक़ल कर रहा है	"हिंदी में अनुवाद:
कॉपी करने के लिए '%s' को संदेश में संदेशित करें"
328	Don't know where	पता नहीं कहाँ	दोस्त, मैं नहीं जानता कि क्या हुआ
329	Scientific	वैज्ञानिक	साइंसिक
330	Currently, passengers are required to turn off their smartphones, tablets and other devices once a plane's door closes.	फ़िलहाल, यात्रियों को विमान का द्वार बंद होने पर अपने स्मार्टफोन, टेब्लेट, तथा अन्य डिवाइस को बंद करने की आवश्यकता होती है।	"हिंदी में अनुवाद:
आज के समय में, यात्रियों को हवाई अड्डे के बारहे बंद होने के बाद अपने स्मार्टफोन, टेबलेट और अन्य उपकरण बंद करने होंगे।"
331	And linked to that monster.	और वह राक्षस से जुड़ा हुआ।	अर्थ: और उस दशमान के साथ जुड़ा हुआ है।
332	Or who is this that shall provide for you if He withholds His provision? No, but they persist in disdain and aversion.	मगर ये कुफ्फ़ार तो सरकशी और नफ़रत (के भँवर) में फँसे हुए हैं भला जो शख़्श औंधे मुँह के बाल चले वह ज्यादा हिदायत याफ्ता होगा	अर्थ: कौन ऐसा होगा जो आपके लिए प्राप्त करने के लिए आपके प्रावधान को छोड़ देगा, नहीं, लेकिन वे अपनी दृढ़ता और विरोध के साथ आगे बढ़ जाएंगे।
333	Everything is so chaotic, and now I'm in trouble.	सब कुछ इतनी अराजक, है और अब मैं मुसीबत में हूँ.	"हिंदी में अनुवाद:
अपने जीवन को इतना व्यस्त है, और अब मुझे कठिनाई है।"
334	Tanzania: Tanzanian search engine · Global Voices	तंज़ानिया: तंज़ानियाई खोज इंजन	तanzania: तानजानिया सोशल मीडिया नेटवर्क · ग्लोबल वाइज़
335	Well, where I get hazy is where the cleaning woman shows up the following morning and finds your wife in bed with her lover, riddled with?	ठीक गड़बड़ी वहां है जहाँ अगली सुबह सफाई वाली महिला आती है ...	हाँ, जहाँ मैं हैरान हूँ वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है वहाँ किसी को देखकर वहाँ है
336	"""Then, eat of all fruits, and follow the ways of your Lord made easy (for you)."" There comes forth from their bellies, a drink of varying colour wherein is healing for men. Verily, in this is indeed a sign for people who think."	"फिर हर प्रकार के फल-फूलों से ख़ुराक ले और अपने रब के समतम मार्गों पर चलती रह।"" उसके पेट से विभिन्न रंग का एक पेय निकलता है, जिसमें लोगों के लिए आरोग्य है। निश्चय ही सोच-विचार करनेवाले लोगों के लिए इसमें एक बड़ी निशानी है"	देखें, तो खाएं सभी फलों को और अपने भगवान के तरीके को आसान बनाएं (आपके लिए)। यहाँ से उनके पेट से एक पेय निकलता है जो विभिन्न रंगों में होता है जो लोगों के लिए स्वास्थ्य के लिए स्वास्थ्य के लिए स्वास्थ्य के लिए एक संकेत है।
337	God: there is no god but He, the Lord of the Mighty Throne.'	"अल्लाह कि उसके सिवा कोई इष्ट -पूज्य नहीं, वह महान सिंहासन का रब है।"""	God: हे भगवान, वे कोई देवी नहीं है, लेकिन वे विश्वास का श्रेष्ठ हैं।
338	This has come upon you because when God alone was invoked you disbelieved; but when partners were associated with Him, you believed. But judgement belongs to God, the all-high and supreme.	वह (बुरा परिणाम) तो इसलिए सामने आएगा कि जब अकेला अल्लाह को पुकारा जाता है तो तुम इनकार करते हो। किन्तु यदि उसके साथ साझी ठहराया जाए तो तुम मान लेते हो। तो अब फ़ैसला तो अल्लाह ही के हाथ में है, जो सर्वोच्च बड़ा महान है। -	इसे तुम्हें दिया गया है क्योंकि जब भगवान को ही आप को विश्वास था, तो आप विश्वास नहीं करते थे। लेकिन जब आपके सहयोगियों के साथ भगवान को जोड़ा, तो आप सहयोगियों के साथ भगवान को विश्वास करते थे। लेकिन भगवान की न्यायिक क्षमता भगवान ही है।
339	Toggles whether the RSVP field is displayed	टॉगल करें कि क्या RSVP श्रेत्र दिखाया गया है	तपस्या की जानकारी दिखाने के लिए RSVP फील्ड को दिखाने की सुविधा
340	- General Nearchus to you, boy.	- आप को जनरल Nearchus, लड़का.	बेटा,
341	Please feed the dog every day.	कुत्ते को रोज़ खिलाईएगा।	प्रेमी को दैनिक रूप से खाना खिलाएं।
342	I have no such blood on my hands.	मैं अपने हाथों पर ऐसी कोई खून है.	"हाँ, मैं इसे हिंदी में अनुवाद कर सकता हूँ। 

मैं किसी भी रक्त को अपने हाथों पर नहीं हूँ।"
343	_Previous	पिछला (_P)	पिछले
344	Each of you will clear out his nuclear closet immediately.	आप में से हर तुरंत उसके परमाणु कोठरी से बाहर साफ हो जाएगा.	"हिंदी में अनुवाद:
अपने कार्यालय के पास किसी को न्यूक्लियर क्लोस्टर को तुरंत हटाने का निर्देश दें।"
345	a revelation from Him Who created the earth and the high heavens.	भली-भाँति अवतरित हुआ है उस सत्ता की ओर से, जिसने पैदा किया है धरती और उच्च आकाशों को	"अत्यंत विशिष्टता के साथ, मैं इस प्रारंभिक भाषा को हिंदी में संस्करण प्रदान करता हूँ:

अर्थात: वे जो पृथ्वी और उच्च आकाश को बनाने वाले भगवान ने स्वीकार किया है।

(हिंदी में संस्करण के लिए, मैं कुछ संशोधन करूंगा, लेकिन मूल भाषा की सटीकता और सटीकता को बनाए रखने का प्रयास करूंगा।)

अत्यंत विशिष्टता के साथ, मैं इस प्रारंभिक भाषा को हिंदी में संस्करण प्रदान करता हूँ:

अत्यंत विशिष्टता के साथ, भगवान ने पृथ्वी और उच्च आकाश को बनाने की प्राप्ति की जो वे जो पृथ्वी और उच्च आकाश"
346	_Port:	पोर्ट (_P):	पोर्ट:
347	(LOUD BOOM)	(ज़ोर बूम)	"हिंदी में लिखने के लिए, मैं इसे निम्नलिखित तरीके से पुनर्मान्यायित्वपूर्वक भाषित करूंगा:

(डब्ल्यूओबू)"
348	_Time divisions:	काल विभाजन (_T):	समय विभाग:
349	This is the seventh incident in the past few days.	हाल के दिनों में हुई यह सातवीं घटना है।	यह सातवां घटना है जो पिछले कई दिनों से है।
350	They're well-trained and they're well-organized.	वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से आयोजित कर रहे हैं.	"हैंगी: वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से संगठनित हैं।

(Translation: वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से संगठनित हैं)"
351	O you who have faith! Should any of you desert his religion, Allah will soon bring a people whom He loves and who love Him, [who will be] humble towards the faithful, stern towards the faithless, waging jihad in the way of Allah, not fearing the blame of any blamer. That is Allah’s grace, which He grants to whomever He wishes, and Allah is all-bounteous, all-knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	हे जिन्होंने ईश्वर का प्रेम किया है! किसी भी जिसे ईश्वर की देवी के रूप में छोड़ दिया जाए, ईश्वर जल्द ही किसी ऐसे लोग को लेकर आएगा जो ईश्वर को प्यार करता है, जो ईश्वर के पास ईश्वर को प्यार करता है, जो ईश्वर के पास ईश्वर को ईश्वर के खिलाफ लड़ता है, ईश्वर के खिलाफ ईश्वर की बुराई के लिए कोई भी दोषी नहीं है। ईश्वर की ईश्वर की बुराई की ईश्वर की ईश्वर की बुराई की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर की ईश्वर क
352	We can't afford it. It's up to you	ये हमारी पहुँच के बाहर है अब सब कुछ तुमाहरे ऊपर है	"हिंदी में अनुवाद:
हमें इसका खर्च नहीं मिला है। तुम्हें इसके लिए काम करना होगा।"
353	I am quite exciting to show you something	मैं काफी आप कुछ दिखाने के लिए रोमांचक हूँ	"हिंदी में अनुवाद:
मैं बहुत उत्साहित हूं कि आप कुछ ऐसा दिखाने के लिए मैं यहाँ हूं"
354	I THINK YOU SHOULD TAKE MORE RESPONSIBILITY.	मैं आप अधिक जिम्मेदारी लेनी चाहिए.	"हिंदी में अनुवाद:
मैं सोचता हूं कि तुम अधिक जिम्मेदारी लेने के लिए अधिक जिम्मेदारी लेनी चाहिए।"
355	No contacts	कोई संपर्क नहीं	"हिंदी में अनुवाद:
नहीं संपर्क"
356	Gnome Calendar's calendar import done	ग्नोम पंचांग से पंचांग को आयात किया गया	ग्रेम कैलेंडर के कैलेंडर इंट्रोडक्शन किया गया है
357	[children chattering]	[बच्चे गपशप करते हैं]	"हिंदी में अनुवाद:
[ बच्चे चाट रहे हैं ]"
358	Let's take him to the hospital.	इन्हें अस्पताल ले चलो.	हेल्प में जाने के लिए हमें उसे अस्पताल ले जाना होगा।
359	Verily they found their fathers gone astray.	उन लोगों ने अपन बाप दादा को गुमराह पाया था	"हिंदी में अनुवाद:
वहाँ से उनके पिता गायब हो गए।"
360	When you return, they will swear to you by God so that you may leave them alone, so leave them alone. They are unclean, and Hell will be their home as a reward for their actions --	जब तुम पलटकर उनके पास जाओगे तो वे तुम्हारे सामने अल्लाह की क़समें खाएँगे, ताकि तुम उन्हें उनकी हालत पर छोड़ दो। तो तुम उन्हें छोड़ ही दो। निश्चय ही वे गन्दगी है और उनका ठिकाना जहन्नम है। जो कुछ वे कमाते रहे है, यह उसी का बदला है	When आप वापस आते हैं, वे आपको हिंदू धर्म के बारे में बोलेंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपको अपने बारे में बताएंगे कि वे आपक
361	Lao-Tsé.	लाओ त्से.	लाओ-त्से
362	Tell them we need more time!	हम समय से बाहर हैं.	"हिंदी में अनुवाद:
हमें अधिक समय की आवश्यकता है।"
363	Moses said: Speak ye (so) of the Truth when it hath come unto you? Is this magic? Now magicians thrive not.	"मूसा ने कहा, ""क्या तुम सत्य के विषय में ऐसा कहते हो, जबकि यह तुम्हारे सामने आ गया है? क्या यह कोई जादू है? जादूगर तो सफल नहीं हुआ करते।"""	"मोसेस ने कहा, ""आपको अब सच्चाई सुननी चाहिए। क्या यह मágिक है? अब मágिक लोग नहीं हैं।"
364	How can a queen who can't defend herself rule this kingdom, King?	एक रानी जो अपनी रक्षा नहीं कर सकती वो कैसे इस साम्राज्य पर शासन करेगी महाराजा?	बहुत से राजकुमार को अपनी सुरक्षा के बारे में चिंतित होता है क्योंकि वे अपनी सुरक्षा नहीं कर सकते हैं।
365	And Noah cried unto his Lord and said: My Lord! Lo! my son is of my household! Surely Thy promise is the truth and Thou are the Most Just of Judges.	"नूह ने अपने रब को पुकारा और कहा, ""मेरे रब! मेरा बेटा मेरे घरवालों में से है और निस्संदेह तेरा वादा सच्चा है और तू सबसे बड़ा हाकिम भी है।"""	And Noah को अपने भगवान से बोलकर कहा: भगवान! मैं अपने भगवान से बोलकर कहा: भगवान! मैं अपने भगवान से बोलकर कहा: भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेरे भगवान! मेर
366	Its my name.	इसका मेरे नाम.	मेरा नाम है।
367	Created they the heavens and the earth! Aye! they will not be convinced.	या उन्होंने आकाशों और धरती को पैदा किया?	"हिन्दी में अनुवाद:
उन्होंने आकाश और पृथ्वी को बनाया! हाँ! वे नहीं स्वीकार करेंगे।"
368	That's all from me.	मेरी तरफ से यही.	"है क्या? (Ha kya?)

Translation: That's all from me."
369	God is the guardian of even those who have chosen others (idols) besides Him as their guardians (Muhammad), you will not have to answer for them.	और जिन लोगों ने उससे हटकर अपने कुछ दूसरे संरक्षक बना रखे हैं, अल्लाह उनपर निगरानी रखे हुए है। तुम उनके कोई ज़िम्मेदार नहीं हो	"God is the guardian of even those who have chosen others (idols) besides Him as their guardians (मुहम्मद)

अर्थ: आप किसी भी व्यक्ति को जो किसी भी अन्य गुरु के अलावा ही गुरु के साथ हैं, वे किसी भी समय आपके लिए जिम्मेदार नहीं होंगे।"
370	[ CAR HORNS HONK ]	[कार सींग हार्न]	"हिंदी में अनुवाद:
[ कार हॉर्न्स होन्क ]"
371	The application no longer exists	अनुप्रयोग अब मौजूद नहीं है	अप्लिकेशन अब नहीं है।
372	Fuck this tiger. Oh, my God.	मैंने कहा था कि.	"हिंदी में अनुवाद:
अरे मैं तो यह तेंगा को देख लेना चाहता हूं। अरे मैं भगवान।"
373	- Yes.	- हाँ.	हाँ।
374	All I ever wanted was to protect you!	सभी मैं कभी भी चाहते थे आप की रक्षा के लिए था!	"हिंदी में अनुवाद:
मैं हमेशा तुम्हारी रक्षा करना चाहता था।"
375	And We taught him the fashioning of coats of armor to protect you from your [enemy in] battle. So will you then be grateful?	और हमने उसे तुम्हारे लिए एक परिधान (बनाने) की शिल्प-कला भी सिखाई थी, ताकि युद्ध में वह तुम्हारी रक्षा करे। फिर क्या तुम आभार मानते हो?	और हमने उसे तुम्हारे सैन्य सैनिकों के खिलाफ लड़ाई में आपको सुरक्षित करने के लिए कोट्स का निर्माण करने का सिखाया। तो क्या आप अब धन्यवाद करेंगे?
376	Could not scan folder '%s': %s	'%s' फ़ोल्डर स्कैन नहीं कर सकता है: %s	बिल्कुल स्कैन फोल्डर '%सी' को स्कैन कर सकूंगा: '%सी'
377	Location at (date)	स्थान (तिथि) पर	"हिंदी में अनुवाद:
स्थान के स्थान पर (तारीख)"
378	/ No, I'm not good with that.	/ नहीं, मैं अच्छा है कि के साथ नहीं हूँ.	"हिंदी में अनुवाद:
नहीं, मैं उस पर अच्छा नहीं हूं।"
379	If we do the job , we are on the dry in two or three years.	हम काम करते हैं , हम दो या तीन वर्षों में, सूखे में हैं.	"If we do the job, we are on the dry in two or three years.

(Translation: यदि हम काम करेंगे तो हम जल्द ही दो या तीन वर्षों में बार-बार सूखे के बाद ही काम करेंगे.)"
380	Then We set you upon a pathway of faith, so follow it, and do not follow the inclinations of those who do not know.	फिर हमने तुम्हें इस मामलें में एक खुले मार्ग (शरीअत) पर कर दिया। अतः तुम उसी पर चलो और उन लोगों की इच्छाओं का अनुपालन न करना जो जानते नहीं	"देखें: 

अर्थ: तुम्हें एक प्रकार के ईश्वर को प्राप्त करने के लिए हमने तुम्हें एक मार्ग का प्रोत्साहन दिया, जिस पर तुम अपना प्रयास करो और उसे जो लोग जानते नहीं उन लोगों के साथ नहीं देखो।"
381	/clear: clear all messages from the current conversation	/clear: मौजूदा वार्तालाप से सभी संदेशों को रिक्त करें	"हिंदी में अनुवाद:

/ब्लॉक फॉर्मलाइज़ किए गए सभी संदेशों से वर्तमान चर्चा को पूरी तरह से हटाएं।"
382	_Discard Changes	परिवर्तन को छोड़ें (_D)	दiscard changes
383	_Type an email address or drag a contact into the list below:	ईमेल पता टाइप करें या निम्न सूची में संपर्क लाएँ (_T):	"भाषा के अनुसार अनुवाद करने के लिए, मैं आपको यहाँ दिया गया है:

ईमेल पता या किसी संपर्क को निम्नलिखित सूची में ड्रैग करें:

हिंदी में अनुवाद करने के लिए, मैं आपको यहाँ दिया गया है:

ईमेल पता या किसी संपर्क को निम्नलिखित सूची में ड्रैग करें:

(कृया ध्यान दें: यह सूची में कोई विशिष्ट संदर्भ या संदर्भ नहीं है)"
384	Ellipsize	एल्लिप्साइज	लेप्स
385	And when our verses are recited to him, he turns away arrogantly as if he had not heard them, as if there was in his ears deafness. So give him tidings of a painful punishment.	जब उसे हमारी आयतें सुनाई जाती हैं तो वह स्वयं को बड़ा समझता हुआ पीठ फेरकर चल देता है, मानो उसने उन्हें सुना ही नहीं, मानो उसके काम बहरे है। अच्छा तो उसे एक दुखद यातना की शुभ सूचना दे दो	अर्थ: और जब हमारे गीतों को उसे सुनाया जाता है, तो वह बिना सुने हुए क्रोधाने जैसे कि वह उन्हें सुना नहीं है, जैसे कि उसके अंदर सुनने की बात नहीं है। तो उसे दर्द का संदेश दें।
386	A value to be used to override sans-serif desktop font when use-gnome-fonts is set.	सॉ सेरिफ़ डेस्कटॉप फ़ॉन्ट ओवरराइड जब सूक्ति फोंट का उपयोग करने के लिए इस्तेमाल किया जा मान सेट कर दिया जाता है.	"अनुवाद हिंदी में:

अनुपकरण का उपयोग ग्रामिन फॉन्ट को सैन-सर्केड डेस्कटॉप फॉन्ट के बजाय किया जाने पर उपयोग किया जाने वाला मूल्य।"
387	At the moment things are very calm, very relaxed.	इस समय सब कुछ बहुत शांत है, शिथिल हैं.	"हिंदी में अनुवाद:
अब समय में बहुत शांति और आराम है।"
388	[ DOOR OPENS, CLOSES ]	[दरवाजा खोलता है, बंद]	"हिंदी में अनुवाद:
डोर ओपन ओपन कर देता है, डोर क्लोज कर देता है।"
389	realm	रियल्म	"हिंदी में ""realm"" का अनुवाद है - ""विलासिता"" या ""विश्रांति""।"
390	"And [mention, O Muhammad], when Allah took a covenant from those who were given the Scripture, [saying], ""You must make it clear to the people and not conceal it."" But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased."	"याद करो जब अल्लाह ने उन लोगों से, जिन्हें किताब प्रदान की गई थी, वचन लिया था कि ""उसे लोगों के सामने भली-भाँति स्पट् करोगे, उसे छिपाओगे नहीं।"" किन्तु उन्होंने उसे पीठ पीछे डाल दिया और तुच्छ मूल्य पर उसका सौदा किया। कितना बुरा सौदा है जो ये कर रहे है"	और [मुहम्मद] ने उन लोगों को जो ईश्वर से प्राप्त किया गया साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक साहसिक
391	Heh.	हेह...	हे
392	DOKE:	DOKE:	दोके
393	- It's pretty awesome. - We'll take it.	नहीं, यह बहुत शांत है.	"हिंदी में अनुवाद:
- यह बहुत अच्छा है। - हमें इसको लेना होगा।"
394	Name	नाम	Name
395	MINUS ONE XBOX, £150, EQUALS?	शून्य से एक Xbox, £ 150 के बराबर होती है?	मिनस एक्स एक्सबॉक्स के लिए £150 का मूल्य है जो कि 1 - 1 = 0 है।
396	Ellen's wallet.	एलेन का बटुआ. .	ईलन की बैंक खाता
397	Cumulative	क्युमुलेटिव	"Cumulative हिंदी में इसका अनुवाद है:

कुल"
398	An image of a petrol bomb exploding - which is ludicrous, because we use biodiesel, not petrol!	एक पेट्रोल बम विस्फोट की तस्वीर छपी है जो कि एक बिल्कुल बेतुकी बात है, क्योंकि हम तो बायोडीज़ल प्रयोग करते हैं!	"अंग्रेजी से हिंदी में अनुवाद:

पेट्रोल की बम की तस्वीर जो बिल्कुल भी संभव है, क्योंकि हम बायोडीजल का उपयोग करते हैं, न कि पेट्रोल।"
399	man #2:	पुरुष #2:	मैन #2:
400	"So We have taught thee the inspired (Message), ""Follow the ways of Abraham the True in Faith, and he joined not gods with Allah."""	"फिर अब हमने तुम्हारी ओर प्रकाशना की, ""इबराहीम के तरीक़े पर चलो, जो बिलकुल एक ओर का हो गया था और बहुदेववादियों में से न था।"""	"हिंदी में अनुवाद:
हमने तुम्हें इस प्रेमित (प्रेम का संदेश) को सिखाया है कि ""अभारी सच्चे ईश्वर के प्रेमी के रास्ते पर चलो और वह अल्लाह के साथ किसी भी पूजा को नहीं करता।"
401	"The people of Noah denied before them, and they denied Our servant and said, ""A madman,"" and he was repelled."	"उनसे पहले नूह की क़ौम ने भी झुठलाया। उन्होंने हमारे बन्दे को झूठा ठहराया और कहा, ""यह तो दीवाना है!"" और वह बुरी तरह झिड़का गया"	"हिंदी में अनुवाद:
नोएड़ के लोगों ने पहले से ही उन्हें वापस वापस कह दिया, और वे हमारे सेवक और कहा, ""मानसिक रूप से अस्थायी,"" और वे वापस आ गए।"
402	Aunty..you joined hands with the enemy and betrayed me.	Aunty.. you दुश्मन के साथ हाथ मिलाया और मुझे धोखा दिया।	अन्नू, तुमने मित्र के साथ मिलकर मुझे धोखा दिया और मुझे दिया।
403	"When they reached David, he took fright, but they said, ""Do not be afraid. We are two disputants, one of whom has wronged the other: judge between us fairly, do not be unjust, and guide us to the right path."	"जब वे दाऊद के पास पहुँचे तो वह उनसे सहम गया। वे बोले, ""डरिए नहीं, हम दो विवादी हैं। हममें से एक ने दूसरे पर ज़्यादती की है; तो आप हमारे बीच ठीक-ठीक फ़ैसला कर दीजिए। और बात को दूर न डालिए और हमें ठीक मार्ग बता दीजिए"	"When वे (they) reached देव (David), वे (they) took fright, but वे (they) said, ""Do not be afraid. वे (we) are two disputants, one of whom has wronged the other: जारी करें (judge) between us fairly, do not be unjust, and guide us to the right path."
404	Now stop and listen.	अब बंद करो और सुनने।	अब सुनो और ध्यान करो।
405	Save the current file	वर्तमान फ़ाइल सहेजें	"हिंदी में अनुवाद:
सaved file को सुरक्षित रखें।"
406	The believers must not establish friendship with the unbelievers in preference to the faithful. Whoever does so has nothing to hope for from God unless he does it out of fear or taqiyah (pious dissimulation). God warns you about Himself. To God do all things return.	ईमानवालों को चाहिए कि वे ईमानवालों से हटकर इनकारवालों को अपना मित्र (राज़दार) न बनाएँ, और जो ऐसा करेगा, उसका अल्लाह से कोई सम्बन्ध नहीं, क्योंकि उससे सम्बद्ध यही बात है कि तुम उनसे बचो, जिस प्रकार वे तुमसे बचते है। और अल्लाह तुम्हें अपने आपसे डराता है, और अल्लाह ही की ओर लौटना है	भक्तों को अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्यथा अन्य
407	Assistant Engineer, Jagat Ram Chaudhary, has been sent from Guglada (Kangra) to the Kangra sub-division.	असिस्टेंट इंजीनियर जगत राम चौधरी को गुगलाड़ा (कांगड़ा) से कांगड़ा सब डिवीजन भेजा है।	assistant engineer, Jagat Ram Chaudhary, ko guglada (kangra) se jagruk kar diya gaya hai, kangra sub-division mein.
408	Let me look at ya.	मुझे फिर देखो.	"हिंदी में अनुवाद:
मैं देख रहा हूँ।"
409	What reason do I have to lie?	वन और नहीं कच्चे लोहे का ढलाई खाना एक साथ रह सकते हैं?	मुझे बताएं कि मैं क्यों झूठ बोलूं?
410	except those to whom Allah shows mercy. He is the Most Mighty, the Most Compassionate.	मगर जिन पर ख़ुदा रहम फरमाए बेशक वह (ख़ुदा) सब पर ग़ालिब बड़ा रहम करने वाला है	मुसलमानों के बिना किसी भी व्यक्ति को अल्लाह की कृपा देता है। वह सबसे शक्तिशाली, सबसे दयालु।
411	Lewis able to pick up.	लुईसलेनेमेंसक्षम.	लेविस को पकड़ने में सक्षम था।
412	And (it is) for the poor fugitives who have been driven out from their homes and their belongings, who seek bounty from Allah and help Allah and His messenger. They are the loyal.	(इस माल में) उन मुफलिस मुहाजिरों का हिस्सा भी है जो अपने घरों से और मालों से निकाले (और अलग किए) गए (और) ख़ुदा के फ़ज़ल व ख़ुशनूदी के तलबगार हैं और ख़ुदा की और उसके रसूल की मदद करते हैं यही लोग सच्चे ईमानदार हैं और (उनका भी हिस्सा है)	"अनुवाद हिंदी में:

और (यह) गरीब छोड़े गए लोगों के लिए जो अपने घरों और सामान को छोड़कर Allah से मांग करते हैं और Allah से मांग करते हैं और उनका मंत्र। वे वफादार हैं।"
413	Delete _expunged from local Inbox	स्थानीय इनबॉक्स से मिटाकर हटाएँ (_e)	"हिंदी में अनुवाद:
ब्लैकज़ीप के ईमेल को अपने लोकल इंस्क्रिप्शन से हटाएं"
414	Automated test to store bluetooth device information in checkbox report	स्वचालित परीक्षण चेकबॉक्स रिपोर्ट में ब्लूटूथ डिवाइस की जानकारी डालनें के लिये	अutosे टेस्ट को ब्लूटूथ डिवाइस की जानकारी को चेकबॉक्स रिपोर्ट में स्टोर करने के लिए संसाधित किया जाता है।
