	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
534	534	534	Scale Center Y	स्केल सेंटर Y	सीमा केंद्र य
535	535	535	Select the calendars to search for meeting conflicts	बैठक विरोध के लिए ढ़ूंढ़ने के लिए पंचांग चुनें	इस प्रक्त्ति से सहायता सुनने के लिए कैलेंडर चुनना है
536	536	536	He cares more about me than his work.	वे अपने काम से अधिक मेरी परवाह करते हैं.	इस बारे में चिंता की है कि वे कितना कर रहे हैं वो भी नियमित रूप से अपनी कार्य को सुधारने के लिए समय देते हैं।
537	537	537	"Surely, disbelievers are those who said: ""Allah is the third of the three (in a Trinity)."" But there is no ilah (god) (none who has the right to be worshipped) but One Ilah (God -Allah). And if they cease not from what they say, verily, a painful torment will befall the disbelievers among them."	जो लोग इसके क़ायल हैं कि ख़ुदा तीन में का (तीसरा) है वह यक़ीनन काफ़िर हो गए (याद रखो कि) ख़ुदाए यकता के सिवा कोई माबूद नहीं और (ख़ुदा के बारे में) ये लोग जो कुछ बका करते हैं अगर उससे बाज़ न आए तो (समझ रखो कि) जो लोग उसमें से (काफ़िर के) काफ़िर रह गए उन पर ज़रूर दर्दनाक अज़ाब नाज़िल होगा	"ज़रूरी, ऐसे लोगों को जो कह रहे थे कि ""अल्लाह किलवाला (गद्य) है"" (नएग्रस) के right के लिए कहा हो सकता है लेकिन ऐसा नहीं हो सकतé (नहीं) कि ""अलग-ALlah"" (एक-एक) हो सकता है।

औरये लोगों को जो कह रहे थे कि “अल्लाह किलवाला (गद्य) है” (नएग्रस) वे सभी हो सकते हैं जो “अलग-एल्लाह” (एक-एक) हो सकते हैं और ऐसा नहीं हो सकतé (नहीं) कि “अलग-एल्लाह” (एक-एक) हो सकता है।

औरये लोगों को जो कह रहे थे कि “अल्लाह किलवाला (गद्य) है” (नएग्रस) वे सभी हो सकते"
538	538	538	So that the People of the Book may know that they have no power over any of the favors of Allah; that the favors are in the Hand of Allah; He gives it towhom He will. The Favor of Allah is the Great.	(ये इसलिए कहा जाता है) ताकि अहले किताब ये न समझें कि ये मोमिनीन ख़ुदा के फज़ल (व क़रम) पर कुछ भी कुदरत नहीं रखते और ये तो यक़ीनी बात है कि फज़ल ख़ुदा ही के कब्ज़े में है वह जिसको चाहे अता फरमाए और ख़ुदा तो बड़े फज़ल (व क़रम) का मालिक है	यह ऐसा नहीं है कि जो पुस्तक विहारकारों को Allah के फavors देने की है वो उसी के बिना हो सकते हैं।
539	539	539	What kind of trouble, Silas?	मुसीबत, सीलास के किस तरह का?	आपको किस तरह की समस्या है, सिलस?
540	540	540	Keywords:	बीजशब्द:	जैसा कहा:
541	541	541	It's Mithravinda Devi, who'll be the next queen...	मित्राविन्दा देवी, जो कि अगली महारानी होगी...	यह मिथ्राविंदा देवी है, जो'll अगली राजमहल में रहेंगी...
542	542	542	Come on, come and have a shower, get the day going.	चलो आओ, अब शॉवर ले लो, और दिन शुरू करो.	देखो के, तो कर लो, गो दे।
543	543	543	Description	वर्णन	"रूपांतर:
परिभाषा"
544	544	544	"""In an ideal world, Franck, he'd kill us all."""	"""एक आदर्श दुनिया में, फ्रैंक, वह हम सभी को मार डालेंगे ."""	अगरे वास्तव दुनिया, फ़्रैक के डिमा की मौत के लिए हम सभी को मारने के लिए तैयर नहीं हो सकता हूँ.
545	545	545	Jasper has experience with a newborn.	नवजात शिशु के साथ है एक अनुभव.	जस्पर के पास एक नए जन्म के साथ अनुभव है.
546	546	546	I had mine in a turnip patch.	लेकिन मेरा एक शलजम के बगीचे में हुआ था.	जिस तरह से मैंने तो नहीं, वो तो नहीं।
547	547	547	Indeed there was a sign for you in the two hosts (which) met together in encounter; one party fighting in the way of Allah and the other unbelieving, whom they saw twice as many as themselves with the sight of the eye and Allah strengthens with His aid whom He pleases; most surely there is a lesson in this for those who have sight.	बेशक तुम्हारे (समझाने के) वास्ते उन दो (मुख़ालिफ़ गिरोहों में जो (बद्र की लड़ाई में) एक दूसरे के साथ गुथ गए (रसूल की सच्चाई की) बड़ी भारी निशानी है कि एक गिरोह ख़ुदा की राह में जेहाद करता था और दूसरा काफ़िरों का जिनको मुसलमान अपनी ऑख से दुगना देख रहे थे (मगर ख़ुदा ने क़लील ही को फ़तह दी) और ख़ुदा अपनी मदद से जिस की चाहता है ताईद करता है बेशक ऑख वालों के वास्ते इस वाक़ये में बड़ी इबरत है	यह स्पष्ट है कि दो होसों ने एक-दूसरे के साथ संयुक्त में टोकरी की स्थिति को लेकर संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर दोनों के पास संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर दोनों के पास संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर दोनों के पास संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर संयुक्त में टोकरी के लिए तैयारी की स्थिति को लेकर दोनों
548	548	548	Can he ride with me?	क्या यह मेरे साथ आ सकता है?	जी हाँ, मैं उनके साथ चल सकता हूँ?
549	549	549	But I'm gonna tell you, that's dumb.	लेकिन मैं कर रहा हूँ तुम्हें कहता हूं, कि मूर्ख है.	मैं बता रहा हूँ, आप ऐसा नहीं कह सकते हैं।
550	550	550	And if anyone of the polytheists asks you for protection, give him protection so that he may hear the Word of God; then escort him to his place of safety. That is because they are a people who do not know.	और (ऐ रसूल) अगर मुशरिकीन में से कोई तुमसे पनाह मागें तो उसको पनाह दो यहाँ तक कि वह ख़ुदा का कलाम सुन ले फिर उसे उसकी अमन की जगह वापस पहुँचा दो ये इस वजह से कि ये लोग नादान हैं	अगर कोई पॉल्थियत्स का प्रतिवादी आपके प्रति विदेशी को सुरक्षा देने के प्रयुसों से हो सकता है।
551	551	551	A drone picked up voiceprints in the Indus Valley.	एक ड्रोन सिंधु घाटी में voiceprints उठाया.	अनubh chikitsa me voiceprints ko indus vallu ko utha karne lage.
552	552	552	B3/ Modification of B2	B3 / B2 का संशोधनName	"जो भी पूछा रहूँ:
बीटी/ब2 की संशोधन"
553	553	553	Keywords:	की- वर्डस:	जैसा कहा:
554	554	554	What's that supposed to mean?	क्या मतलब है?	एक स्पष्ट हो सकता है कि आप जानना चाहते हैं कि कुछ पाठ्यक्रम इस तरह के सवालों का जवाब देते हैं
555	555	555	I had a fight with my old friends because of you.	मैं तुम्हारी वजह से मेरे पुराने दोस्तों के साथ झगड़ा हुआ था।	मैं आपके साथ ही अपने पूर्व दोस्तों से लड़ रही थी क्योंकि आपने।
556	556	556	Oh, Zeus.	ओह, ज़ीउस.	जेज़।
557	557	557	Firstly, that he didn't find the photo.	पहला, की उसे फोटो ही नहीं मिला।	क्यूँ, वह नहीं पाया था इसका
558	558	558	or to one who places obstacles in the way of good being done or to the wicked transgressor,	हद से बढ़ने वाला गुनेहगार तुन्द मिजाज़	दिए, या ऐसे व्यक्ति को जो दोष या कृत्रिम रूप से कृत्रिम है |
559	559	559	_View	देखें (_V)	देख
560	560	560	Even wind touching you would say I love you... ln the smile of my sulking lover, I see my love... did my life seek help from you?	Even wind touching you would say l love you... ln the smile of my sulking lover, l see my love... did my life seek help from you?	मैं आपका साथ नहीं दे सकता और न भूल सकता कि मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की माँ से मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की माँ से मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की माँ से मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की माँ से मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की माँ से मेरी जीवन की ज़रूरतें मुझे गरज कर रही साँप की माँ से मेरी साँप की
561	561	561	I'm still with Emily, and we're still hanging out in Chicago.	मैं अब भी एमिली के साथ हूं, और हम अब भी शिकागो में ही हैं.	मैं अभी एमिली, और हम अभी भी चिकागो में समय बिता रह रहे हैं।
562	562	562	LUCIUS:	Lucius:	ल्यूक़िस:
563	563	563	Just in case we caught you in the background.	सिर्फ मामले में हम पृष्ठभूमि में आप फंस गए.	जस्ट की कोई बात नहीं।
564	564	564	See, Judah is turning, um...	देखें, यहूदा बदल रहा है, उम...	से, जुड़ा है ट्रिक्स, उम...
565	565	565	And one thing about direct action, I suppose, the target is meant to have an immediate effect.	सीधी कार्यवाही के बारे में एक बात ये है कि इसका प्रमुख लक्ष्य तुरंत असर डालना होता है	direct कार्य के बारे में, मेरा यह विश्वास है कि संक्षिप्त रूप से कार्य का त्वरित प्रभाव दिया जाता है।
566	566	566	And appoint goodness for us in this world and the Hereafter, for indeed we have come back to You.’ Said He, ‘I visit My punishment on whomever I wish, but My mercy embraces all things. Soon I shall appoint it for those who are Godwary and give the zakat and those who believe in Our signs	और तू ही इस दुनिया (फ़ानी) और आख़िरत में हमारे वास्ते भलाई के लिए लिख ले हम तेरी ही तरफ रूझू करते हैं ख़ुदा ने फरमाया जिसको मैं चाहता हूँ (मुस्तहक़ समझकर) अपना अज़ाब पहुँचा देता हूँ और मेरी रहमत हर चीज़ पर छाई हैं मै तो उसे बहुत जल्द ख़ास उन लोगों के लिए लिख दूँगा (जो बुरी बातों से) बचते रहेंगे और ज़कात दिया करेंगे और जो हमारी बातों पर ईमान रखा करेंगें	अपने दंड को जिन लोगों को जिन जैसा देखा जा सकता है उसी प्रकार का होगा जो हमारे स्वर्ग का देखा होगा।
567	567	567	I didn't know any criminals so I thought Riz might.	मैंने नहीं किया. मैं रिज़ हो सकता है तो मैंने सोचा कि किसी भी अपराधियों को पता है.	"मुझे ऐसा नहीं पता था सुनसारा:
अगरiz का मुझे पता चला"
568	568	568	And your Lord is Rich (Free of all wants), full of Mercy, if He will, He can destroy you, and in your place make whom He will as your successors, as He raised you from the seed of other people.	और जो कुछ वह लोग करते हैं तुम्हारा परवरदिगार उससे बेख़बर नहीं और तुम्हारा परवरदिगार बे परवाह रहम वाला है - अगर चाहे तो तुम सबके सबको (दुनिया से उड़ा) ले लाए और तुम्हारे बाद जिसको चाहे तुम्हार जानशीन बनाए जिस तरह आख़िर तुम्हें दूसरे लोगों की औलाद से पैदा किया है	यह कहतो कि आपका डर ख़रज़ार है, ख़सख़स्ट रूप से आपका हिल कर डें व्यक्त करने वाले लोगों के प्रति व्यक्त करने वाले लोगों के बीच करने वाला है डर-मिस-अल-मिस-एर-डेन-ज़र-नक-डेन-ज़र-नक-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-डेन-ज़र-र-
569	569	569	Or He may seize them by diminishing their portion. Yet your Lord is compassionate and kind.	या वह अज़ाब से डरते हो तो (उसी हालत में) धर पकड़ करे इसमें तो शक नहीं कि तुम्हारा परवरदिगार बड़ा शफीक़ रहम वाला है	अरे, ये लोग उन्हें अपने हिस्से से छाँचे लेते हैं। फिर आपके पिता न kindly ध्यान से उनके हिस्से से छाँचे लेते हैं।
570	570	570	He didn't have any kids of his own.	वो अपने खुद के किसी भी बच्चों को नहीं था.	जिसने सोने के बच्चे के बारे में बताया?
571	571	571	Failure reason: %s	विफलता कारण: %s	दिए गए कारण %s के रूप में
572	572	572	_Delete %s	%s मिटाएँ (_D)	इससे %s को हटा दिया
573	573	573	Marshaller	मार्शलर	चेतावनी
574	574	574	Telephone	टेलिफोन	टेलीफोन
575	575	575	"""We aspire to a better tomorrow, a new Egypt and a second republic,"" Morsi said during a solemn ceremony shown live on state television."	"राष्ट्रीय टेलीविज़न पर सजीव प्रसारण में दिखाए गए औपचारिक समारोह के दौरान मोरसी ने कहा कि ""हम बेहतर भविष्य, नए मिस्र तथा दूसरे गणराज्य की आकांक्षा कर रहे हैं।"""	मॉर्सी ने कहा, “हम एक बेहतर भविष्य की इच्छा रखते हैं, एक नई ईज़िक और एक दूसरे राष्ट्र की स्वतंत्रता”, मॉर्सी ने एक संयुक्त राज्य की स्वतंत्रता के लिए एक घोषणार्ता के रूप में एक इच्छुक राष्ट्र के लिए एक ऐसा उपवचन देने वाला था कि यदि वे इस्तेमाल करने तो चाहें तो भी किया जा सकता था
576	576	576	I tried to give her some money, but she would not take any.	मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।	मैं उससे कुछ बाँटते था, लेकिन वह कुछ नहीं लेती।
577	577	577	After squeezing 25 kilos of grapes..you get one bottle of juice.	grapes.. you का 25 किलो निचोड़ के बाद रस की एक बोतल मिलता है।	25 किलो ग्रैब से एक बोत्ले ऑल-जूआईस्ट बॉबी।
578	578	578	I done what she asked.	... मैं उसने पूछा क्या किया.	मैं जो she के अनुसार हूँ वो में से न मिल सके।
579	579	579	Q.921TM	Q. 921TM	जी.सी.ई. के लिए कोई जानकारी
580	580	580	The height of the window	विंडो की ऊँचाई	दीवार से नीचे किसी खंड के ऊँचे हिस्से
581	581	581	Do they not see that Allah enlarges the provision for whom He wills and straitens (it for whom He wills). Verily, in that are indeed signs for a people who believe.	क्या उन्होंने विचार नहीं किया कि अल्लाह जिसके लिए चाहता है रोज़ी कुशादा कर देता है और जिसके लिए चाहता है नपी-तुली कर देता है? निस्संदेह इसमें उन लोगों के लिए निशानियाँ है, जो ईमान लाएँ	जिन्होंने भी नहीं देखा है वही संकेत हैं लिए संकेत हैं जो लिए संकेत हैं वे भी हैं जो लिए संकेत हैं।
582	582	582	Connect to remote target	कनेक्ट को रिमोट लक्ष्य	ट्रैबल टारगेट को स्थानांतरण कर
583	583	583	Whether the main stage should be rendered offscreen	क्या मुख्य स्टेज को ऑफस्क्रीन प्रदान की जानी चाहिए	"जैसा है कि फ़ैक्टर की स्थानीय रूप से गो-ऑफ़ स्क्रीन के बाहर की ओर से किसी चीज़ को स्थानीय रूप से गो-ऑफ़ किया जा सकता है।

इस प्रक्त्त में जो भी हो सकता है, उसे इस प्रक्त्त में इस्तेमाल किया जा सकता है।"
584	584	584	Port	पोर्ट	पोर्ट
585	585	585	Now a sharp look in your eye.	अब आंखों में एक तेज नजर.	अब अपने आँसू में देखें।
586	586	586		कुछ नहीं	नहीं
587	587	587	"(Muhammad), if they turn away from you, say, ""God is Sufficient (support) for me. There is no God but He. In Him do I trust and He is the Owner of the Great Throne."""	ऐ रसूल अगर इस पर भी ये लोग (तुम्हारे हुक्म से) मुँह फेरें तो तुम कह दो कि मेरे लिए ख़ुदा काफी है उसके सिवा कोई माबूद नहीं मैने उस पर भरोसा रखा है वही अर्श (ऐसे) बुर्जूग (मख़लूका का) मालिक है	"इस प्रकार से, यदि वे विद्वान बनते हैं, तो कहा, ""हगी, हस्तक्षलि, हो ज herself. हो ज herself."""
588	588	588	This road isn't on here.	यह सड़क यहाँ पर नहीं है.	यह रोड नहीं है।
589	589	589	Name	नाम	नाम
590	590	590	Not funny, I guess.	न अजीब बात है, मुझे लगता है.	कुछ मज़ाा हो सकता है।
591	591	591	%s has canceled the following shared memo:	%s ने निम्न साझा ज्ञापन रद्द कर दिया है:	उससे कि ? से की गई सभी साझा पत्राचार मेमोर:
592	592	592	German Male	"अज्ञात आवाज ""% 1"""	कृपया (जर्मन में कोई भी नहीं!), हटाएँ, हटाएँ, या इसके कोई भी हद नहीं!).
593	593	593	Pelungsur cake to indicate that the ceremony has ended.	महिला #2:	इस संदर्भ में पेलूंसुर विधि से संकेत दिया जा सकता है कि प्रत्यावरण की पूर्णता से विधि से संकेत किया जा सकता है।
594	594	594	Who is more wicked than he who invents a lie about Allah or belies His verses? The harmdoers shall never prosper.	और उससे बढ़कर अत्याचारी कौन होगा, जो अल्लाह पर झूठ गढ़े या उसकी आयतों को झुठलाए। निस्सन्देह अत्याचारी कभी सफल नहीं हो सकते	इसे सीधे स्वरूप में और सबसे अधिक विश्वनीय और विश्वनीय से विवर्तिपूर्ण जानकारी दी दी कि कोई भी विपरीत भूमिका करने वाले लोगों से और अधिकतर हिंसक हो सकते हैं।
595	595	595	You are going to be on the hot seat in there, June bun.	तुम वहाँ में हॉट सीट जून रोटी पर होने जा रहे हैं।	आपको वही सीट पर बैठने वाले होंके बात में सच्चाई है।
596	596	596	GType	क़िस्म	गेट प्रजाति
597	597	597	Never! Indeed, it is a blazing fire,	(मगर) ये हरगिज़ न होगा	नहीं! वास्तव, यह एक ब्लास्ट फायर,
598	598	598	First, I want out of here.	सबसे पहले, मैं यहाँ से बाहर करना चाहते हैं।	मुझे यहाँ से निकलना चाहती हूँ।
599	599	599	Seven round capacity.	सात दौर क्षमता।	बार से छह बार का
600	600	600	I am the hero who's been recognize today.	मैं नायक, जो आज हो गया है समझते हैं पुरूष।	मैं यहाँ किसी को भी धोखा देने के लिए मजबूर करने वाला ऐसा संवाददाता हूँ।
601	601	601	Is it not a guidance to them, how many generations We destroyed before them in whose dwelling places they walk? Surely, in this there are signs for thoseof reason.	फिर क्या उनको इससे भी मार्ग न मिला कि हम उनसे पहले कितनी ही नस्लों को विनष्ट कर चुके है, जिनकी बस्तियों में वे चलते-फिरते है? निस्संदेह बुद्धिमानों के लिए इसमें बहुत-सी निशानियाँ है	यह न तो है कि वे सार्वजनिक संसाधनों से मिल सकते हैं, और यह सुनने से भी मिल सकता है.
602	602	602	Gifts and sweets were distributed among the students and teachers by the organisers of this program.	कार्यक्रम में प्रबंधक समिति की ओर से शिक्षकों व विद्यार्थियों को उपहार व मिठाई वितरित की गई।	प्रायोगिक कार्यक्रम के द्वारा छात्रों और शिक्षकों को गिफ्ट और सweets दिए जाने वाले कार्यकर्ताों को यह बताया गया कि ये कार्यक्रम छात्रों और शिक्षकों को गिफ्ट और सweets देने वाले कार्यकर्ताों को यह बताया गया कि ये कार्यक्रम छात्रों और शिक्षकों को गिफ्ट और सweets देने वाले कार्यकर्ताों को यह बताया गया कि ये कार्यक्रम छात्रों और शिक्षकों को गिफ्ट और सweets देने वाले कार्यकर्ताों को यह बताया गया कि ये कार्यक्रम छात्रों और शिक्षकों को गिफ्ट और सweets देने वाले कार्यकर्ताों को यह बताया गया कि ये कार्यक्रम छात्रों और शिक्षकों
603	603	603	Cannot create folder '%s'	नया फ़ोल्डर `%s' नहीं बना सकता है	क्या संसाधन शुल्क निर्धारण
604	604	604	I need you no longer.	अब मुझे तुम्हारी कोई ज़रूरत नहीं है.	मुझे नहीं चाहूँ।
605	605	605	Tell Karna good-bye.	कर्ण को नमस्ते कहना मेरे लिए .	कारण्या को-यात्रा के वादा के रूप में कहा जा सकता है.
606	606	606	_Board size:	बिसात आकार (_B):	_कक्षों का साइज़:
607	607	607	We were 18.	हम 18 थे.	हम 18.
608	608	608	Go tell him yourself.	उसको अपने-आप जाकर बताओ।	यह सुनना भी।
609	609	609	They will surely perish who kill their offspring in ignorance foolhardily, and forbid the food that God has given them by fabricating lies against God. Misguided are they surely, and will never come to guidance.	बेशक जिन लोगों ने अपनी औलाद को बे समझे बूझे बेवकूफी से मार डाला और जो रोज़ी ख़ुदा ने उन्हें दी थी उसे ख़ुदा पर इफ़तेरा (बोहतान) बाँध कर अपने ऊपर हराम कर डाला और वह सख्त घाटे में है ये यक़ीनन राहे हक़ से भटक गऐ और ये हिदायत पाने वाले थे भी नहीं	यह सुनने वे लोगों को भूलस्वार्थ जीवन संबंधी जानकारी प्रदान करने वाले लोगों के साथ विलगनफुल जीवन संबंधी जानकारी देने वाले लोगों के साथ विलगनफुल जीवन संबंधी जानकारी देने वाले लोगों के साथ विलगनफुल जीवन संबंधी जानकारी देने वाले लोगों के साथ विलगनफुल जीवन संबंधी जानकारी देने वाले लोगों के साथ
610	610	610	[ BUBBLING ]	[बुदबुदाती]	जिस तरह से जानकारी डालते हुए, आप जानकारी हटा चुके बात को स्पष्ट करें कि आप जानकारी स्थानांत्यास कर चुके हैं।
611	611	611	Strict	स्क्रिप्ट्स	बढ़ा
612	612	612	When you lay hands upon anyone, you do so as tyrants.	और जब तुम (किसी पर) हाथ डालते हो तो सरकशी से हाथ डालते हो	जब आप किसी पर अपनी hands हाथ से grasp कर लेते हैं, तो वही व्यक्ति वॉरियर है।
613	613	613	Artist	कलाकार	ऐक्टर
614	614	614	Worry about yourself, kiddo!	बच्चे, अपने बारे में चिंता!	आपको अपने बारे में चिंता नहीं है, किडो!
615	615	615	It's mathilda.	यह Mathilda है.	इसे मैटलीडा।
616	616	616	I must know where I stand in your heart.	मै जानना चाहती हूँ कि तुम्हारे दिल में मेरी क्या जगह है.	मैं जानता हूँ कि आपके दिल में क्या है।
617	617	617	He hears the revelations of God which are recited to him, then persists in his arrogance as if he had not even heard them. Tell him that he will suffer a painful torment.	कि ख़ुदा की आयतें उसके सामने पढ़ी जाती हैं और वह सुनता भी है फिर ग़ुरूर से (कुफ़्र पर) अड़ा रहता है गोया उसने उन आयतों को सुना ही नहीं तो (ऐ रसूल) तुम उसे दर्दनाक अज़ाब की ख़ुशख़बरी दे दो	अपने अराजकत्व को सुधारने के लिए उन्हें यह कह देना याद दिलाता है कि वे इसके प्रतिदोषिता से दूर हो और वे इसके बारे में सोचने में सक्षम हों।
618	618	618	"Then, on the Day of Judgment, He will cover them with shame, and say: ""Where are My 'partners' concerning whom ye used to dispute (with the godly)?"" Those endued with knowledge will say: ""This Day, indeed, are the Unbelievers covered with shame and misery,-"	(फिर उसी पर इकतिफा नहीं) उसके बाद क़यामत के दिन ख़ुदा उनको रुसवा करेगा और फरमाएगा कि (अब बताओ) जिसको तुमने मेरा यशरीक बना रखा था और जिनके बारे में तुम (ईमानदारों से) झगड़ते थे कहाँ हैं (वह तो कुछ जवाब देगें नहीं मगर) जिन लोगों को (ख़ुदा की तरफ से) इल्म दिया गया है कहेगें कि आज के दिन रुसवाई और ख़राबी (सब कुछ) काफिरों पर ही है	अरे, यहाँ स्वर्ग के संबंधी मतभाषा हो सकती हूँ।
619	619	619	View	दृश्य	हाँ
620	620	620	Show offline contacts	ऑफलाइन संपर्क दिखाएँ	ब्लॉक ऑफ़ इंटरटाईब्लॉक ऑफ़ इंटरटाईब्लॉक ऑफ़ इंटरटाईब्लॉक ऑफ़ इंटरटाईब्लॉक ऑफ़ इंटरटाईब्लॉक ऑफ़ इंटरटाई
621	621	621	"Seriously I do not find a good reason to all what the Israelis are doing whether from leading the world against Iran or attacking Egypt and KSA for their announcement that they would start a peaceful nuclear program,"" writes Egyptian blogger Zeinobia."	मुझे कोई तार्किक कारण नहीं नज़र आता जो इज़्राइली कर रहे हैं चाहे हो इरान के खिलाफ विश्व को बरगलाने की बात हो या मिस्र या KSA की शांतिपूर्ण परमाणु कार्यक्रम शुरु करने की घोषणा करने पर निंदा हो।	यह सेरी जिनाबिया यूनिब्यू इंटरनेट वेब ब्लॉकर के रूप में काम कर रही है एक ईस्तो यूनिस्ट।
622	622	622	Niggah, go clean that shit up, man.	Niggah, स्वच्छ जाना कि गंदगी, आदमी.	निगह, गो निगह, गोता बैठे, मैन।
623	623	623	I told you, I'm claustrophobic.	मैंने आपको बताया था, मैं क्लॉस्टेरोफोबिया हूँ।	मैंने तो बताया, मैं डरेंगी भी याद नहीं।
624	624	624	But they're on a ration.	लेकिन वे एक राशन पर कर रहे हैं.	लेकिन वे रेटनेस पर भोजन की राशि दी ज रही है।
625	625	625	B_ackground color:	पृष्ठभूमि रंग (_a)	रंग:
626	626	626	Don't mistake me for what had happened on the other day.	उस दिन जो हुआ वो भूल जाओ.	नहीं मिस्ट्री में से भी बाहर हो सकती हूँ, उस दिन के घटनाओं से जो मेरा संबंध है।
627	627	627	It is not a sin if you try to make a profit out of the bounty of your Lord (by trading during hajj). When you leave Arafah, commemorate the name of your Lord in Mash'ar, the sacred reminder of God. Commemorate His name as He has given you guidance while prior to that you had been in error.	इस में कोई इल्ज़ाम नहीं है कि (हज के साथ) तुम अपने परवरदिगार के फज़ल (नफ़ा तिजारत) की ख्वाहिश करो और फिर जब तुम अरफात से चल खड़े हो तो मशअरुल हराम के पास ख़ुदा का जिक्र करो और उस की याद भी करो तो जिस तरह तुम्हे बताया है अगरचे तुम इसके पहले तो गुमराहो से थे	अरफाह से जाते समय अपने भगवान के नाम को सम्मान देना योग्य है।
628	628	628	Mr. Speaker?	मि. स्पीकर ?	कहें?
629	629	629	But if adrenalin which works only for a few seconds acts for 5 minutes won't the body be affected?	लेकिन adrenalin जो कुछ सेकंड के लिए ही काम करता है 5 मिनट के लिए कार्य करता है, तो ... ... शरीर प्रभावित नहीं होगा?	नहीं, 5 मिनट के लिए नहीं तो सकता कि शरीर पर कोई असर पड़ेगा।
630	630	630	He said, “Yes, and you will be among my favorites.”	फिरऔन ने कहा (हॉ इनाम ही नहीं) बल्कि फिर तो तुम हमारे दरबार के मुक़र्रेबीन में से होगें	यह कहा, “हाँ, और आप मुझसे भी अपने favorites से ज़्यादातर होंगे.”
631	631	631	Remember I told you if there was anything left you still cared about,	अगर मैंने तुमसे कहा था याद वहाँ आप अभी भी परवाह के बारे में कुछ भी छोड़ दिया थी	दोहरें नहीं, छुपाएं नहीं, ये जानकारी बदलने वाले हैं।
632	632	632	new server	नया सर्वर	नई सेवार
633	633	633	In the doing, never the thinking.	करने में, कभी नहीं सोच रही है.	दिए, कभी नहीं।
634	634	634	Pidgin address book source	पिडगिन पता पुस्तिका स्रोत	"चिन्हे:
पीड़िज़ के लिए कोई भी ग्रंथ, पुस्तक, या संसाधन जैसा सार्वजन्य स्रोत हो सकता है।"
635	635	635	The only way is to strike.	एक ही रास्ता हड़ताल करने के लिए है.	यह सिर्फ़़़़़ Striking का एक तरीका है।
636	636	636	- Yeah, as you said the last time.	जैसा कि आप समय कहा पिछले.	जैसा कहा हैं कि पिछली बार में कहा हुआ था।
637	637	637	And you're gonna eat it.	और आप इसे खाने वाले हैं.	और आप उसे खाएंगे।
638	638	638	- NO, I'M JUST A KID.	- नहीं, मैं सिर्फ एक बच्चा हूँ.	रहस्ता, तुम्हारे पास मैंने भी कुछ किया है।
639	639	639	Cannot append message to maildir folder: %s:	maildir फ़ोल्डर में संदेश नहीं जोड़ सकता: %s:	मेलडिर फ़ोर्ड में संदेश %s के लिंक को नहीं कर सकते
640	640	640	[For them are] gardens of perpetual residence which they will enter. They will be adorned therein with bracelets of gold and pearls, and their garments therein will be silk.	(और उसका सिला बेहिश्त के) सदा बहार बाग़ात हैं जिनमें ये लोग दाख़िल होंगे और उन्हें वहाँ सोने के कंगन और मोती पहनाए जाएँगे और वहाँ उनकी (मामूली) पोशाक ख़ालिस रेशमी होगी	इससे भी यकीना है कि जो लोग याद रखेंगे वे हैं वे उनके ब्रैकलट्ट्स से सिल्क रख रहेंगे। और उनके garments स्थानीय होंगे
641	641	641	And the trumpet is blown. This is the threatened Day.	और नरसिंघा फूँक दिया गया। यही है वह दिन जिसकी धमकी दी गई थी	और ट्रुब निकालने वाले की धड़ लगाई जाएगी। यह डे यूज़ है
642	642	642	What a little miracle you are!	तुम एक छोटे चमत्कार जैसे हो!	कुछ ऐसी दिव्यापूर्ण बातें आपने!
643	643	643	♪ I only know it's a matter of time ♪	तुम बेकार, गिरे हुए इंसान!	मैं बस इतना जानता हूँ कि
644	644	644	Pursue second mark.	सेकंड का चिह्न को आगे बढ़ाना है.	बढ़ाई second mark.
