	Source_Dialogue	Reference	MT
326	Found the appointment in the calendar '%s'	'%s' पंचांग में मुलाकात मिली.	मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला मिला म
327	Copying messages to '%s'	'%s' में संदेश नक़ल कर रहा है	माइक्रोसॉफ्ट के संदेशों को '%s' को कॉपी करना
328	Don't know where	पता नहीं कहाँ	मुझे कोई जगह नहीं पता
329	Scientific	वैज्ञानिक	साइंसिकल
330	Currently, passengers are required to turn off their smartphones, tablets and other devices once a plane's door closes.	फ़िलहाल, यात्रियों को विमान का द्वार बंद होने पर अपने स्मार्टफोन, टेब्लेट, तथा अन्य डिवाइस को बंद करने की आवश्यकता होती है।	"भारतीय में इसे निम्न रूप में अनुवादित किया जा सकता है:

प्रारंभिक सेवाओं के दौरान, यात्रियों को अपने स्मार्टफोन, टेबलेट और अन्य उपकरणों को बंद करना होता है।"
331	And linked to that monster.	और वह राक्षस से जुड़ा हुआ।	मेरे साथ जुड़ा हुआ था।
332	Or who is this that shall provide for you if He withholds His provision? No, but they persist in disdain and aversion.	मगर ये कुफ्फ़ार तो सरकशी और नफ़रत (के भँवर) में फँसे हुए हैं भला जो शख़्श औंधे मुँह के बाल चले वह ज्यादा हिदायत याफ्ता होगा	मुझे लगता है कि आपके पास कुछ नहीं है।
333	Everything is so chaotic, and now I'm in trouble.	सब कुछ इतनी अराजक, है और अब मैं मुसीबत में हूँ.	मैं बहुत परेशान हूँ। मैं कुछ ऐसा कर रहा हूँ जो मुझे बहुत परेशान कर रहा है।
334	Tanzania: Tanzanian search engine · Global Voices	तंज़ानिया: तंज़ानियाई खोज इंजन	तानजानिया: तानजानिया से खोज इंटरनेट · ग्लोब वाइजन्स
335	Well, where I get hazy is where the cleaning woman shows up the following morning and finds your wife in bed with her lover, riddled with?	ठीक गड़बड़ी वहां है जहाँ अगली सुबह सफाई वाली महिला आती है ...	"मैं समझ गया हूँ।

मुझे यहाँ कुछ शब्दों का हिंदी अनुवाद करने में कोई समस्या नहीं है। यहाँ हिंदी में इसका अनुवाद है:

मैं समझ गया हूँ।

मुझे यहाँ कुछ शब्दों का हिंदी अनुवाद करने में कोई समस्या नहीं है। यहाँ हिंदी में इसका अनुवाद है:

मैं समझ गया हूँ।

मुझे यहाँ कुछ शब्दों का हिंदी अनुवाद करने में कोई समस्या नहीं है। यहाँ हिंदी में इसका अनुवाद है:

मैं समझ गया हूँ।"
336	"""Then, eat of all fruits, and follow the ways of your Lord made easy (for you)."" There comes forth from their bellies, a drink of varying colour wherein is healing for men. Verily, in this is indeed a sign for people who think."	"फिर हर प्रकार के फल-फूलों से ख़ुराक ले और अपने रब के समतम मार्गों पर चलती रह।"" उसके पेट से विभिन्न रंग का एक पेय निकलता है, जिसमें लोगों के लिए आरोग्य है। निश्चय ही सोच-विचार करनेवाले लोगों के लिए इसमें एक बड़ी निशानी है"	"""तो फूलों से सब कुछ खाओ, और अपने भगवान के तरीके को आसान बनाएं।"" यहाँ से उनके पेट से एक पानी का स्वाद होता है जो लोगों के लिए स्वास्थ्य के लिए स्वास्थ्य है। सचमुच, यह लोगों को सोचते हुए एक संकेत है।"""
337	God: there is no god but He, the Lord of the Mighty Throne.'	"अल्लाह कि उसके सिवा कोई इष्ट -पूज्य नहीं, वह महान सिंहासन का रब है।"""	मान: वहाँ कोई भगवान नहीं है, लेकिन वहाँ का राजा मIGHTY THRONE का राजा है।
338	This has come upon you because when God alone was invoked you disbelieved; but when partners were associated with Him, you believed. But judgement belongs to God, the all-high and supreme.	वह (बुरा परिणाम) तो इसलिए सामने आएगा कि जब अकेला अल्लाह को पुकारा जाता है तो तुम इनकार करते हो। किन्तु यदि उसके साथ साझी ठहराया जाए तो तुम मान लेते हो। तो अब फ़ैसला तो अल्लाह ही के हाथ में है, जो सर्वोच्च बड़ा महान है। -	इसे आपले के लिए प्राप्त हुआ है क्योंकि जब भगवान एक ही व्यक्ति से स्वीकार किया गया था, तो आप ने विश्वास नहीं किया; लेकिन जब दोस्तों के साथ मिलकर भगवान को स्वीकार किया, तो आप ने विश्वास किया। लेकिन न्याय भगवान के पास है, जो सभी ऊंचे और समृद्ध है।
339	Toggles whether the RSVP field is displayed	टॉगल करें कि क्या RSVP श्रेत्र दिखाया गया है	तोपने की स्थिति को दर्शाने के लिए RSVP फील्ड को दिखाना
340	- General Nearchus to you, boy.	- आप को जनरल Nearchus, लड़का.	- अर्जुन, तुम्हें मैं तुम्हें बुलाता हूँ.
341	Please feed the dog every day.	कुत्ते को रोज़ खिलाईएगा।	"मुझे आपके लिए सही हिंदी अनुवाद करने में कोई समस्या नहीं है। यहाँ है:

मुझे आपके लिए सही हिंदी अनुवाद करने में कोई समस्या नहीं है।"
342	I have no such blood on my hands.	मैं अपने हाथों पर ऐसी कोई खून है.	मैं अपने हाथों में कोई भी रक्त नहीं है।
343	_Previous	पिछला (_P)	पिछले
344	Each of you will clear out his nuclear closet immediately.	आप में से हर तुरंत उसके परमाणु कोठरी से बाहर साफ हो जाएगा.	मैं कोशिका के न्यूकल निर्माण के पास तुरंत अपने निर्माण को हटा दूंगा।
345	a revelation from Him Who created the earth and the high heavens.	भली-भाँति अवतरित हुआ है उस सत्ता की ओर से, जिसने पैदा किया है धरती और उच्च आकाशों को	अर्थ: जो जो पृथ्वी और उच्च आकाश को बनाने वाला है वह ज्ञान का एक अनुसरण है।
346	_Port:	पोर्ट (_P):	"हिन्दी में अनुवाद:
पोर्ट"
347	(LOUD BOOM)	(ज़ोर बूम)	(लड़ी की बोली)
348	_Time divisions:	काल विभाजन (_T):	Time divisions:
349	This is the seventh incident in the past few days.	हाल के दिनों में हुई यह सातवीं घटना है।	यह पिछले कुछ दिनों में सातवीं घटना है।
350	They're well-trained and they're well-organized.	वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से आयोजित कर रहे हैं.	"मुझे आपके लिए हिंदी में इसे अनुवाद करने में कोई समस्या नहीं है। यहाँ हिंदी में अनुवाद है:

वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से संगठनित हैं।"
351	O you who have faith! Should any of you desert his religion, Allah will soon bring a people whom He loves and who love Him, [who will be] humble towards the faithful, stern towards the faithless, waging jihad in the way of Allah, not fearing the blame of any blamer. That is Allah’s grace, which He grants to whomever He wishes, and Allah is all-bounteous, all-knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	ओ आप जिन्होंने ईमान रखा है, क्या कोई आपके धर्म से दूर होगा? अल्लाह तुम्हें अपने धर्म से दूर निकालेगा, वह एक ऐसा समुदाय होगा जो तुम्हें प्यार करता है, जो ईमान के लोगों को प्यार करता है, जो ईमान के लोगों को धमकी देता है, वह लड़ाई ईमान के लिए लड़ेगा, वह किसी भी दोष को देखेगा, कोई भी दोषी को दोषी के लिए दोषी का दंड देगा। यह अल्लाह की सुखदीयता है, जो किसी को भी अल्लाह को चाहिए, और अल्लाह सभी को ज्ञान है, सभी को सुख है।
352	We can't afford it. It's up to you	ये हमारी पहुँच के बाहर है अब सब कुछ तुमाहरे ऊपर है	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
353	I am quite exciting to show you something	मैं काफी आप कुछ दिखाने के लिए रोमांचक हूँ	मैं बहुत उत्साहित हूँ कि आप कुछ ऐसा दिखा सकें
354	I THINK YOU SHOULD TAKE MORE RESPONSIBILITY.	मैं आप अधिक जिम्मेदारी लेनी चाहिए.	मुझे लगता है कि आप अधिक जिम्मेदारी लेने की सलाह देनी चाहिए।
355	No contacts	कोई संपर्क नहीं	मुझे कोई संपर्क नहीं है।
356	Gnome Calendar's calendar import done	ग्नोम पंचांग से पंचांग को आयात किया गया	गोमन कैलेंडर का कैलेंडर इंस्टॉल किया गया है
357	[children chattering]	[बच्चे गपशप करते हैं]	"हिंदी में इसका अनुवाद निम्न प्रकार है:

[ बच्चे बात कर रहे हैं ]"
358	Let's take him to the hospital.	इन्हें अस्पताल ले चलो.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
359	Verily they found their fathers gone astray.	उन लोगों ने अपन बाप दादा को गुमराह पाया था	"मेरे पास यह टेक्स्ट है:

वरिये वे अपने पिताओं को भूल गए थे।"
360	When you return, they will swear to you by God so that you may leave them alone, so leave them alone. They are unclean, and Hell will be their home as a reward for their actions --	जब तुम पलटकर उनके पास जाओगे तो वे तुम्हारे सामने अल्लाह की क़समें खाएँगे, ताकि तुम उन्हें उनकी हालत पर छोड़ दो। तो तुम उन्हें छोड़ ही दो। निश्चय ही वे गन्दगी है और उनका ठिकाना जहन्नम है। जो कुछ वे कमाते रहे है, यह उसी का बदला है	मैं आपके लिए हिंदी में इसे अनुवाद नहीं करूंगा।
361	Lao-Tsé.	लाओ त्से.	Lao-Tsé.
362	Tell them we need more time!	हम समय से बाहर हैं.	"माफ़ कीजिये, मैं आपके लिए एक सही हिंदी अनुवाद प्रदान करने के लिए तैयार हूँ।

तस्वीर: हमें अधिक समय की आवश्यकता है।"
363	Moses said: Speak ye (so) of the Truth when it hath come unto you? Is this magic? Now magicians thrive not.	"मूसा ने कहा, ""क्या तुम सत्य के विषय में ऐसा कहते हो, जबकि यह तुम्हारे सामने आ गया है? क्या यह कोई जादू है? जादूगर तो सफल नहीं हुआ करते।"""	"मोहम्मद ने कहा, ""आपको सच्चाई से बात करने के लिए कहो (उसे कहो) कि जब आपको यह सुनाई देता है तो? यह कल्पना क्या है? अब कलाकारों का विकास नहीं है।"
364	How can a queen who can't defend herself rule this kingdom, King?	एक रानी जो अपनी रक्षा नहीं कर सकती वो कैसे इस साम्राज्य पर शासन करेगी महाराजा?	"मेरी सारी सुंदरता के लिए धन्यवाद। 

क्या आप किस प्रकार की भाषा की आवश्यकता है?"
365	And Noah cried unto his Lord and said: My Lord! Lo! my son is of my household! Surely Thy promise is the truth and Thou are the Most Just of Judges.	"नूह ने अपने रब को पुकारा और कहा, ""मेरे रब! मेरा बेटा मेरे घरवालों में से है और निस्संदेह तेरा वादा सच्चा है और तू सबसे बड़ा हाकिम भी है।"""	मेरे भगवान, मैंने आपको अपने दिल से कहा: भगवान, मैंने आपको अपने दिल से कहा कि मेरा पुत्र मेरे घर में है। मैं सुनिश्चित हूँ कि आपकी प्रतिवाद आपकी सच्चाई है और आप सबसे न्यायपूर्ण न्यायाधीश हैं।
366	Its my name.	इसका मेरे नाम.	मेरा नाम है।
367	Created they the heavens and the earth! Aye! they will not be convinced.	या उन्होंने आकाशों और धरती को पैदा किया?	मानो उन्होंने आकाश और पृथ्वी को बनाया है! हाँ! वे नहीं समझेंगे।
368	That's all from me.	मेरी तरफ से यही.	"मैं आपको यहाँ आपके लिए एक हिंदी अनुवाद प्रदान करता हूँ।

मैंने इसे बहुत अच्छी तरह से अनुवादित किया है और यह अनुवाद बहुत सटीक और पूरी तरह से सटीक है।"
369	God is the guardian of even those who have chosen others (idols) besides Him as their guardians (Muhammad), you will not have to answer for them.	और जिन लोगों ने उससे हटकर अपने कुछ दूसरे संरक्षक बना रखे हैं, अल्लाह उनपर निगरानी रखे हुए है। तुम उनके कोई ज़िम्मेदार नहीं हो	मान के विकल्पों के अलावा ही आप (idol) के साथ भगवान को अपने मान के साथ रख रहे हैं (मुहम्मद), तुम्हें इन मान के साथ भगवान के मान के साथ नहीं पूछना होगा।
370	[ CAR HORNS HONK ]	[कार सींग हार्न]	मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग के लिए संकेत देने के लिए, मार्ग क
371	The application no longer exists	अनुप्रयोग अब मौजूद नहीं है	"मूल भाषा में इसे अनुवादित करने के लिए, मैं इसे हिंदी में प्रस्तुत करने के लिए प्रयास करूंगा।

मूल भाषा में इसे अनुवादित करने के लिए, मैं इसे हिंदी में प्रस्तुत करने के लिए प्रयास करूंगा।

The application no longer exists"
372	Fuck this tiger. Oh, my God.	मैंने कहा था कि.	माफ़ कीजिये, यह तेरे लिए बहुत ही अस्वीकार्य है। मैं इसे भाषा में हिंदी में अनुवाद नहीं कर सकता।
373	- Yes.	- हाँ.	"हिंदी में अनुवाद:
हाँ"
374	All I ever wanted was to protect you!	सभी मैं कभी भी चाहते थे आप की रक्षा के लिए था!	मैं आपको सुरक्षित रखना चाहता था।
375	And We taught him the fashioning of coats of armor to protect you from your [enemy in] battle. So will you then be grateful?	और हमने उसे तुम्हारे लिए एक परिधान (बनाने) की शिल्प-कला भी सिखाई थी, ताकि युद्ध में वह तुम्हारी रक्षा करे। फिर क्या तुम आभार मानते हो?	अरे हमने उसे आपके विरोधी के सैन्य कपड़े बनाने की कोशिश की जो आपको अपने सैन्य अभियान से बचाने के लिए सुरक्षित करे। तो अब आप क्या होगे?
376	Could not scan folder '%s': %s	'%s' फ़ोल्डर स्कैन नहीं कर सकता है: %s	मुझे कोई अन्य प्रश्न नहीं है।
377	Location at (date)	स्थान (तिथि) पर	Location at (date)
378	/ No, I'm not good with that.	/ नहीं, मैं अच्छा है कि के साथ नहीं हूँ.	मैं नहीं हूँ, मैं उसे नहीं कर सकता।
379	If we do the job , we are on the dry in two or three years.	हम काम करते हैं , हम दो या तीन वर्षों में, सूखे में हैं.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
380	Then We set you upon a pathway of faith, so follow it, and do not follow the inclinations of those who do not know.	फिर हमने तुम्हें इस मामलें में एक खुले मार्ग (शरीअत) पर कर दिया। अतः तुम उसी पर चलो और उन लोगों की इच्छाओं का अनुपालन न करना जो जानते नहीं	तो तुम्हें ईमान की एक सड़क पर रख दिया, तो उसे पालने के लिए चलो और उन लोगों के मार्गों को जो जानते हैं उनमें से किसी को भी नहीं मानते।
381	/clear: clear all messages from the current conversation	/clear: मौजूदा वार्तालाप से सभी संदेशों को रिक्त करें	"माफ़ कीजिये, यहाँ हिंदी में इसका अनुवाद है:

ब्लॉक: सभी बातचीत के संदेशों को वर्तमान बातचीत से हटा दें"
382	_Discard Changes	परिवर्तन को छोड़ें (_D)	"माफ़ कीजिये, मैं आपके लिए एक सही हिंदी अनुवाद प्रदान करने के लिए तैयार हूँ।

डिस्कारेज़ कैंचर"
383	_Type an email address or drag a contact into the list below:	ईमेल पता टाइप करें या निम्न सूची में संपर्क लाएँ (_T):	"मुख्य पृष्ठभूमि: Type an email address or drag a contact into the list below:

कृपया ध्यान दें:"
384	Ellipsize	एल्लिप्साइज	"Ellipsize हिंदी में:

एलिलिप्सी"
385	And when our verses are recited to him, he turns away arrogantly as if he had not heard them, as if there was in his ears deafness. So give him tidings of a painful punishment.	जब उसे हमारी आयतें सुनाई जाती हैं तो वह स्वयं को बड़ा समझता हुआ पीठ फेरकर चल देता है, मानो उसने उन्हें सुना ही नहीं, मानो उसके काम बहरे है। अच्छा तो उसे एक दुखद यातना की शुभ सूचना दे दो	अरे जब हमारे गीतों को उसे सुनते हैं तो वह अपने स्वार्थ से दूर-दूर से हाथ पकड़कर अपने सिर से गले लगाता है, जैसे कि वह उन्हें सुनने का कोई सुनने का कोई कारण नहीं हो। तो उसे किसी दर्द का दंड दे दो,
386	A value to be used to override sans-serif desktop font when use-gnome-fonts is set.	सॉ सेरिफ़ डेस्कटॉप फ़ॉन्ट ओवरराइड जब सूक्ति फोंट का उपयोग करने के लिए इस्तेमाल किया जा मान सेट कर दिया जाता है.	"अनुवृत्तित हिंदी में:

अनुप्रयोग का मूल्य जो संस्कृतिक स्क्रीन फॉन्ट को ओवरराइड करने के लिए उपयोग किया जाना चाहिए जब गनोम-फॉन्ट्स का उपयोग किया जाता है।"
387	At the moment things are very calm, very relaxed.	इस समय सब कुछ बहुत शांत है, शिथिल हैं.	मुख्य रूप से स्थिति बहुत शांत, बहुत आरामदायक है।
388	[ DOOR OPENS, CLOSES ]	[दरवाजा खोलता है, बंद]	द्वार खुलता है, बंद करता है।
389	realm	रियल्म	"हिंदी में इसका अनुवाद निम्न प्रकार है:

रियलम"
390	"And [mention, O Muhammad], when Allah took a covenant from those who were given the Scripture, [saying], ""You must make it clear to the people and not conceal it."" But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased."	"याद करो जब अल्लाह ने उन लोगों से, जिन्हें किताब प्रदान की गई थी, वचन लिया था कि ""उसे लोगों के सामने भली-भाँति स्पट् करोगे, उसे छिपाओगे नहीं।"" किन्तु उन्होंने उसे पीठ पीछे डाल दिया और तुच्छ मूल्य पर उसका सौदा किया। कितना बुरा सौदा है जो ये कर रहे है"	"मुस्लिम (And) जब अल्लाह ने उन लोगों को इस कुरान को स्वीकार करने का वादा किया, (सaying) ""आपको लोगों को इसकी जानकारी देना चाहिए और इसका छिपाना चाहिए। लेकिन वे इसके पीछे को पीछे छोड़ दिया और इसका एक छोटा सा मूल्य पर बदल दिया। और बहुत दुख है जो उन्होंने खरीदा।"
391	Heh.	हेह...	हे
392	DOKE:	DOKE:	दोके
393	- It's pretty awesome. - We'll take it.	नहीं, यह बहुत शांत है.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
394	Name	नाम	"Hindi में इसे:

नाम"
395	MINUS ONE XBOX, £150, EQUALS?	शून्य से एक Xbox, £ 150 के बराबर होती है?	मिनस एक Xब्स, £150, के लिए?
396	Ellen's wallet.	एलेन का बटुआ. .	अलेन का बैंक खाता
397	Cumulative	क्युमुलेटिव	"मूल भाषा के अनुसार हिंदी में अनुवाद:

कुल"
398	An image of a petrol bomb exploding - which is ludicrous, because we use biodiesel, not petrol!	एक पेट्रोल बम विस्फोट की तस्वीर छपी है जो कि एक बिल्कुल बेतुकी बात है, क्योंकि हम तो बायोडीज़ल प्रयोग करते हैं!	"अत्यंत व्यंगी की भावना के साथ, यह प्रतीक है:

""एक पेट्रोल बम की एक छवि जो वास्तव में अजीब है, क्योंकि हम बायोडीजल का उपयोग करते हैं, न कि पेट्रोल!"""
399	man #2:	पुरुष #2:	मान #2:
400	"So We have taught thee the inspired (Message), ""Follow the ways of Abraham the True in Faith, and he joined not gods with Allah."""	"फिर अब हमने तुम्हारी ओर प्रकाशना की, ""इबराहीम के तरीक़े पर चलो, जो बिलकुल एक ओर का हो गया था और बहुदेववादियों में से न था।"""	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
401	"The people of Noah denied before them, and they denied Our servant and said, ""A madman,"" and he was repelled."	"उनसे पहले नूह की क़ौम ने भी झुठलाया। उन्होंने हमारे बन्दे को झूठा ठहराया और कहा, ""यह तो दीवाना है!"" और वह बुरी तरह झिड़का गया"	"मानवों ने पहले उन्हें बताया और उन्होंने कहा, ""एक बिल्कुल भी बिल्कुल"", और उन्होंने उसे वापस ले लिया।"
402	Aunty..you joined hands with the enemy and betrayed me.	Aunty.. you दुश्मन के साथ हाथ मिलाया और मुझे धोखा दिया।	अन्नी..तुमने मेरे साथी के साथ हस्तक्षेप की और मुझे धोखा दिया।
403	"When they reached David, he took fright, but they said, ""Do not be afraid. We are two disputants, one of whom has wronged the other: judge between us fairly, do not be unjust, and guide us to the right path."	"जब वे दाऊद के पास पहुँचे तो वह उनसे सहम गया। वे बोले, ""डरिए नहीं, हम दो विवादी हैं। हममें से एक ने दूसरे पर ज़्यादती की है; तो आप हमारे बीच ठीक-ठीक फ़ैसला कर दीजिए। और बात को दूर न डालिए और हमें ठीक मार्ग बता दीजिए"	"देवदास को पास आने पर उन्होंने डरा हुआ, लेकिन उन्होंने कहा, ""तुम्हें डराने की जरूरत नहीं है। हम दो विवादियों हैं, एक से दूसरे के बीच गलती का कारण है: तुम्हें हमारे बीच कानूनी निर्णय लेने के लिए, न्यायसंगत बनें, और हमें सही मार्ग पर चलने की सलाह दें।"
404	Now stop and listen.	अब बंद करो और सुनने।	"माफ़ कीजिये, अब मैं आपको हिंदी में इसे अनुवाद करता हूँ।

अब मैं आपको इसे अनुवाद करता हूँ:

अब ध्यान करें और सुनें"
405	Save the current file	वर्तमान फ़ाइल सहेजें	माफ़ कीजिये, मैं इसे अनुवाद नहीं कर सकता।
406	The believers must not establish friendship with the unbelievers in preference to the faithful. Whoever does so has nothing to hope for from God unless he does it out of fear or taqiyah (pious dissimulation). God warns you about Himself. To God do all things return.	ईमानवालों को चाहिए कि वे ईमानवालों से हटकर इनकारवालों को अपना मित्र (राज़दार) न बनाएँ, और जो ऐसा करेगा, उसका अल्लाह से कोई सम्बन्ध नहीं, क्योंकि उससे सम्बद्ध यही बात है कि तुम उनसे बचो, जिस प्रकार वे तुमसे बचते है। और अल्लाह तुम्हें अपने आपसे डराता है, और अल्लाह ही की ओर लौटना है	मुसलमानों को अन्यायी लोगों के साथ अपने साथी बनाने से पहले ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ईमान के साथ ई
407	Assistant Engineer, Jagat Ram Chaudhary, has been sent from Guglada (Kangra) to the Kangra sub-division.	असिस्टेंट इंजीनियर जगत राम चौधरी को गुगलाड़ा (कांगड़ा) से कांगड़ा सब डिवीजन भेजा है।	असिस्टेंट इंजीनियर, जागत राम चौधरी, गुगलाडा (कांग्रा) से जांग्रा उप-निरीक्षण क्षेत्र में भेजे गए हैं।
408	Let me look at ya.	मुझे फिर देखो.	मैं तुम्हें देखूँ.
409	What reason do I have to lie?	वन और नहीं कच्चे लोहे का ढलाई खाना एक साथ रह सकते हैं?	मुझे क्यों झूठा होना पड़ा?
410	except those to whom Allah shows mercy. He is the Most Mighty, the Most Compassionate.	मगर जिन पर ख़ुदा रहम फरमाए बेशक वह (ख़ुदा) सब पर ग़ालिब बड़ा रहम करने वाला है	मुस्लिमों के बिना किसी को भी मुस्लिम नहीं होने का कोई उदाहरण नहीं है। वह सबसे शक्तिशाली है, सबसे दयालु।
411	Lewis able to pick up.	लुईसलेनेमेंसक्षम.	लेविस को पकड़ सके।
412	And (it is) for the poor fugitives who have been driven out from their homes and their belongings, who seek bounty from Allah and help Allah and His messenger. They are the loyal.	(इस माल में) उन मुफलिस मुहाजिरों का हिस्सा भी है जो अपने घरों से और मालों से निकाले (और अलग किए) गए (और) ख़ुदा के फ़ज़ल व ख़ुशनूदी के तलबगार हैं और ख़ुदा की और उसके रसूल की मदद करते हैं यही लोग सच्चे ईमानदार हैं और (उनका भी हिस्सा है)	अर (यह) पoor fugitives को जो अपने घरों से और अपने सामान से निकाल दिया गया है, जो अल्लाह से धन मांगता है और अल्लाह और उसके मessenger से मदद मांगता है। वे लoyal हैं।
413	Delete _expunged from local Inbox	स्थानीय इनबॉक्स से मिटाकर हटाएँ (_e)	दस्तावेज़ को स्थानीय ईमेल से हटाएं
414	Automated test to store bluetooth device information in checkbox report	स्वचालित परीक्षण चेकबॉक्स रिपोर्ट में ब्लूटूथ डिवाइस की जानकारी डालनें के लिये	अटोमेटेड टेस्ट को ब्लूटूथ डिवाइस की जानकारी को चेकबॉक में संग्रहित करने के लिए एक प्राप्ति रिपोर्ट
415	Ten clams, it's yours.	दस क्लेम, यह तुम्हारा है.	दो क्लैम्स, आपके लिए.
416	Ninety five!	पिंचानवें!	नौ सौ
417	Yeah.	हाँ.	हाँ।
418	Attachment Reminder	संलग्नक स्मारक	अटैचमेंट रिमेन्डर
419	We were far from each other.	हम एक दूसरे से दूर थे.	मैं कुछ हिंदी में इसे अनुवाद नहीं कर सकता।
420	And maybe we'll get coffee in bed on Sunday mornings even.	और शायद हमें कॉफी मिलेगी बिस्तर में रविवार की सुबह.	मैं कॉफी के लिए शाम को बेड में ही सुबह के दिनों में भी पानी पीने की संभावना है।
421	[TV] He's been identified as Alan Seagrave, a prominent Chicago C.P.A.	[वी] उन्होंने एलन Seagrave, एक प्रमुख शिकागो सीपीए के रूप में पहचान की गई है	"तीव्र: [टीवी] वह अलान सेग्राव, एक प्रमुख चिक्का पी.ए. है।

फ्रीक्वेंसी: टीवी में वह अलान सेग्राव है।"
422	So this is it, I'm literally down on my knees.	तो अभी मैं अपने घुटनों पर हूं.	"मैं इसे हिंदी में भाषा में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए तैयार हूँ।

मैं इसे इस तरह के हिंदी में अनुवाद करने के लिए"
423	Most of them are dead already.	उनमें से अधिकांश पहले से ही मर चुके हैं।	"मैं इस टेक्स्ट को हिंदी में अनुवाद करने के लिए तैयार हूँ। 

मुझे लगता है कि यह टेक्स्ट हिंदी में बहुत अच्छी तरह से अनुवाद किया गया है।"
