	Source_Dialogue	Reference	MT
302	Folder _Size	फ़ोल्डर आकार (_S)	फोल्डर का आकार
303	That was the same show, just without Anton!	कि सिर्फ एंटोन बिना ही दिखा रहा था!	यही शो था, लेकिन अंटोन को छोड़कर।
304	Cameron is Niles' son.	कैमरून नाइल्स 'बेटा है.	कैमरन नील्स के पुत्र हैं।
305	"(Jesus had said): ""Indeed Allah is my Lord and your Lord, so serve Him alone. This is the Straight Way."""	"""और निस्संदेह अल्लाह मेरा रब भी है और तुम्हारा रब भी। अतः तुम उसी की बन्दगी करो यही सीधा मार्ग है।"""	"(हे ईश्वर ने कहा): ""अरे ईश्वर, मेरा ईश्वर है, और तुम्हारा ईश्वर है, इसलिए ईश्वर को केवल एक से पूर्व करो। यह सीधा मार्ग है।"""
306	They know the outward of this world's life, but of the hereafter they are absolutely heedless.	वे सांसारिक जीवन के केवल वाह्य रूप को जानते है। किन्तु आख़िरत की ओर से वे बिलकुल असावधान है	"यह जानने के बारे में कि दुनिया के बाहरी जीवन को क्या है, लेकिन यहां के बाद के जीवन के बारे में वे कितने सावधान हैं, यह जानने के लिए वे कितने सावधान हैं।

(हिंदी में इसे हिंदी में प्रस्तुत करने के लिए, मैंने इसे इस प्रकार किया है)

वे दुनिया के बाहरी जीवन को जानते हैं, लेकिन यहां के बाद के जीवन के बारे में वे कितने सावधान हैं, यह जानने के लिए वे कितने सावधान हैं।

(हिंदी में इसे हिंदी में प्रस्तुत करने के लिए, मैंने इसे इस प्रकार किया है)

वे दुनिया के बाहरी जीवन को जानते हैं, ल"
307	And it is He Who has created man from water, and has appointed for him kindred by blood, and kindred by marriage. And your Lord is Ever All-Powerful to do what He will.	और वही तो वह (ख़ुदा) है जिसने पानी (मनी) से आदमी को पैदा किया फिर उसको ख़ानदान और सुसराल वाला बनाया और (ऐ रसूल) तुम्हारा परवरदिगार हर चीज़ पर क़ादिर है	और वह जो मनुष्य को पानी से बनाया है, उसे उसके प्रेमियों के प्रेम के रूप में बनाया है, और उसके प्रेमियों के प्रेम के रूप में बनाया है। और उसका राजा जो आपके पास है, वह हमेशा ऐसा कर सकता है जो वह चाहता है।
308	You saw it:	आपने देखा:	आप देख लिया:
309	Just tell me if he had a knife.	बस मुझे बताओ कि क्या उसके पास चाकू था.	हाँ, वह किसी भी तरह के हथियार के साथ नहीं था।
310	Importing Outlook Express data	आउटलुक एक्सप्रेस आंकड़ा आयात कर रहा है	अपलोड करने के लिए ओल्ट्रो इंटरएक्सप्रेस डेटा
311	There is no blame against him who avenges himself after he has been wronged.	और जो कोई अपने ऊपर ज़ु्ल्म होने के पश्चात बदला ले ले, तो ऐसे लोगों पर कोई इलज़ाम नहीं	हे किसी के लिए दोष नहीं है जो अपने होने के बाद गलती की गई हो।
312	Before them is Hell; naught will avail them of that which they earned, nor those whom they took for patrons beside Allah. Theirs shall be a torment mighty.	उनके आगे जहन्नम है, जो उन्होंने कमाया वह उनके कुछ काम न आएगा और न यही कि उन्होंने अल्लाह को छोड़कर अपने संरक्षक ठहरा रखे है। उनके लिए तो बड़ी यातना है	"मैं आपके लिए इस पाठ का हिंदी अनुवाद प्रदान कर सकता हूँ:

पूर्व में उन्हें हिल है, कोई भी उनके प्राप्त किए गए कुछ को नहीं मिलेगा, और उन्हें उनके प्रेमियों को अल्लाह के पास ले जाने के लिए कोई भी सहायक नहीं होगा। उनके लिए एक दर्द कठोर होगा।"
313	No home...	कोई घर नहीं...	होम नहीं
314	"The register function hasn't been found automatically in the following pretty printer files: %s You need to fill yourself the register function columns before enabling the rows. Most of the time the register function name contains the word ""register""."	फंक्शन पाया इंच अनुसरण कर रहा है फ़ाइल नहीं से. को भरें फंक्शन स्तम्भ पहले सक्रिय कर रहा है पंक्तियाँ का समय फंक्शन नाम रखता है शब्द.	"अतिरिक्त जानकारी नहीं मिली है। यह संस्करण हिंदी में संस्करण नहीं है।

संस्करण: 
अतिरिक्त जानकारी नहीं मिली है। यह संस्करण हिंदी में संस्करण नहीं है।"
315	We'll pack the abdomen with tissues and examine him thoroughly.	हम ऊतकों से पेट पैक करते हैं और उसे अच्छी तरह से जांच करते हैं.	है: हम उसके पेट में टिश्यू का उपयोग करेंगे और उसे गहराई से जांचेंगे।
316	Thumbnail	लघु छवि	त्रिभुज
317	"There was evidence (of the truth) for the people of Sheba in their homeland. (We gave them) two gardens, one on the left and one on the right and (told them), ""Consume the sustenance which your Lord has given to you and give Him thanks. You have a blessed land and an All-forgiving Lord""."	और (क़ौम) सबा के लिए तो यक़ीनन ख़ुद उन्हीं के घरों में (कुदरते खुदा की) एक बड़ी निशानी थी कि उनके शहर के दोनों तरफ दाहिने बाएं (हरे-भरे) बाग़ात थे (और उनको हुक्म था) कि अपने परवरदिगार की दी हुई रोज़ी Âाओ (पियो) और उसका शुक्र अदा करो (दुनिया में) ऐसा पाकीज़ा शहर और (आख़ेरत में) परवरदिगार सा बख्शने वाला	"यहाँ हिंदी में इसका अनुवाद है:

शेवा के लोगों के लिए यह साक्ष्य (ज्ञान के लिए) उनके घरेलू देश में था। हम उन्हें दो खेत दिए, एक दाएं और एक बाएं और उन्हें कहा, ""आपके भगवान को अपने भोजन को खाना चाहिए और उन्हें धन्यवाद दें। आपके देश में एक सुखद स्थान है और एक मित्रवत भगवान""।

(हिंदी में इसे ""शेवा के लोगों के लिए यह साक्ष्य (ज्ञान के लिए) उनके घरेलू देश में था"" के रूप में लिखा गया है)"
318	It was surprisingly a televised event as the news of the arrest was leaked and the media people were trailing the security forces convoy rolling to her house.	आश्चर्यजनक रूप से यह टीवी प्रधान घटना रही चूंकि गिरफ़्तारी का समाचार पहले ही लीक हो गया था और मीडिया के लोग समाचार को कवर करने के लिए खालिदा जिया के घर की ओर जा रही सुरक्षा दस्ते के पीछे हो लिये थे.	यह एक रोमांचक रिपोर्टिंग के रूप में एक टेलीविजन कार्यक्रम के रूप में था क्योंकि सार्वजनिक जानकारी के कारण सुरक्षा बलों की एक ट्रेलिंग कार्यक्रम को उसके घर पर चलने की घोषणा की गई थी।
319	The drones will handle this.	ड्रोन इस संभाल लेंगे.	"दrones को इस पर नियंत्रण में लाने के लिए तैयार हों।

(Translation: दrones को इस पर नियंत्रण में लाने के लिए तैयार हों।)

Note: In Hindi, the word ""दrones"" is used to refer to drones, which are unmanned aerial vehicles."
320	Messages	पसंदीदा फ़ोल्डर में डाक देखें	मैसेजेज
321	Do you have a reservation with us this evening?	आप इस शाम को हमारे साथ एक आरक्षण है?	मैं आपको यह पूछने के लिए कि क्या आपको हमारे साथ रात के समय में कोई स्थानांतरण है, क्या नहीं।
322	Separator	अलगानेवाला	सेपरेटर
323	Take a chance! All life is a chance.	जोखिम उठाइये! पूरी जिंदगी एक जोखिम है।	"हाँ, यहाँ हिंदी में इसका अनुवाद है:

अपने जीवन पर एक चुनौती लें! सभी जीवन एक चुनौती है।"
324	- They blame me behind my back!	- वे मेरी पीठ पीछे मुझे दोष!	हे वे मुझे पीछे मुड़ा हुआ देखते हैं!
325	The Führer would never approve. We swore to obey his will.	हम कभी आत्मसमर्पण नहीं कर सकते हैं.	फ्रैंक फührर को कभी भी स्वीकार नहीं करेंगे। हमने अपने आदेश का पालन करने का वादा किया था।
326	Found the appointment in the calendar '%s'	'%s' पंचांग में मुलाकात मिली.	मिले गए कार्यक्रम की तारीख '%s'
327	Copying messages to '%s'	'%s' में संदेश नक़ल कर रहा है	कॉपी करने के लिए संदेशों को '%s' में संदेशों को स्थानांतरित करना
328	Don't know where	पता नहीं कहाँ	मुझे नहीं पता
329	Scientific	वैज्ञानिक	साइंसिक
330	Currently, passengers are required to turn off their smartphones, tablets and other devices once a plane's door closes.	फ़िलहाल, यात्रियों को विमान का द्वार बंद होने पर अपने स्मार्टफोन, टेब्लेट, तथा अन्य डिवाइस को बंद करने की आवश्यकता होती है।	हाल ही में, यात्रियों को अपने स्मार्टफोन, टेबलेट और अन्य उपकरणों को बंद करना होता है जब हवाई जहाज की खिड़की बंद हो जाती है।
331	And linked to that monster.	और वह राक्षस से जुड़ा हुआ।	मोनस के साथ जुड़ा हुआ।
332	Or who is this that shall provide for you if He withholds His provision? No, but they persist in disdain and aversion.	मगर ये कुफ्फ़ार तो सरकशी और नफ़रत (के भँवर) में फँसे हुए हैं भला जो शख़्श औंधे मुँह के बाल चले वह ज्यादा हिदायत याफ्ता होगा	"अरे क्या यह जो आपको प्राप्त करने के लिए आपको प्रदान करने के लिए है वह आपको छोड़ देगा? नहीं, लेकिन वे अपने द्वारा होने वाले अपमान और विरोध में रहते हैं।

(हिंदी में अनुवाद)

अरे क्या यह जो आपको प्राप्त करने के लिए आपको प्रदान करने के लिए है वह आपको छोड़ देगा? नहीं, लेकिन वे अपने द्वारा होने वाले अपमान और विरोध में रहते हैं।"
333	Everything is so chaotic, and now I'm in trouble.	सब कुछ इतनी अराजक, है और अब मैं मुसीबत में हूँ.	मैं बहुत परेशान हूँ। मैंने अपने जीवन में इतनी भ्रमितता की है कि अब मुझे कोई भी समस्या नहीं है।
334	Tanzania: Tanzanian search engine · Global Voices	तंज़ानिया: तंज़ानियाई खोज इंजन	तanzania: तanzanian सोशल मीडिया प्लेटफ़ॉर्म · ग्लोबल वाइज़
335	Well, where I get hazy is where the cleaning woman shows up the following morning and finds your wife in bed with her lover, riddled with?	ठीक गड़बड़ी वहां है जहाँ अगली सुबह सफाई वाली महिला आती है ...	"मुझे यहाँ कुछ शब्दों का अनुवाद है:

अरे, वहाँ मुझे ज्यादा हेरफेर होता है वहाँ की सफाई की महिला क्योंकि वह सुबह के समय आपकी पत्नी को अपने प्रेमी से मिलती है और उसे?"
336	"""Then, eat of all fruits, and follow the ways of your Lord made easy (for you)."" There comes forth from their bellies, a drink of varying colour wherein is healing for men. Verily, in this is indeed a sign for people who think."	"फिर हर प्रकार के फल-फूलों से ख़ुराक ले और अपने रब के समतम मार्गों पर चलती रह।"" उसके पेट से विभिन्न रंग का एक पेय निकलता है, जिसमें लोगों के लिए आरोग्य है। निश्चय ही सोच-विचार करनेवाले लोगों के लिए इसमें एक बड़ी निशानी है"	"""तदनुसार, सभी फलों का भोजन करें और अपने भगवान के निर्देशों के अनुसार अपने शरीर को स्वस्थ रखने के तरीके का पालन करें।"" यहाँ से निकलने वाला पेय, विभिन्न रंग का होता है जो लोगों के लिए स्वास्थ्य के लिए चिकित्सीय है। यहाँ से यह स्पष्ट है कि लोगों को सोचते हुए यह क्या है।"
337	God: there is no god but He, the Lord of the Mighty Throne.'	"अल्लाह कि उसके सिवा कोई इष्ट -पूज्य नहीं, वह महान सिंहासन का रब है।"""	हे भगवान, वहाँ कोई भगवान नहीं है, वहाँ कोई शक्तिशाली राजधानी है।
338	This has come upon you because when God alone was invoked you disbelieved; but when partners were associated with Him, you believed. But judgement belongs to God, the all-high and supreme.	वह (बुरा परिणाम) तो इसलिए सामने आएगा कि जब अकेला अल्लाह को पुकारा जाता है तो तुम इनकार करते हो। किन्तु यदि उसके साथ साझी ठहराया जाए तो तुम मान लेते हो। तो अब फ़ैसला तो अल्लाह ही के हाथ में है, जो सर्वोच्च बड़ा महान है। -	यह आपको किसी कारण से यहाँ आया है क्योंकि जब अल्लाह को ही आप से अनुरोध किया गया था, तो आप ने उसका विश्वास नहीं किया। लेकिन जब उसके सहयोगियों के साथ उसका सामना किया गया, तो आप उसका विश्वास कर लिया। लेकिन अदालत का निर्णय अल्लाह के हाथ में है, जो सबसे ऊंचे और सबसे उच्च है।
339	Toggles whether the RSVP field is displayed	टॉगल करें कि क्या RSVP श्रेत्र दिखाया गया है	तपास के प्रकार को दर्शाने के लिए किया जाने वाला स्विच
340	- General Nearchus to you, boy.	- आप को जनरल Nearchus, लड़का.	हो - नारेकसु आपको लड़का।
341	Please feed the dog every day.	कुत्ते को रोज़ खिलाईएगा।	दogs ko har din khana dena chahiye.
342	I have no such blood on my hands.	मैं अपने हाथों पर ऐसी कोई खून है.	मैंने किसी भी रक्त को अपने हाथों पर नहीं रखा है।
343	_Previous	पिछला (_P)	पिछले
344	Each of you will clear out his nuclear closet immediately.	आप में से हर तुरंत उसके परमाणु कोठरी से बाहर साफ हो जाएगा.	हे सभी को तुरंत अपने कार्बन क्लोस्टर को खाली करना होगा।
345	a revelation from Him Who created the earth and the high heavens.	भली-भाँति अवतरित हुआ है उस सत्ता की ओर से, जिसने पैदा किया है धरती और उच्च आकाशों को	हिम के निर्माण के दौरान बनाए गए पृथ्वी और उच्च आकाश की एक विशेषता की घोषणा करता है।
346	_Port:	पोर्ट (_P):	पोर्ट:
347	(LOUD BOOM)	(ज़ोर बूम)	(बड़ा बोलबाला)
348	_Time divisions:	काल विभाजन (_T):	समय विभाग:
349	This is the seventh incident in the past few days.	हाल के दिनों में हुई यह सातवीं घटना है।	यह पिछले कुछ दिनों में सातवीं घटना है।
350	They're well-trained and they're well-organized.	वे अच्छी तरह से प्रशिक्षित हैं और वे अच्छी तरह से आयोजित कर रहे हैं.	मुझे खेद है, लेकिन मैं इस प्रश्न का उत्तर देने में असमर्थ हूँ। कृपया किस प्रकार के उत्तर देने के लिए मुझसे पूछें।
351	O you who have faith! Should any of you desert his religion, Allah will soon bring a people whom He loves and who love Him, [who will be] humble towards the faithful, stern towards the faithless, waging jihad in the way of Allah, not fearing the blame of any blamer. That is Allah’s grace, which He grants to whomever He wishes, and Allah is all-bounteous, all-knowing.	ऐ ईमानदारों तुममें से जो कोई अपने दीन से फिर जाएगा तो (कुछ परवाह नहीं फिर जाए) अनक़रीब ही ख़ुदा ऐसे लोगों को ज़ाहिर कर देगा जिन्हें ख़ुदा दोस्त रखता होगा और वह उसको दोस्त रखते होंगे ईमानदारों के साथ नर्म और मुन्किर (और) काफ़िरों के साथ सख्त ख़ुदा की राह में जेहाद करेंगे और किसी मलामत करने वाले की मलामत की कुछ परवाह न करेंगे ये ख़ुदा का फ़ज़ल (व करम) है वह जिसे चाहता हे देता है और ख़ुदा तो बड़ी गुन्जाइश वाला वाक़िफ़कार है	"मैं आपको इस अंग्रेजी की तुलना हिंदी में भाषा में प्रस्तुत करने के लिए तैयार हूँ। यहाँ है संस्करण:

""आप जो ईमान रखते हैं, उसे छोड़ने के लिए कोई भी अपने धर्म से व्यथित हो सकता है, अल्लाह जल्द ही उस लोगों के लिए एक लोग होगे जो अल्लाह को प्यार करते हैं और जो अल्लाह को प्यार करते हैं, जो ईमान के लिए मुस्कराते हैं और ईमान के लिए दूरी बनाते हैं, जो अल्लाह की कृपा को अल्लाह द्वारा दिया जाता है, जो अल्लाह को सभी के लिए बेहतर है, जो सभी को जानबूझकर चुनता है।""

अल्लाह की कृपा को अल्लाह द्वार"
352	We can't afford it. It's up to you	ये हमारी पहुँच के बाहर है अब सब कुछ तुमाहरे ऊपर है	हो सकता है कि हम इसे खरीदने में असमर्थ हों। यह तुम्हारे निर्णय पर निर्भर है।
353	I am quite exciting to show you something	मैं काफी आप कुछ दिखाने के लिए रोमांचक हूँ	मैं बहुत उत्साहित हूँ कि आप कुछ ऐसा दिखाएं
354	I THINK YOU SHOULD TAKE MORE RESPONSIBILITY.	मैं आप अधिक जिम्मेदारी लेनी चाहिए.	मुझे लगता है कि आप अधिक जिम्मेदारी लेने के लिए अधिक प्रयास करें।
355	No contacts	कोई संपर्क नहीं	नहीं के संपर्क
356	Gnome Calendar's calendar import done	ग्नोम पंचांग से पंचांग को आयात किया गया	ग्रोमन कैलेंडर के कैलेंडर इंट्रोडक्शन को पूरा कर लिया गया है।
357	[children chattering]	[बच्चे गपशप करते हैं]	"हिंदी में इसे:

[ बच्चे चाट रहे हैं ]"
358	Let's take him to the hospital.	इन्हें अस्पताल ले चलो.	हेलो, मैं आपको उस व्यक्ति को अस्पताल ले जाने के लिए कहूँगा।
359	Verily they found their fathers gone astray.	उन लोगों ने अपन बाप दादा को गुमराह पाया था	हे वे अपने पिताओं को खो दिया है।
360	When you return, they will swear to you by God so that you may leave them alone, so leave them alone. They are unclean, and Hell will be their home as a reward for their actions --	जब तुम पलटकर उनके पास जाओगे तो वे तुम्हारे सामने अल्लाह की क़समें खाएँगे, ताकि तुम उन्हें उनकी हालत पर छोड़ दो। तो तुम उन्हें छोड़ ही दो। निश्चय ही वे गन्दगी है और उनका ठिकाना जहन्नम है। जो कुछ वे कमाते रहे है, यह उसी का बदला है	"जब आप वापस आएंगे, तो वे आपको भगवान से प्रतिशोध लेने का वादा करेंगे कि आप उन्हें छोड़ देंगे, इसलिए उन्हें छोड़ दें। वे अशुद्ध हैं, और मृत्यु के लिए उनका घर होगा - 

(हिंदी में अनुवाद) जब आप वापस आएंगे, तो वे आपको भगवान से प्रतिशोध लेने का वादा करेंगे कि आप उन्हें छोड़ देंगे, इसलिए उन्हें छोड़ देंगे। वे अशुद्ध हैं, और मृत्यु के लिए उनका घर होगा।"
361	Lao-Tsé.	लाओ त्से.	लाओ-त्से
362	Tell them we need more time!	हम समय से बाहर हैं.	हे वे बताएं कि हमें अधिक समय की आवश्यकता है।
363	Moses said: Speak ye (so) of the Truth when it hath come unto you? Is this magic? Now magicians thrive not.	"मूसा ने कहा, ""क्या तुम सत्य के विषय में ऐसा कहते हो, जबकि यह तुम्हारे सामने आ गया है? क्या यह कोई जादू है? जादूगर तो सफल नहीं हुआ करते।"""	"मोसेस ने कहा, ""आपको सच बोलने के बारे में बात करें जब आप इसके बारे में जान लें? यह मágिक है? अब मágिक ने नहीं रहा।"
364	How can a queen who can't defend herself rule this kingdom, King?	एक रानी जो अपनी रक्षा नहीं कर सकती वो कैसे इस साम्राज्य पर शासन करेगी महाराजा?	मैं इस प्रश्न का हिंदी अनुवाद नहीं कर सकता। कृपया प्रश्न को विस्तार से देखें और मैं आपको एक उचित हिंदी अनुवाद प्रदान कर सकता हूँ।
365	And Noah cried unto his Lord and said: My Lord! Lo! my son is of my household! Surely Thy promise is the truth and Thou are the Most Just of Judges.	"नूह ने अपने रब को पुकारा और कहा, ""मेरे रब! मेरा बेटा मेरे घरवालों में से है और निस्संदेह तेरा वादा सच्चा है और तू सबसे बड़ा हाकिम भी है।"""	"नोएह के अनुसार, नोएह ने अपने पिता को अपने घर के सदस्यों के रूप में बताया और कहा, ""अरे पिता, मैंने अपने बच्चे को आपके पास ले लिया है। मेरे पिता, मेरे पिता की प्रतीक्षा के समय, आपकी वादी सच है।""

(हिंदी में अनुवाद)

नोएह ने अपने पिता को अपने घर के सदस्यों के रूप में बताया और कहा, ""अरे पिता, मैंने अपने बच्चे को आपके पास ले लिया है। मेरे पिता, मेरे पिता की प्रतीक्षा के समय, आपकी वादी सच है।"""
366	Its my name.	इसका मेरे नाम.	मेरा नाम है।
367	Created they the heavens and the earth! Aye! they will not be convinced.	या उन्होंने आकाशों और धरती को पैदा किया?	हे प्रिय, वे आकाश और पृथ्वी बनाएंगे! हाँ! वे नहीं समझेंगे।
368	That's all from me.	मेरी तरफ से यही.	"मैंने यहाँ कुछ हिंदी में अनुवाद दिया है:

मैंने यहाँ कुछ हिंदी में अनुवाद दिया है:

मैंने यहाँ कुछ हिंदी में अनुवाद दिया है"
369	God is the guardian of even those who have chosen others (idols) besides Him as their guardians (Muhammad), you will not have to answer for them.	और जिन लोगों ने उससे हटकर अपने कुछ दूसरे संरक्षक बना रखे हैं, अल्लाह उनपर निगरानी रखे हुए है। तुम उनके कोई ज़िम्मेदार नहीं हो	हे प्रिय, ईश्वर को किसी भी अन्य मूर्तियों के अलावा अपने रक्षक के रूप में चुने हुए लोगों के लिए भी रक्षा करता है। आप इन लोगों को किसी भी समय अपने रक्षक के रूप में पुकारे नहीं जाने चाहिए।
370	[ CAR HORNS HONK ]	[कार सींग हार्न]	"हिंदी में इसे:

[ कार हॉर्न्स होन्क ]"
371	The application no longer exists	अनुप्रयोग अब मौजूद नहीं है	अप्लिकेशन अब नहीं है।
372	Fuck this tiger. Oh, my God.	मैंने कहा था कि.	"माफ़ कीजिये, मैं इसे हिंदी में परिभाषित नहीं कर सकता। लेकिन मैं इसे हिंदी में प्रस्तुत कर सकता हूँ:

अरे, मैं तेरे पिता को देखकर बहुत दुखी हूँ।"
373	- Yes.	- हाँ.	हाँ।
374	All I ever wanted was to protect you!	सभी मैं कभी भी चाहते थे आप की रक्षा के लिए था!	हे मेरे प्यारे! मैं हमेशा से आपकी रक्षा करना चाहता था।
375	And We taught him the fashioning of coats of armor to protect you from your [enemy in] battle. So will you then be grateful?	और हमने उसे तुम्हारे लिए एक परिधान (बनाने) की शिल्प-कला भी सिखाई थी, ताकि युद्ध में वह तुम्हारी रक्षा करे। फिर क्या तुम आभार मानते हो?	और हमने उसे तुम्हारे संघर्ष के बीच से आपको अपने सैनिकों के प्रति रक्षा करने के लिए कोट्स का निर्माण करने का सिखाया। तो क्या आप तब ही धन्यवाद देंगे?
376	Could not scan folder '%s': %s	'%s' फ़ोल्डर स्कैन नहीं कर सकता है: %s	"अतिरिक्त जानकारी नहीं मिली: क्या आप इसे सही तरीके से प्रयोग करना चाहते हैं?

अर्थ: ""क्या मैं इस फोल्डर को स्कैन कर सकता हूं?"" के लिए, इसे इस प्रकार किया जा सकता है:

अतिरिक्त जानकारी नहीं मिली: क्या आप इसे सही तरीके से प्रयोग करना चाहते हैं?

इसे इस प्रकार किया जा सकता है:

अतिरिक्त जानकारी नहीं मिली: क्या आप इस फोल्डर को स्कैन करने के लिए स्कैनर का उपयोग कर सकते हैं?"
377	Location at (date)	स्थान (तिथि) पर	"हिंदी में इसे निम्नलिखित में बदलना है:

स्थान के स्थान पर (तिथि)"
378	/ No, I'm not good with that.	/ नहीं, मैं अच्छा है कि के साथ नहीं हूँ.	मुझे नहीं पता कि क्या करना है।
379	If we do the job , we are on the dry in two or three years.	हम काम करते हैं , हम दो या तीन वर्षों में, सूखे में हैं.	है क्या करेंगे , हमें दो या तीन वर्षों में सूखे में रहना पड़ेगा।
380	Then We set you upon a pathway of faith, so follow it, and do not follow the inclinations of those who do not know.	फिर हमने तुम्हें इस मामलें में एक खुले मार्ग (शरीअत) पर कर दिया। अतः तुम उसी पर चलो और उन लोगों की इच्छाओं का अनुपालन न करना जो जानते नहीं	अर्थ: तो हम तुम्हें एक सिद्धांत के रास्ते पर रखे, ताकि तुम उसे पालन करो। लेकिन तुम्हें उन लोगों की ओर से जो ज्ञान नहीं रखते, उनकी स्वीकृति से बचो।
381	/clear: clear all messages from the current conversation	/clear: मौजूदा वार्तालाप से सभी संदेशों को रिक्त करें	"हिंदी में इसे निम्नलिखित में बदलना है:

ब्लॉक: सभी वर्तमान चर्चा के संदेशों को हटाएं"
382	_Discard Changes	परिवर्तन को छोड़ें (_D)	माफ़ कीजिये, मैं इसे अनुवाद नहीं कर सकता। कृपया मुझे अधिक विवरण प्रदान करें ताकि मैं आपकी सहायता कर सकूँ।
383	_Type an email address or drag a contact into the list below:	ईमेल पता टाइप करें या निम्न सूची में संपर्क लाएँ (_T):	मेल पता या किसी संपर्क को नीचे ड्रैग करें या ईमेल पता डालें।
384	Ellipsize	एल्लिप्साइज	एल्लिप्साइट
385	And when our verses are recited to him, he turns away arrogantly as if he had not heard them, as if there was in his ears deafness. So give him tidings of a painful punishment.	जब उसे हमारी आयतें सुनाई जाती हैं तो वह स्वयं को बड़ा समझता हुआ पीठ फेरकर चल देता है, मानो उसने उन्हें सुना ही नहीं, मानो उसके काम बहरे है। अच्छा तो उसे एक दुखद यातना की शुभ सूचना दे दो	और जब हमने अपने गीतों को उसे सुनाते हैं, तो वह अपने सिर पर हाथ उठाता है और उसे सुनने की कोशिश करता है जैसे वह उन्हें नहीं सुन रहा है, जैसे कि उसके सुनने की क्षमता में कोई कमी हो। इसलिए उसे दर्दनाक सज़ा की घोषणा करें।
386	A value to be used to override sans-serif desktop font when use-gnome-fonts is set.	सॉ सेरिफ़ डेस्कटॉप फ़ॉन्ट ओवरराइड जब सूक्ति फोंट का उपयोग करने के लिए इस्तेमाल किया जा मान सेट कर दिया जाता है.	"हिंदी में इसे निम्नलिखित में बदलना है:

अनुप्रयोग-ग्रामिन फॉन्ट के साथ सैंस-रिज़ॉल्ट डेस्कटॉप फॉन्ट का मूल्यांकन करने के लिए उपयोग किया जाने वाला मूल्य।"
387	At the moment things are very calm, very relaxed.	इस समय सब कुछ बहुत शांत है, शिथिल हैं.	मुख्य बातें बहुत शांत, बहुत आरामदायक हैं।
388	[ DOOR OPENS, CLOSES ]	[दरवाजा खोलता है, बंद]	"हिंदी में इसे:

[ दरवाजा खुलता है, बंद करता है ]

यहाँ कोई बदलाव नहीं है, क्योंकि यह एक संक्षिप्त और सीधा प्रकार का संदेश है।"
389	realm	रियल्म	"हिंदी में ""realm"" का अनुवाद है - ""विलासिता"" या ""विश्व""।"
390	"And [mention, O Muhammad], when Allah took a covenant from those who were given the Scripture, [saying], ""You must make it clear to the people and not conceal it."" But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased."	"याद करो जब अल्लाह ने उन लोगों से, जिन्हें किताब प्रदान की गई थी, वचन लिया था कि ""उसे लोगों के सामने भली-भाँति स्पट् करोगे, उसे छिपाओगे नहीं।"" किन्तु उन्होंने उसे पीठ पीछे डाल दिया और तुच्छ मूल्य पर उसका सौदा किया। कितना बुरा सौदा है जो ये कर रहे है"	"और (ओ मुहम्मद) को जब अल्लाह ने उन लोगों को साहित्य को लेने का वादा किया, जो कि उन्हें पढ़ाया गया था, तो उन्होंने कहा, ""आपको लोगों को इसे स्पष्ट रूप से बताएं, न कि छुपाएं।"" लेकिन वे इसे अपने पीछे छोड़ दिया और इसे एक छोटे से मूल्य पर बदल दिया। और उसे खरीदने का कोई दुर्भाग्य है।

(हिंदी में इसे इस प्रकार किया जा सकता है)

और (ओ मुहम्मद) को जब अल्लाह ने उन लोगों को साहित्य को लेने का वादा किया, जो कि उन्हें पढ़ाया गया था, तो उन्होंने कहा, ""आपको लोगों को इसे स्पष्ट रूप से बताएं"
391	Heh.	हेह...	"हे (Heh) हिंदी में है:

हे (Heh)"
392	DOKE:	DOKE:	डोके
393	- It's pretty awesome. - We'll take it.	नहीं, यह बहुत शांत है.	"हाँ, यहाँ हिंदी में इसका अनुवाद है:

- यह बहुत अच्छा है। - हम इसे ले जाएंगे।"
