	Source_Dialogue	Reference	MT
111	After that, surely, you will die.	फिर तुम अवश्य मरनेवाले हो	"Text after translation from English to Hindi:
After that, you will die."
112	[man speaking native language]	[पुरुष अपनी मातृभाषा में बोल रहा है]	"Translation:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]

Text:
[man speaking native language]"
113	#As the earth turns and the summer's all gone#	# दिखाएँ # पर चला जाता है पृथ्वी बदल जाता है और गर्मियों के सभी # रूप में चला गया	"Translation:
#As the earth turns and the summer's all gone#"
114	Do they wait for any thing but the Hour (of change), that it may come upon them suddenly? Its signs have already appeared. How then will they be warned when it has come upon them?	तो क्या ये लोग बस क़यामत ही के मुनतज़िर हैं कि उन पर एक बारगी आ जाए तो उसकी निशानियाँ आ चुकी हैं तो जिस वक्त क़यामत उन (के सर) पर आ पहुँचेगी फिर उन्हें नसीहत कहाँ मुफीद हो सकती है	"Translation:
The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into Hindi.

The English text is translated into"
115	"""In rhapsody that day As a whiplash today"""	"""धुन में उस दिन एक चोट आज के रूप में"""	"Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
""Today, today, today, today.""

Translation:
"""
116	Start date invalid.	आरंभिक तारीख अवैध है.	"Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid.

Text:
Start date invalid."
117	"William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked google as a foreign / alien company (zh)."	"विलियम लाँग ने गूगल और बायडू द्वारा निर्मित कुछ पैरोडी विडियो पोस्ट किये हैं जिनमें गूगल ने बायडू को ""हंड्रेड पॉयज़न"" यानि ज़हरीला पुकारा तो बायडू ने गूगल को विदेशी बाहरी कंपनी कह कर चिढ़ाया।"	"Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company (zh).

Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company (zh).

Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company (zh).

Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company (zh).

Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company (zh).

Translation:
William Long posted some spoofing videos produced by Google and Baidu, in which, Google called Baidu ""hundred poisons"" and Baidu mocked Google as a foreign / alien company ("
118	It's not a rat!	यह एक चूहा नहीं है!	It's not a rat!
119	Unicode (UTF-3_2 LE)	यूनिकोड (UTF-3_2 LE)	"Translation:
English Text"
120	I left the apartment this morning so mad.	मैं आज सुबह तो पागल घर छोड़ दिया.	"I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the apartment this morning so mad.

Text:
I left the"
121	It is Allah Who made out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from your (mutual) violence. Thus does He complete His favours on you, that ye may bow to His Will (in Islam).	और अल्लाह ने तुम्हारे लिए अपनी पैदा की हुई चीज़ों से छाँवों का प्रबन्ध किया और पहाड़ो में तुम्हारे लिए छिपने के स्थान बनाए और तुम्हें लिबास दिए जो गर्मी से बचाते है और कुछ अन्य वस्त्र भी दिए जो तुम्हारी लड़ाई में तुम्हारे लिए बचाव का काम करते है। इस प्रकार वह तुमपर अपनी नेमत पूरी करता है, ताकि तुम आज्ञाकारी बनो	"Translation:
It is Allah Who created out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from violence.

Translation:
It is Allah Who created out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from violence.

Translation:
It is Allah Who created out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from violence.

Translation:
It is Allah Who created out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from violence.

Translation:
It is Allah Who created out of the things He created, some things to give you shade; of the hills He made some for your shelter; He made you garments to protect you from heat, and coats of mail to protect you from violence.

Translation"
122	CSV Import Filter for KSpread	केस्प्रेड के लिए सीएसवी आयात फ़िल्टरName	CSV Import Filter for KSpread
123	To this he himself shall bear witness.	और निश्चय ही वह स्वयं इसपर गवाह है!	To this he himself shall bear witness.
124	Say, “Who is it who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.	(ऐ रसूल) तुम उनसे कह दो कि अगर खुदा तुम्हारे साथ बुराई का इरादा कर बैठे तो तुम्हें उसके (अज़ाब) से कौन ऐसा है जो बचाए या भलाई ही करना चाहे (तो कौन रोक सकता है) और ये लोग खुदा के सिवा न तो किसी को अपना सरपरस्त पाएँगे और न मद्दगार	"Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God, they will find for themselves neither friend nor helper.

Translation:
Say, “Who will shield you from God, if He intends adversity for you, or intends mercy for you?” Besides God,"
125	How does a tiger get in the bathroom?	कैसे एक शेर में प्राप्त करता है बाथरूम?	"Translation:
A tiger gets into the bathroom.

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a tiger get inside the bathroom?

Text:
How does a"
126	“%s” Properties	“%s” गुण	"Translation:
“%s” Properties"
127	Is a watchtower.	यह गुम्मट है.	I think the text is a watchtower.
128	If only he could have given me a child.	काश वह मुझे एक बच्चा दिया होता.	"Translation:
If only he could have given me a child.

Text:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Text:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Text:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Text:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only he could have given me a child.

Translation:
If only"
129	My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.	"""ऐ मेरे बेटे! नमाज़ का आयोजन कर और भलाई का हुक्म दे और बुराई से रोक और जो मुसीबत भी तुझपर पड़े उसपर धैर्य से काम ले। निस्संदेह ये उन कामों में से है जो अनिवार्य और ढृढसंकल्प के काम है"	"Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from doing evil. Be patient in hardship. Patience comes from faith and determination.

Translation:
My son, be steadfast in prayer. Make others do good. Prevent them from"
130	Shut up, Alan.	/ अच्छा है. वह सिर्फ भूखा था.	"Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up, Alan.

Shut up,"
131	We made our pledge to the Führer.	हमने फ्यूरर के लिए प्रतिज्ञा ली है.	"Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made our pledge to the Führer.

Translation:
We made our pledge to the Führer.

Text:
We made"
132	_Save Draft	मसौदा सहेजें (_S)	Save Draft
133	Size	आकार	Size
134	General	सामान्य	"Translation:
General"
135	We're on our way to the basement.	हम हमारे तहखाने की तरफ जा रहे हैं.	We're on our way to the basement.
136	The packed out venue last night attests to this, as does the fact that finalists and interested parties flew in from around the country to be there.	भीड़ से सराबोर समारोह स्थल तथा देश भर से आए हुए अंतिम दौर के प्रतिभागी व इसमें रुचि रखने वाले चिट्ठाकार इस बात के गवाह हैं.	"Translation:
The packed out venue last night attended to this, as does the fact that finalists and interested parties flew in from around the country to be there.

English Translation:
The packed out venue last night attended to this, as does the fact that finalists and interested parties flew in from around the country to be there.

Hindi En:
The packed out venue last night attended to this, as does the fact that finalists and interested parties flew in from around the country to be there.

English Translation:
The packed out venue last night attended to this, as does the fact that finalists and interested parties flew in from around the country to be there.

Hindi En:
The packed out venue last night attended to this, as does the fact that finalists and interested parties flew in from around the country to be there.

Today Date: 12 May 2026"
137	And they forgive you because you make them proud of themselves.	और आप खुद के बारे में उन्हें गर्व करते हैं क्योंकि वे तुम्हें माफ.	"Translation:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they forgive you because you make them proud of themselves.

Text:
And they"
138	These grapes are so sour that I can't eat them.	ये अंगूर इतने खट्टे हैं कि मुझसे खाए नहीं जा रहे।	"Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes are so sour that I can't eat them.

Translation:
These grapes"
139	Two suits for dry-clean and a bag of whatnot.	- दो सूट ड्राई-क्लीन के लिए और जो-सो का एक बैग. - हां, महोदय.	"Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and a bag of whatnot.

English Translation:
Two suits for dry-clean and a bag of whatnot.

Hindi Translation:
Two suits for dry-clean and"
140	In that old rust bucket of yours?	तुम मेरे लिए रक्षा चलाने वाला आदमी है जो कर रहे हैं?	"Translation:
In that old rusty bucket of yours?

Text:
In that old rusty bucket of yours?

Text:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Text:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty bucket of yours?

Translation:
In that old rusty"
141	God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.	निश्चय ही अल्लाह उन लोगों को जो ईमान लाए और उन्होंने अच्छे कर्म किए ऐसे बागों में दाख़िल करेगा जिनके नीचे नहरें बह रही होंगी। रहे वे लोग जिन्होंने इनकार किया, वे कुछ दिनों का सुख भोग रहे है और खा रहे है, जिसे चौपाए खाते है। और आग उनका ठिकाना है	"Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.

Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.

Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.

Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.

Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat; and the Fire shall be their lodging.

Translation:
God shall surely admit those who believe and do righteous deeds into gardens underneath which rivers flow. As for the unbelievers, they take their enjoyment and eat as cattle eat;"
142	What's happened?	क्या हुआ?	"Translation:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's happened?

Text:
What's"
143	- ( gunshot )	- (गोली)	"Translation:
- (gun)"
144	_Save Draft	मसौदा सहेजें (_S)	Save Draft
145	Yes, but now you are the problem.	हाँ, लेकिन अब आप समस्या हैं .	"Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes, but now you are the problem.

Text:
Yes"
146	Your emails	raviratlami@ aol. in	"Translation:
Your emails"
147	"(Muhammad), tell him, ""He who gave them life in the first place will bring them back to life again. He has the best knowledge of all creatures."	"कह दो, ""उनमें वही जाल डालेगा जिसने उनको पहली बार पैदा किया। वह तो प्रत्येक संसृति को भली-भाँति जानता है"	"Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again. He has the best knowledge of all creatures.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them life in the first place will bring them back to life again.""

Translation:
Muhammad, tell him, ""He who gave them"
148	♪ I've always held on to ♪	♪ मैं हमेशा पर आयोजित है ♪	"Translation:
 I've always held on to ♪"
149	Formatting disc	डिस्क संरूपित कर रहा है	Formatting disc
150	Hello?	हैलो?	Hello!
151	Yeah.	हाँ.	"I'll provide the translation.

Text:
Yeah.

Text"
152	What happened when you attacked here?	- आप एक पाते हैं?	"Translation:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened when you attacked here?

Text:
What happened"
153	Text	पाठ	"Translation:

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation

Translation"
154	Luckily, I had a soft landing.	सौभाग्य से, मैं एक नरम लैंडिंग था.	"Translation:
I had a soft landing.

Text:
I had a soft landing.

Translation:
I had a soft landing.

Text:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing.

Translation:
I had a soft landing."
155	Do you--do you know what this is?	आप क्या - क्या तुम यह क्या है जानते हो?	"Translation:
Do you know what this is?"
