	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
352	352	352	We can't afford it. It's up to you	ये हमारी पहुँच के बाहर है अब सब कुछ तुमाहरे ऊपर है	इसका पैसा नहीं रख सकते हैं. तुम्हें इसके लिए तैयार होना होगा
353	353	353	I am quite exciting to show you something	मैं काफी आप कुछ दिखाने के लिए रोमांचक हूँ	मैं आपको कुछ ऐसा दिखाने में उत्साहित हूँ
354	354	354	I THINK YOU SHOULD TAKE MORE RESPONSIBILITY.	मैं आप अधिक जिम्मेदारी लेनी चाहिए.	मुझे लग रहा है कि तुम अधिक जिम्मेदारी लेने के लिए तैयार हो!
355	355	355	No contacts	कोई संपर्क नहीं	नहीं के
356	356	356	Gnome Calendar's calendar import done	ग्नोम पंचांग से पंचांग को आयात किया गया	ग्रोमन कैलेंडर का कैलेंडर इंपोर्ट कर दिया
357	357	357	[children chattering]	[बच्चे गपशप करते हैं]	[लोग चाटते हुए]
358	358	358	Let's take him to the hospital.	इन्हें अस्पताल ले चलो.	चलो उसे अस्पताल ले जाएँगे।
359	359	359	Verily they found their fathers gone astray.	उन लोगों ने अपन बाप दादा को गुमराह पाया था	सच में उन्होंने अपने पिताजी को भागने के लिए देखा।
360	360	360	When you return, they will swear to you by God so that you may leave them alone, so leave them alone. They are unclean, and Hell will be their home as a reward for their actions --	जब तुम पलटकर उनके पास जाओगे तो वे तुम्हारे सामने अल्लाह की क़समें खाएँगे, ताकि तुम उन्हें उनकी हालत पर छोड़ दो। तो तुम उन्हें छोड़ ही दो। निश्चय ही वे गन्दगी है और उनका ठिकाना जहन्नम है। जो कुछ वे कमाते रहे है, यह उसी का बदला है	जब तुम वापस आएगो तो वे तुम्हें गोद के स्वोर के रूप में कहेंगे कि तुम उन्हें अल्पसंख्या में छोड़ो , तुम उन्हें अल्पसंख्या में छोड़ो. वे अशुद्ध हैं, और हिला हुई दुनिया में वे उनकी घर होंगी , जो उनकी कार्यों के लिए हिला हुई दुनिया का पुरस्कार होगा
361	361	361	Lao-Tsé.	लाओ त्से.	लाओ-ट्सé.
362	362	362	Tell them we need more time!	हम समय से बाहर हैं.	बकवाइयों को बताएं कि हमें समय की ज़रूरत है!
363	363	363	Moses said: Speak ye (so) of the Truth when it hath come unto you? Is this magic? Now magicians thrive not.	"मूसा ने कहा, ""क्या तुम सत्य के विषय में ऐसा कहते हो, जबकि यह तुम्हारे सामने आ गया है? क्या यह कोई जादू है? जादूगर तो सफल नहीं हुआ करते।"""	मोसेस ने कहा: आपने ज्ञान की बात सुनी है जब तुम्हें आई है? यह क्या मagic है? अब मगिकों का कोई राज्य नहीं है।
364	364	364	How can a queen who can't defend herself rule this kingdom, King?	एक रानी जो अपनी रक्षा नहीं कर सकती वो कैसे इस साम्राज्य पर शासन करेगी महाराजा?	रानी जो अपनी रक्षा नहीं कर सकती कैसे राज्य को सुरक्षित कर सकती है?
365	365	365	And Noah cried unto his Lord and said: My Lord! Lo! my son is of my household! Surely Thy promise is the truth and Thou are the Most Just of Judges.	"नूह ने अपने रब को पुकारा और कहा, ""मेरे रब! मेरा बेटा मेरे घरवालों में से है और निस्संदेह तेरा वादा सच्चा है और तू सबसे बड़ा हाकिम भी है।"""	और नोएह क्रियामलि ने अपने लोभी को संवादित और कहा: मेर लोभी! नोएह! नोएह! मेरा यह वचन सही है और तुम्हारी यह वचन सही है कि तुम सबसे न्यायी हो।
366	366	366	Its my name.	इसका मेरे नाम.	मेरा नाम है।
367	367	367	Created they the heavens and the earth! Aye! they will not be convinced.	या उन्होंने आकाशों और धरती को पैदा किया?	उन्होंने आकाश और पृथ्वी बनाई है! हाँ! उन्हें समझाने की कोशिश नहीं होगी।
368	368	368	That's all from me.	मेरी तरफ से यही.	मैं कहाँ जा रही हूँ।
369	369	369	God is the guardian of even those who have chosen others (idols) besides Him as their guardians (Muhammad), you will not have to answer for them.	और जिन लोगों ने उससे हटकर अपने कुछ दूसरे संरक्षक बना रखे हैं, अल्लाह उनपर निगरानी रखे हुए है। तुम उनके कोई ज़िम्मेदार नहीं हो	हे पूजा करने वाले लोगों के अलावा भी है जो कि आप अपने लिए भगवान के बजाय उनके पीठ पर रखेंगे (देवी-देवताएं) हैं (मुहम्मद), ऐसे लोगों के लिए आपको उनके लिए प्रतिकूल कार्य नहीं करने होंगे।
370	370	370	[ CAR HORNS HONK ]	[कार सींग हार्न]	[ कार हॉर्न होंक ]
371	371	371	The application no longer exists	अनुप्रयोग अब मौजूद नहीं है	ऑप्शनली अब ही है
372	372	372	Fuck this tiger. Oh, my God.	मैंने कहा था कि.	इस टाइगर से फ़ुक्टा करना।हूँ, मैंGod से हूँ।
373	373	373	- Yes.	- हाँ.	जी हाँ।
374	374	374	All I ever wanted was to protect you!	सभी मैं कभी भी चाहते थे आप की रक्षा के लिए था!	मेरा एकमात्र इरादा तुम्हारी सुरक्षा करना था!
375	375	375	And We taught him the fashioning of coats of armor to protect you from your [enemy in] battle. So will you then be grateful?	और हमने उसे तुम्हारे लिए एक परिधान (बनाने) की शिल्प-कला भी सिखाई थी, ताकि युद्ध में वह तुम्हारी रक्षा करे। फिर क्या तुम आभार मानते हो?	और हमने उसे तोपों से आपको लड़ाई में सुरक्षित करने के लिए कोट्स बनाने का तरीका सिखाया ताकि आप अपने लिए भी खुश हों?
376	376	376	Could not scan folder '%s': %s	'%s' फ़ोल्डर स्कैन नहीं कर सकता है: %s	इस फ़ोल्डर स्कैन करने के लिए कोई स्कैनर नहीं है: '%s'
377	377	377	Location at (date)	स्थान (तिथि) पर	स्थान (देटा)
378	378	378	/ No, I'm not good with that.	/ नहीं, मैं अच्छा है कि के साथ नहीं हूँ.	नहीं, मैं उसे करने में अच्छा नहीं हूँ।
379	379	379	If we do the job , we are on the dry in two or three years.	हम काम करते हैं , हम दो या तीन वर्षों में, सूखे में हैं.	यदि हम करते हैं तो हमें कुछ सालों में सूखे में पड़ते हैं।
380	380	380	Then We set you upon a pathway of faith, so follow it, and do not follow the inclinations of those who do not know.	फिर हमने तुम्हें इस मामलें में एक खुले मार्ग (शरीअत) पर कर दिया। अतः तुम उसी पर चलो और उन लोगों की इच्छाओं का अनुपालन न करना जो जानते नहीं	तदनुसार हमने तुम्हें ईमानदारी से पाठ्यज्ञान दिया है, तो उसे पालना शुरू करो, और उन लोगों से पीछे होने का प्रयास न करो जो ज्ञान के बिना नहीं जानते हैं।
381	381	381	/clear: clear all messages from the current conversation	/clear: मौजूदा वार्तालाप से सभी संदेशों को रिक्त करें	/दलचसपा: वर्तमान चर्चा के सभी संदेशों को हटा दें
382	382	382	_Discard Changes	परिवर्तन को छोड़ें (_D)	चाहे किसी भी बदलाव को हटा दें
383	383	383	_Type an email address or drag a contact into the list below:	ईमेल पता टाइप करें या निम्न सूची में संपर्क लाएँ (_T):	ईमेल पता या नीचे दिए गए सूची में एक संपर्क करें:
384	384	384	Ellipsize	एल्लिप्साइज	इलिप्सीज़ करना
385	385	385	And when our verses are recited to him, he turns away arrogantly as if he had not heard them, as if there was in his ears deafness. So give him tidings of a painful punishment.	जब उसे हमारी आयतें सुनाई जाती हैं तो वह स्वयं को बड़ा समझता हुआ पीठ फेरकर चल देता है, मानो उसने उन्हें सुना ही नहीं, मानो उसके काम बहरे है। अच्छा तो उसे एक दुखद यातना की शुभ सूचना दे दो	और जब हम उनका चितारा करते हैं, तो उन्होंने असम्मानजनक रूप से देखा है और यह देख सकते हैं कि उनकी आंखों में बिना सुने की तरह त्रासद है । तो उन्हें दर्द की खबर दें ।
386	386	386	A value to be used to override sans-serif desktop font when use-gnome-fonts is set.	सॉ सेरिफ़ डेस्कटॉप फ़ॉन्ट ओवरराइड जब सूक्ति फोंट का उपयोग करने के लिए इस्तेमाल किया जा मान सेट कर दिया जाता है.	सेन्सर-रीज़र फ़ॉन्ट जब उपयोग-ज़मीनी-रीज़र फ़ॉन्ट को लगाया जाता है तो उसे परिवर्तित करने के लिए इस्तेमाल किया जाने वाला मूल्य होगा।
387	387	387	At the moment things are very calm, very relaxed.	इस समय सब कुछ बहुत शांत है, शिथिल हैं.	आज की स्थिति बहुत शांत, बहुत आरामदायक है।
388	388	388	[ DOOR OPENS, CLOSES ]	[दरवाजा खोलता है, बंद]	डोर ओपन करता है करता है और बंद करता है करता है (या नहीं)
389	389	389	realm	रियल्म	क्षेत्र
390	390	390	"And [mention, O Muhammad], when Allah took a covenant from those who were given the Scripture, [saying], ""You must make it clear to the people and not conceal it."" But they threw it away behind their backs and exchanged it for a small price. And wretched is that which they purchased."	"याद करो जब अल्लाह ने उन लोगों से, जिन्हें किताब प्रदान की गई थी, वचन लिया था कि ""उसे लोगों के सामने भली-भाँति स्पट् करोगे, उसे छिपाओगे नहीं।"" किन्तु उन्होंने उसे पीठ पीछे डाल दिया और तुच्छ मूल्य पर उसका सौदा किया। कितना बुरा सौदा है जो ये कर रहे है"	"और [मुस्तफा का नाम लिखें], जब अल्लाह ने उन लोगों से साहित्य का संकेत लिया था, ""आपको लोगों को स्पष्ट रूप से उनसे संपर्क करना चाहिए न ही छुपाएं।""लेकिन वे इसे पीछे हटने के लिए छोड़ दिया और एक छोटी कीमत पर इसे बदल दिया। वही लोगों के लिए हुआ जो खरीदने के लिए तैयार हैं।"
391	391	391	Heh.	हेह...	हे।
392	392	392	DOKE:	DOKE:	डॉक:
393	393	393	- It's pretty awesome. - We'll take it.	नहीं, यह बहुत शांत है.	- ये कुछ हैरान करने वाला है. - हमें लेने की इच्छा है।
394	394	394	Name	नाम	नाम
395	395	395	MINUS ONE XBOX, £150, EQUALS?	शून्य से एक Xbox, £ 150 के बराबर होती है?	मिनस्टोन एक XBOX, 150, किसी से ?
396	396	396	Ellen's wallet.	एलेन का बटुआ. .	एलेन का पैसा
397	397	397	Cumulative	क्युमुलेटिव	सामान्य
398	398	398	An image of a petrol bomb exploding - which is ludicrous, because we use biodiesel, not petrol!	एक पेट्रोल बम विस्फोट की तस्वीर छपी है जो कि एक बिल्कुल बेतुकी बात है, क्योंकि हम तो बायोडीज़ल प्रयोग करते हैं!	पेट्रोल बम की तस्वीऱ - जो अजीब है, क्योंकि हम बायोडीज़ई का उपयोग करते हैं, न कि पेट्रोल!
399	399	399	man #2:	पुरुष #2:	मैन #2:
400	400	400	"So We have taught thee the inspired (Message), ""Follow the ways of Abraham the True in Faith, and he joined not gods with Allah."""	"फिर अब हमने तुम्हारी ओर प्रकाशना की, ""इबराहीम के तरीक़े पर चलो, जो बिलकुल एक ओर का हो गया था और बहुदेववादियों में से न था।"""	"इसलिए हमने तुम्हें ईसाई धर्म के रूप में अपना Message सिखाया है,""अबूबराबु के अनुसार ईमान रखना है, और वे ईसा ईमानी से gods को अल्लाह से अलग नहीं कर दिया."""
401	401	401	"The people of Noah denied before them, and they denied Our servant and said, ""A madman,"" and he was repelled."	"उनसे पहले नूह की क़ौम ने भी झुठलाया। उन्होंने हमारे बन्दे को झूठा ठहराया और कहा, ""यह तो दीवाना है!"" और वह बुरी तरह झिड़का गया"	नोए हुए के लोग पहले उन्हें माफ नहीं करे, और उन्होंने हमारे सेवक को माफ नहीं करा और कहा, “नस्लवी” और वह उनसे दूर हो गया था।
402	402	402	Aunty..you joined hands with the enemy and betrayed me.	Aunty.. you दुश्मन के साथ हाथ मिलाया और मुझे धोखा दिया।	अन्नी..आपनी दुश्मन से हाथ जोड़ कर मेरा विश्वास छोड़ दिया।
403	403	403	"When they reached David, he took fright, but they said, ""Do not be afraid. We are two disputants, one of whom has wronged the other: judge between us fairly, do not be unjust, and guide us to the right path."	"जब वे दाऊद के पास पहुँचे तो वह उनसे सहम गया। वे बोले, ""डरिए नहीं, हम दो विवादी हैं। हममें से एक ने दूसरे पर ज़्यादती की है; तो आप हमारे बीच ठीक-ठीक फ़ैसला कर दीजिए। और बात को दूर न डालिए और हमें ठीक मार्ग बता दीजिए"	जब वे डेविड पर पहुँचे, तो डेविड पर डर गया, लेकिन वे कहते हैं, “कृपया चिंता न करें. हम दो विवादियाँ हैं: एका व्यक्ति डूसरा व्यक्ति ने दूसरे का नुकसान किया है: निचोड़ें हमारे बीच सौहार्दपूर्वक सुनिश्चित करें, न जाने दें कि असभ्य न हो, और हमें सही सार्थम्यी मार्ग पर जाने दो।
404	404	404	Now stop and listen.	अब बंद करो और सुनने।	अब सो करें और सुनें |
405	405	405	Save the current file	वर्तमान फ़ाइल सहेजें	वर्तमान फ़ाइल को सेव कर
406	406	406	The believers must not establish friendship with the unbelievers in preference to the faithful. Whoever does so has nothing to hope for from God unless he does it out of fear or taqiyah (pious dissimulation). God warns you about Himself. To God do all things return.	ईमानवालों को चाहिए कि वे ईमानवालों से हटकर इनकारवालों को अपना मित्र (राज़दार) न बनाएँ, और जो ऐसा करेगा, उसका अल्लाह से कोई सम्बन्ध नहीं, क्योंकि उससे सम्बद्ध यही बात है कि तुम उनसे बचो, जिस प्रकार वे तुमसे बचते है। और अल्लाह तुम्हें अपने आपसे डराता है, और अल्लाह ही की ओर लौटना है	लोगों को विश्वासी से अपने प्रति दोस्ती नहीं बनानी चाहिए। जो कोई ऐसा करता है तो वह निराधारी से अपने प्रति दोस्ती बना लेता है और निराधारी से निश्चित नहीं होता कि बाद में ईसा प्रेम में डूब जाएगा (पवित्र अभिव्यक्ति से बचना। ईसा प्रेम ईसा प्रेस को चेतावनी देता है। ईसा प्रेस को सभी चीज़ें पाते हैं।
407	407	407	Assistant Engineer, Jagat Ram Chaudhary, has been sent from Guglada (Kangra) to the Kangra sub-division.	असिस्टेंट इंजीनियर जगत राम चौधरी को गुगलाड़ा (कांगड़ा) से कांगड़ा सब डिवीजन भेजा है।	जागत राम चौहान, एसिस्टेंट इंजीनियर के रूप में गुगलादा (कांग्रा ) से कांग्रा उप-विभाग में जाने वाले हैं।
408	408	408	Let me look at ya.	मुझे फिर देखो.	मैं तुम्हें देख लूँगा।
409	409	409	What reason do I have to lie?	वन और नहीं कच्चे लोहे का ढलाई खाना एक साथ रह सकते हैं?	मुझे झूठा करने का क्या कारण होगा?
410	410	410	except those to whom Allah shows mercy. He is the Most Mighty, the Most Compassionate.	मगर जिन पर ख़ुदा रहम फरमाए बेशक वह (ख़ुदा) सब पर ग़ालिब बड़ा रहम करने वाला है	अनुसार मेरी मूल में जानकारी देने वाले किसी भी व्यक्ति के लिए हैं। वह सबसे शक्तिशाली है, सबसे दयालु है।
411	411	411	Lewis able to pick up.	लुईसलेनेमेंसक्षम.	लेविस जो मिल सका।
412	412	412	And (it is) for the poor fugitives who have been driven out from their homes and their belongings, who seek bounty from Allah and help Allah and His messenger. They are the loyal.	(इस माल में) उन मुफलिस मुहाजिरों का हिस्सा भी है जो अपने घरों से और मालों से निकाले (और अलग किए) गए (और) ख़ुदा के फ़ज़ल व ख़ुशनूदी के तलबगार हैं और ख़ुदा की और उसके रसूल की मदद करते हैं यही लोग सच्चे ईमानदार हैं और (उनका भी हिस्सा है)	और (यह) उन लोगों के लिए है जो अपने घरों से भाग कर के अपनी संपत्तियों को भी भाग गई है, जो अल्लाह से बountी माँग रहे हैं और अल्लाह के इस मessenger से मार्ग में मदद चाहते हैं। वे वफादार हैं।
413	413	413	Delete _expunged from local Inbox	स्थानीय इनबॉक्स से मिटाकर हटाएँ (_e)	स्थानीय ई-मेल में _अपरिवर्तित कर दें_
414	414	414	Automated test to store bluetooth device information in checkbox report	स्वचालित परीक्षण चेकबॉक्स रिपोर्ट में ब्लूटूथ डिवाइस की जानकारी डालनें के लिये	ब्लूट्यूस्ट डिवाइस के सूचना को चेकबॉक स्टोर करने वाले टेस्ट को संस्करण द
415	415	415	Ten clams, it's yours.	दस क्लेम, यह तुम्हारा है.	डब्ल्यू.10 क्लैम्स तुम्हारे लिए हैं।
416	416	416	Ninety five!	पिंचानवें!	नौ पाँच!
417	417	417	Yeah.	हाँ.	जी हाँ।
418	418	418	Attachment Reminder	संलग्नक स्मारक	अडह्यता की याद दिलाने के लिए संकेत
419	419	419	We were far from each other.	हम एक दूसरे से दूर थे.	हम एक-दूसरे से बहुत दूर थे।
420	420	420	And maybe we'll get coffee in bed on Sunday mornings even.	और शायद हमें कॉफी मिलेगी बिस्तर में रविवार की सुबह.	और शुक्रवार की सुबह बेड पर कॉफ़ी लेना हो सकता है या नहीं?
421	421	421	[TV] He's been identified as Alan Seagrave, a prominent Chicago C.P.A.	[वी] उन्होंने एलन Seagrave, एक प्रमुख शिकागो सीपीए के रूप में पहचान की गई है	टी.वी. के उन्होंने अलान सेग्राव, एक प्रमुख चिकाजो सी.पी.ए. बताया है.
422	422	422	So this is it, I'm literally down on my knees.	तो अभी मैं अपने घुटनों पर हूं.	इसलिए ये है यह मेरे लिए सिर्फ़ एक तो है। मैं वाकई अपने पैरों से कूद रहा हूँ।
423	423	423	Most of them are dead already.	उनमें से अधिकांश पहले से ही मर चुके हैं।	जिनमें से अधिकांश मर चुके हैं।
424	424	424	Create a search folder for this sender	इस प्रेषक के लिए खोज फ़ोल्डर बनाएँ	इस प्रेषक का खोज फ़ोर्डर बनाएँ
425	425	425	File transfer not supported by remote contact	फाइल हस्तांतरण दूरस्थ संपर्क द्वारा समर्थित नहीं	रिमोट कॉनेक्ट से फ़ाइल ट्रांसफ़र नहीं किया जा सकता है
426	426	426	Shutter sound	शटर आवाज	शटर साउन
427	427	427	Error renaming tag	टैग का नाम बदलने में त्रुटि	अनाम रखने का प्रयोग संबंधित टैग को किसी अन्य टैग से अनुपमित करने के लिए नहीं किया जा सकता है
428	428	428	Let me what the hell can you do!	चलो देखता हूँ तुम क्या कर सकते हो.	मैं क्या कर सकती है आपने!
429	429	429	I'll hold it!	मैं यह आयोजन करेगा!	मैं लेगा!
430	430	430	What is your business then?	आपके व्यापार तो क्या है?	आपका व्यवसाय क्या है?
431	431	431	Who's Madi?	मादी कौन है?	मैडी कौन है?
432	432	432	He is less impatient than his father.	उसमें उसके पिता जितनी बेसब्री नहीं थी।	उन्हें उनके पिता से कम इंतज़ार करने की वजह है।
433	433	433	In doing that, hopefully, you hoped that... ..governments would seek another path to solving climate change, which wouldn't be a capital-based money system.	ऐसा करने से, आशा है आप आशावान हुए होंगे कि सरकारें जलवायु परिवर्तन को सुलझाने के लिए कोई दूसरा रास्ता ढूंढेगीं, जो कि एक धन-आधारित आर्थिक व्यवस्था नहीं होगी.	इसलिए, आशा है कि... सरकारें ताज़ारी परिवर्तन को हल करने के लिए एक और मार्ग तलाशेंगी, जो कि कैपिटल-बेसित पैसा सिस्टम से मुक्त नहीं रहेगा।
434	434	434	Contact ID already exists	वस्तु ID पहले से मौजूद	संपर्क आई.डी. ने पहले से ही रहा है
435	435	435	Close	#-#-#-#-# balsa.HEAD.hi.po (Balsa 2.x) #-#-#-#-# बन्द करें #-#-#-#-# gedit.gnome-2-2.hi.po (gedit VERSION) #-#-#-#-# बंद करें	कहता है
436	436	436	Dennis Jones reflects on the nation's progress.	डेनिस जोन्स इस देश की प्रगति का जायजा ले रहे हैं।	देश की प्रगति पर डेनिस जोन्स का विचार है।
437	437	437	All further errors shown only on terminal.	आगे की सभी त्रुटियां सिर्फ टर्मिनल पर दिखाएँ.	अगले सभी गलतियाँ टर्मिनल पर ही दिखाई देंगी।
438	438	438	"Have you not seen those who were told to hold back their hands (from fighting) and perform As-Salat (Iqamat-as-Salat), and give Zakat, but when the fighting was ordained for them, behold! a section of them fear men as they fear Allah or even more. They say: ""Our Lord! Why have you ordained for us fighting? Would that you had granted us respite for a short period?"" Say: ""Short is the enjoyment of this world. The Hereafter is (far) better for him who fears Allah, and you shall not be dealt with unjustly even equal to the Fatila (a scalish thread in the long slit of a date-stone)."	(ऐ रसूल) क्या तुमने उन लोगों (के हाल) पर नज़र नहीं की जिनको (जेहाद की आरज़ू थी) और उनको हुक्म दिया गया था कि (अभी) अपने हाथ रोके रहो और पाबन्दी से नमाज़ पढ़ो और ज़कात दिए जाओ मगर जब जिहाद (उनपर वाजिब किया गया तो) उनमें से कुछ लोग (बोदेपन में) लोगों से इस तरह डरने लगे जैसे कोई ख़ुदा से डरे बल्कि उससे कहीं ज्यादा और (घबराकर) कहने लगे ख़ुदाया तूने हमपर जेहाद क्यों वाजिब कर दिया हमको कुछ दिनों की और मोहलत क्यों न दी (ऐ रसूल) उनसे कह दो कि दुनिया की आसाइश बहुत थोड़ा सा है और जो (ख़ुदा से) डरता है उसकी आख़ेरत उससे कहीं बेहतर है	"क्या तुमने ऐसे लोगों को देखा है जिन्हें लड़ाई के लिए अपने हाथों से हटना और असलात करना और जाज़टान करना बताया था, लेकिन लड़ाई तय की गई थी, तो क्या वे डरते हैं कि वे अल्लाह से डरते हैं या अल्लाह से भी अधिक डरते हैं? वे कहते हैं: ""अल्लाह! तुमने हमें लड़ाई को बताया? क्या तुमने हमें कुछ कुछ की आशा दिलाई? "" कहते हुए कहते हैं: ""यह दुनिया का आनंद कम है । यहीं भविष्य बेहतर है जो अल्लाह का डर है और तुमने हमें न्याय से बराबर किसी को नहीं रखा है (किसी चट्टान के में एक लंबी खट्टी म"
439	439	439	Sorry, I can't pick you up.	सॉरी, मैं तुम्हें कॉलेज लेने नहीं आ पाया.	मुझे नहीं ले सकता हूँ।
440	440	440	What today?	आज क्या चाहीये?	आज क्या है?
441	441	441	X-Mailer:	एक्स- मेलर:	ई-मेल क्रैपर है:
442	442	442	"When We said to you: ""Verily your Lord circumscribes mankind,"" and showed you the vision and the accursed tree of the Qur'an, it was as a bone of contention for men. Thus do We (instil) fear in them; but they only transgress the more."	और (ऐ रसूल) वह वक्त याद करो जब तुमसे हमने कह दिया था कि तुम्हारे परवरदिगार ने लोगों को (हर तरफ से) रोक रखा है कि (तुम्हारा कुछ बिगाड़ नहीं सकते और हमने जो ख्वाब तुमाको दिखलाया था तो बस उसे लोगों (के ईमान) की आज़माइश का ज़रिया ठहराया था और (इसी तरह) वह दरख्त जिस पर क़ुरान में लानत की गई है और हम बावजूद कि उन लोगों को (तरह तरह) से डराते हैं मगर हमारा डराना उनकी सख्त सरकशी को बढ़ाता ही गया	जब हमने तुम्हें कहा: “सच में तुम्हारा राजा सभी मनुष्यों को घेरता है”, और तुम्हें यह देखा कि कुरान का एक ऐसा पत्थर है जो सभी को भयभीत करता है, यह तो एक पुरानी बात है। ऐसा हम उन्हें डराने की हमारी तरीका है; लेकिन वे अधिक भेदजाति करते हैं।
443	443	443	Those who ward off (evil) are not accountable for them in aught, but the Reminder (must be given them) that haply they (too) may ward off (evil).	उनके हिसाब के प्रति तो उन लोगो पर कुछ भी ज़िम्मेदारी नहीं, जो डर रखते है। यदि है तो बस याद दिलाने की; ताकि वे डरें	जो कुछ भी बुरा होता है, उन्हें स्वीकार करने के लिए उन पर ज़िम्मेदार नहीं होते हैं, लेकिन उन्हें याद दिलाना चाहिए कि शायद वे भी सुरक्षित होने के लिए (कुछ भी बुरा भी हो सकता है) कुछ भी कर सकते हैं।
444	444	444	But we could hold our own in a fight.	लेकिन हम एक लड़ाई में हमारी अपनी पकड़ सकता है.	लेकिन हम लड़ाई में भी अपना हिस्सा रख सकते थे।
445	445	445	"And they say: ""Our hearts are enfolded in covers."" In fact God has cursed them for their unbelief; and only a little do they believe."	"वे कहते हैं, ""हमारे दिलों पर तो प्राकृतिक आवरण चढ़े है"" नहीं, बल्कि उनके इनकार के कारण अल्लाह ने उनपर लानत की है; अतः वे ईमान थोड़े ही लाएँगे"	और लोग कहते हैं: “हमारे दिलों में छिपे हुए हैं लोग”. वास्तव में ईसा कहते हैं कि उनके असलियत के लिए इनका दंड लगा दिया गया है। और उन्हें असलियत से कुछ नहीं लगता है।
446	446	446	Add Breakpoint…	ब्रेकपाइंट जोड़ें...	ब्रेकब्पॉइंट...
447	447	447	Royal priest had predicted this calamity only.	राजगुरू इस त्रासदी की गणना कर चुके है.	राजा के पुजाने वाले ने इस दुखद काल की संभावना का अनुमान लगाया है.
448	448	448	I have managed to preserve Royce to end so that he knew would be coming.	मैं आ रहा होगा की रक्षा करने में कामयाब रहे कि Royce समाप्त करने के लिए इतना पता था वह.	मैंने रॉयसी को ऐसा होने से रोकने के लिए बचा लिया है कि वह जान पाएगा कि वे आने वाले हैं।
449	449	449	The memo could not be deleted due to a dbus error: %s	dbus त्रुटि के कारण मेमो विलोपित नहीं किया जा सका: %s	मेमो को डब्ल्यू.डब्ल्यू.ई. के कारण डिलक्ट किया जा सकता है: %s
450	450	450	which is why we're seeing a recurrence of your symptoms.	हम आपके लक्षणों की एक पुनरावृत्ति क्यों देख रहे हैं जो है.	इसलिए हम आपकी सामान्य लक्षणों की वापसी को देखते हुए संकेतों को पढ़ रहे हैं।
451	451	451	And then, among the fishes, a whale!	और फिर, मछलियों के बीच, एक व्हेल!	और फ़िश के में से एक व्हाल!
452	452	452	Installed on:	इस पर संस्थापित:	स्थापित किया गया है:
453	453	453	And he drew forth his hand, and lo, it was white to the beholders.	और (जेब से) अपना हाथ बाहर निकाला तो यकायक देखने वालों के वास्ते बहुत सफेद चमकदार था	और उसने अपनी हाथ को निकाला, और देखा, तो उसकी आँखें दूसरों के लिए रंगी थीं।
454	454	454	They assign daughters to Allah - glory be to Him - whereas they assign to themselves what they truly desire!	और वे अल्लाह के लिए बेटियाँ ठहराते है - महान और उच्च है वह - और अपने लिए वह, जो वे चाहें	वे अपनी तोियत से चाहते हैं कि वे - अल्लाह को शुक्र है! - यहाँ के यहाँ अपनी इच्छाओं में रखें लेकिन वे यहाँ ही अपनी तोियत से रखें - राज्य करते हैं!
455	455	455	What would be the quickest way to find a-- some kind of solution?	एक खोजने के लिए तेज तरीका होगा क्या - समाधान की किसी तरह का?	किसी ऐसे समाधान की खोज करने के लिए सबसे तेज़ तरीका क्या होगी?
456	456	456	This was not a choice between You and Jacob.	इस याकूब और आप के बीच एक विकल्प नहीं था.	यह तो आपके और जैकब के बीच की तुलना नहीं थी।
457	457	457	This version of mkisofs is not supported	mkisofs का संस्करण समर्थित नहीं है	mkisofs का इस्तेमाल करने के लिए समर्थ नहीं है
458	458	458	"""Shipr."""	"""शिप्रा"""	शिपर्।
459	459	459	Hypnotherapy is a means of altering unwanted or dysfunctional behavior.	सम्मोहन फेरबदल करने का एक साधन है अवांछित या बेकार व्यवहार.	यूपी थेरेपी एक ऐसा तरीका है जिससे अस्वीकार्य या अस्वस्थ व्यवहार को परिवर्तित किया जा सकता है।
460	460	460	Address Book	पता पुस्तिका	अड्रेसबुक
461	461	461	String	स्ट्रिंग	स्ट्रिंग
462	462	462	_End time:	अंत्य समय (_E):	"_अंत समय:_

अधिकार:"
463	463	463	No space	कोई ऐसा स्थान नहीं	नहीं क्षेत्र
464	464	464	You see, that's fine.	देखा, ठीक है.	जैसा ही है।
465	465	465	Last thing we were thinking about was radiation shielding.	हम के बारे में सोच रहे थे अंतिम बात विकिरण परिरक्षण था.	रेडियोधर्मी संरक्षण के बारे में हमारी पहली सोची थी ऐसी बात।
466	466	466	These things have been extinct for over 150 million years.	हन्ना: वे कहाँ जा रहे हैं? ट्रेवर:	150 करोड़ साल पहले इनमें से कुछ चीज़ें भी खत्म हो चुकी हैं।
467	467	467	Eret, son of Eret!	एरेट, एरेट का पुत्र!	येर्ट, सिन्हा ऑफेर्ट!
468	468	468	What have you got there?	आप वहां क्या मिला है?	वहाँ क्या है?
