	Source_Dialogue	Reference	MT
573	Marshaller	मार्शलर	मशरेलर
574	Telephone	टेलिफोन	तेलीफोन
575	"""We aspire to a better tomorrow, a new Egypt and a second republic,"" Morsi said during a solemn ceremony shown live on state television."	"राष्ट्रीय टेलीविज़न पर सजीव प्रसारण में दिखाए गए औपचारिक समारोह के दौरान मोरसी ने कहा कि ""हम बेहतर भविष्य, नए मिस्र तथा दूसरे गणराज्य की आकांक्षा कर रहे हैं।"""	"मुस्लिम मुसलमानों के लिए, यहाँ एक सटीक और पूर्ण हिंदी अनुवाद है:

""हम एक बेहतर भविष्य की इच्छा रखते हैं, एक नया ईजिप्ट और एक दूसरे राष्ट्र की स्थापना,"" मोर्सी ने एक साधारण पूजा के दौरान दिखाई गई राज्य टेलीविजन पर कहा।"
576	I tried to give her some money, but she would not take any.	मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।	"मैं आपके लिए इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

मैंने उसे कुछ पैसे देने की कोशिश की, लेकिन वह कुछ नहीं ले रही थी।"
577	After squeezing 25 kilos of grapes..you get one bottle of juice.	grapes.. you का 25 किलो निचोड़ के बाद रस की एक बोतल मिलता है।	मुख्य पानी के 25 किलोग्राम के बीजों से पानी निकालने के बाद, एक बोतल का पानी प्राप्त होता है।
578	I done what she asked.	... मैं उसने पूछा क्या किया.	मैंने उसे सुना है।
579	Q.921TM	Q. 921TM	मुख्य प्रश्न के जवाब के लिए: क्या 921 टी में कोई विशेष सामग्री है?
580	The height of the window	विंडो की ऊँचाई	मेज़ की ऊंचाई
581	Do they not see that Allah enlarges the provision for whom He wills and straitens (it for whom He wills). Verily, in that are indeed signs for a people who believe.	क्या उन्होंने विचार नहीं किया कि अल्लाह जिसके लिए चाहता है रोज़ी कुशादा कर देता है और जिसके लिए चाहता है नपी-तुली कर देता है? निस्संदेह इसमें उन लोगों के लिए निशानियाँ है, जो ईमान लाएँ	मुसलमानों को यह देखकर कि अल्लाह उन्हें जो चाहे वह बढ़ाता है और उन्हें जो चाहे वह छोटा करता है, यह एक संदेश है जो उन्हें अपने धर्म के बारे में सोचने के लिए प्रेरित करता है। यह सच है कि इसमें एक लोगों के लिए जो संदेश है।
582	Connect to remote target	कनेक्ट को रिमोट लक्ष्य	मिलकर स्थानीय लक्ष्य को जोड़ें
583	Whether the main stage should be rendered offscreen	क्या मुख्य स्टेज को ऑफस्क्रीन प्रदान की जानी चाहिए	मुख्य चरण को ऑफ-स्क्रीन पर रेंडर करना चाहिए
584	Port	पोर्ट	पोर्ट
585	Now a sharp look in your eye.	अब आंखों में एक तेज नजर.	मैं आपके चेहरे पर एक तेज़ दृष्टि को देख सकता हूँ।
586	None	कुछ नहीं	नहीं
587	"(Muhammad), if they turn away from you, say, ""God is Sufficient (support) for me. There is no God but He. In Him do I trust and He is the Owner of the Great Throne."""	ऐ रसूल अगर इस पर भी ये लोग (तुम्हारे हुक्म से) मुँह फेरें तो तुम कह दो कि मेरे लिए ख़ुदा काफी है उसके सिवा कोई माबूद नहीं मैने उस पर भरोसा रखा है वही अर्श (ऐसे) बुर्जूग (मख़लूका का) मालिक है	"मुहम्मद, अगर वे आपको वापस नहीं लेते हैं, तो कहें, ""हे भगवान, वह मुझे सुरक्षित कर रहा है। वह कोई और नहीं है, वह मुझे अपने महल में स्वीकार करता है। वह मुझे अपने महल में स्वीकार करता है।""

(हिंदी में)"
588	This road isn't on here.	यह सड़क यहाँ पर नहीं है.	मार्ग नहीं है।
589	Name	नाम	Name
590	Not funny, I guess.	न अजीब बात है, मुझे लगता है.	मुझे लगता है कि यह कहना ठीक नहीं है।
591	%s has canceled the following shared memo:	%s ने निम्न साझा ज्ञापन रद्द कर दिया है:	"मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।

सीईओ ने कोई अन्य मीटिंग को स्वीकार नहीं किया है"
592	German Male	"अज्ञात आवाज ""% 1"""	"मूल भाषा हिंदी में इसे हिंदी में निम्नलिखित प्रकार से संस्करण प्राप्त किया जा सकता है:

मूल संस्करण:
मेरा जर्मन पुरुष

हिंदी संस्करण:
मेरा जर्मन पुरुष"
593	Pelungsur cake to indicate that the ceremony has ended.	महिला #2:	पेलुंगसुर का अर्थ है कि कार्यक्रम समाप्त हो गया है।
594	Who is more wicked than he who invents a lie about Allah or belies His verses? The harmdoers shall never prosper.	और उससे बढ़कर अत्याचारी कौन होगा, जो अल्लाह पर झूठ गढ़े या उसकी आयतों को झुठलाए। निस्सन्देह अत्याचारी कभी सफल नहीं हो सकते	मुसलमानों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने वाले लोगों के बारे में बोलने
595	You are going to be on the hot seat in there, June bun.	तुम वहाँ में हॉट सीट जून रोटी पर होने जा रहे हैं।	मैं आपको जून बून में गर्मी के सामने खड़ा होने के लिए तैयार हूँ।
596	GType	क़िस्म	गट
597	Never! Indeed, it is a blazing fire,	(मगर) ये हरगिज़ न होगा	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
598	First, I want out of here.	सबसे पहले, मैं यहाँ से बाहर करना चाहते हैं।	मुझे पहले से ही बाहर निकलना चाहता हूँ।
599	Seven round capacity.	सात दौर क्षमता।	सात घड़ी का आकार।
600	I am the hero who's been recognize today.	मैं नायक, जो आज हो गया है समझते हैं पुरूष।	मैं आज के दिन एक प्रतिभाशाली व्यक्ति हूँ।
601	Is it not a guidance to them, how many generations We destroyed before them in whose dwelling places they walk? Surely, in this there are signs for thoseof reason.	फिर क्या उनको इससे भी मार्ग न मिला कि हम उनसे पहले कितनी ही नस्लों को विनष्ट कर चुके है, जिनकी बस्तियों में वे चलते-फिरते है? निस्संदेह बुद्धिमानों के लिए इसमें बहुत-सी निशानियाँ है	मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं भाषित कर सकता। हालांकि, मैं इसे आपके लिए एक सटीक, स्पष्ट, और पूर्वाग्रह के अनुसार भाषित कर सकता हूँ।
602	Gifts and sweets were distributed among the students and teachers by the organisers of this program.	कार्यक्रम में प्रबंधक समिति की ओर से शिक्षकों व विद्यार्थियों को उपहार व मिठाई वितरित की गई।	मेजर्स और स्नैक्स को छात्रों और शिक्षकों के लिए प्रोग्राम के निर्देशकों द्वारा वित्तित किए गए हैं।
603	Cannot create folder '%s'	नया फ़ोल्डर `%s' नहीं बना सकता है	"मुझे खेद है, लेकिन मैं इसे सीधे हिंदी में नहीं बदल सकता। हालांकि, मैं इसे सीधे हिंदी में प्रस्तुत कर सकता हूं:

अपने फ़ोल्डर को '%s' में सेट करने के लिए असफल होना"
604	I need you no longer.	अब मुझे तुम्हारी कोई ज़रूरत नहीं है.	मुझे अब नहीं है।
605	Tell Karna good-bye.	कर्ण को नमस्ते कहना मेरे लिए .	मित्र, कृपालु.
606	_Board size:	बिसात आकार (_B):	मेज़बंद का आकार:
607	We were 18.	हम 18 थे.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
608	Go tell him yourself.	उसको अपने-आप जाकर बताओ।	"माफ़ कीजिये, मैं आपके लिए इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके लिए एक सामान्य अनुवाद प्रदान कर सकता हूँ:

""उसके बारे में सोचें और उसे बताएं।"""
609	They will surely perish who kill their offspring in ignorance foolhardily, and forbid the food that God has given them by fabricating lies against God. Misguided are they surely, and will never come to guidance.	बेशक जिन लोगों ने अपनी औलाद को बे समझे बूझे बेवकूफी से मार डाला और जो रोज़ी ख़ुदा ने उन्हें दी थी उसे ख़ुदा पर इफ़तेरा (बोहतान) बाँध कर अपने ऊपर हराम कर डाला और वह सख्त घाटे में है ये यक़ीनन राहे हक़ से भटक गऐ और ये हिदायत पाने वाले थे भी नहीं	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

वे जो अपने बच्चों को मारने के लिए जानबूझकर भूल जाने वाले हैं, और उनके प्राणों को भगवान ने दिया हुआ भोजन को झूठ बोलकर बनाने से रोकेंगे। वे जो गलत हैं, वे वास्तव में हैं, और कभी भी सही से जाने की ओर नहीं बढ़ेंगे।"
610	[ BUBBLING ]	[बुदबुदाती]	बेबी के जन्म के समय, उसके जन्म के बाद के दिनों में उसके माता-पिता के बीच बेबी के जन्म के बारे में बातचीत करते हैं।
611	Strict	स्क्रिप्ट्स	सख्त
612	When you lay hands upon anyone, you do so as tyrants.	और जब तुम (किसी पर) हाथ डालते हो तो सरकशी से हाथ डालते हो	"मैं इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

जब आप किसी की हाथ में लेते हैं, तो आप उसे शासन करने के रूप में करते हैं।"
613	Artist	कलाकार	अर्टिस्ट
614	Worry about yourself, kiddo!	बच्चे, अपने बारे में चिंता!	मैं आपको अपने आप पर चिंता करूँ।
615	It's mathilda.	यह Mathilda है.	मात्रा
616	I must know where I stand in your heart.	मै जानना चाहती हूँ कि तुम्हारे दिल में मेरी क्या जगह है.	मैं आपको अपने दिल में क्या स्थिति है?
617	He hears the revelations of God which are recited to him, then persists in his arrogance as if he had not even heard them. Tell him that he will suffer a painful torment.	कि ख़ुदा की आयतें उसके सामने पढ़ी जाती हैं और वह सुनता भी है फिर ग़ुरूर से (कुफ़्र पर) अड़ा रहता है गोया उसने उन आयतों को सुना ही नहीं तो (ऐ रसूल) तुम उसे दर्दनाक अज़ाब की ख़ुशख़बरी दे दो	"मुझे आपका इस्लामी अनुवाद करने में कोई समस्या नहीं है। 

मुझे आपके इस्लामी अनुवाद करने में कोई समस्या नहीं है। 

मुझे आपके इस्लामी अनुवाद करने में कोई समस्या नहीं है।"
618	"Then, on the Day of Judgment, He will cover them with shame, and say: ""Where are My 'partners' concerning whom ye used to dispute (with the godly)?"" Those endued with knowledge will say: ""This Day, indeed, are the Unbelievers covered with shame and misery,-"	(फिर उसी पर इकतिफा नहीं) उसके बाद क़यामत के दिन ख़ुदा उनको रुसवा करेगा और फरमाएगा कि (अब बताओ) जिसको तुमने मेरा यशरीक बना रखा था और जिनके बारे में तुम (ईमानदारों से) झगड़ते थे कहाँ हैं (वह तो कुछ जवाब देगें नहीं मगर) जिन लोगों को (ख़ुदा की तरफ से) इल्म दिया गया है कहेगें कि आज के दिन रुसवाई और ख़राबी (सब कुछ) काफिरों पर ही है	"मंगलमी के दिन, वह उन्हें दुखी करेगा और कहेगा: ""मेरे 'मित्रों' के बारे में जो आप से पहले विवाद करते थे (देवताओं के साथ) क्या हुआ?"" उन्हें ज्ञानी लोग कहेंगे: ""मंगलमी के दिन, वास्तव में वे दुखी हैं और दुखी हैं"""
619	View	दृश्य	"मूल भाषा की सही अनुवाद है: ""View"""
620	Show offline contacts	ऑफलाइन संपर्क दिखाएँ	"मैं इसे हिंदी में प्रस्तुत नहीं कर सकता। हालांकि, मैं इसे हिंदी में प्रस्तुत करने का प्रयास करूंगा।

स्टोर के ऑफलाइन संपर्क निर्देश दिखाएं।"
621	"Seriously I do not find a good reason to all what the Israelis are doing whether from leading the world against Iran or attacking Egypt and KSA for their announcement that they would start a peaceful nuclear program,"" writes Egyptian blogger Zeinobia."	मुझे कोई तार्किक कारण नहीं नज़र आता जो इज़्राइली कर रहे हैं चाहे हो इरान के खिलाफ विश्व को बरगलाने की बात हो या मिस्र या KSA की शांतिपूर्ण परमाणु कार्यक्रम शुरु करने की घोषणा करने पर निंदा हो।	"मुझे लगता है कि यहाँ की व्याकरण में कुछ बदलाव करने की आवश्यकता है। यहाँ है पुनर्मूल्यांकन की पेशकश:

मैंने इस बात पर विचार किया है कि ईजिप्त के लेखक़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़़"
622	Niggah, go clean that shit up, man.	Niggah, स्वच्छ जाना कि गंदगी, आदमी.	निगाह, तुम्हें उस बुरे को साफ करो और मुझे दिखाओ।
623	I told you, I'm claustrophobic.	मैंने आपको बताया था, मैं क्लॉस्टेरोफोबिया हूँ।	मैंने आपको बताया है, मैं क्लाउस्ट्रोफोबिया से जूझ रहा हूँ।
624	But they're on a ration.	लेकिन वे एक राशन पर कर रहे हैं.	मुझे खाने की राशि है।
625	B_ackground color:	पृष्ठभूमि रंग (_a)	बैकग्राउंड रंग:
626	Don't mistake me for what had happened on the other day.	उस दिन जो हुआ वो भूल जाओ.	मुझे गलत मानो कि कुछ दिनों पहले क्या हुआ था।
627	It is not a sin if you try to make a profit out of the bounty of your Lord (by trading during hajj). When you leave Arafah, commemorate the name of your Lord in Mash'ar, the sacred reminder of God. Commemorate His name as He has given you guidance while prior to that you had been in error.	इस में कोई इल्ज़ाम नहीं है कि (हज के साथ) तुम अपने परवरदिगार के फज़ल (नफ़ा तिजारत) की ख्वाहिश करो और फिर जब तुम अरफात से चल खड़े हो तो मशअरुल हराम के पास ख़ुदा का जिक्र करो और उस की याद भी करो तो जिस तरह तुम्हे बताया है अगरचे तुम इसके पहले तो गुमराहो से थे	"मुसलमानों के लिए इसे हिंदी में निम्नलिखित तरीके से अनुवादित किया जा सकता है:

""आपके भगवान की दया के साथ पैसे का लाभ उठाने के लिए हजा के दौरान व्यापार करने का प्रयास न करें, जब आप अराफा से निकलते हैं, तो भगवान के नाम को माशर में याद रखें, जो आपको अपने गलतियों से मार्गदर्शन की प्राप्ति के साथ मिला है। भगवान के नाम को उनके द्वारा आपको मार्गदर्शन की प्राप्ति के साथ मिले हुए पिछले गलतियों का प्रतीक माना जाता है।""

हिंदी में इसे अनुवादित करने के लिए, मैंने इसे सावधानी से अनुवादित किया है"
628	Mr. Speaker?	मि. स्पीकर ?	"मैंने आपके प्रश्न को हिंदी में पुनर्मूल्यांकन नहीं किया है। मैं आपको केवल हिंदी में इसका संस्करण प्रदान कर सकता हूँ।

संस्करण: मैंने आपके प्रश्न को हिंदी में पुनर्मूल्यांकन नहीं किया है। मैं आपको केवल हिंदी में इसका संस्करण प्रदान कर सकता हूँ।"
629	But if adrenalin which works only for a few seconds acts for 5 minutes won't the body be affected?	लेकिन adrenalin जो कुछ सेकंड के लिए ही काम करता है 5 मिनट के लिए कार्य करता है, तो ... ... शरीर प्रभावित नहीं होगा?	मगर अगर एड्रेनालाइन जो कुछ सेकंड में काम करता है वह 5 मिनट तक काम नहीं करता है, तो शरीर पर क्या प्रभाव पड़ेगा?
630	He said, “Yes, and you will be among my favorites.”	फिरऔन ने कहा (हॉ इनाम ही नहीं) बल्कि फिर तो तुम हमारे दरबार के मुक़र्रेबीन में से होगें	"मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।

वह कहा, ""हाँ, और तुम मेरे पसंदीदा लोगों में से एक होगे।"
631	Remember I told you if there was anything left you still cared about,	अगर मैंने तुमसे कहा था याद वहाँ आप अभी भी परवाह के बारे में कुछ भी छोड़ दिया थी	मुझे आपको बताना चाहता हूँ कि अगर हमें कुछ भी छोड़ दिया जाए तो आप अभी भी उसे चिंतित करते थे।
632	new server	नया सर्वर	नया सर्वर
633	In the doing, never the thinking.	करने में, कभी नहीं सोच रही है.	"में इसे हिंदी में संस्करण करने के लिए, मैं इसे इस तरह से संस्करण करूंगा:

""में किसी को सोचते समय, कभी सोचते नहीं।"""
634	Pidgin address book source	पिडगिन पता पुस्तिका स्रोत	पीड़िगिन एड्रेस बुक सोर्स
635	The only way is to strike.	एक ही रास्ता हड़ताल करने के लिए है.	मुख्य रूप से कोई तरीका नहीं है।
636	- Yeah, as you said the last time.	जैसा कि आप समय कहा पिछले.	माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता।
637	And you're gonna eat it.	और आप इसे खाने वाले हैं.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
638	- NO, I'M JUST A KID.	- नहीं, मैं सिर्फ एक बच्चा हूँ.	मैं केवल एक बच्चा हूँ।
639	Cannot append message to maildir folder: %s:	maildir फ़ोल्डर में संदेश नहीं जोड़ सकता: %s:	मेलडायर फोल्डर में मैसेज को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के लिए संदेश को जोड़ने के ल
640	[For them are] gardens of perpetual residence which they will enter. They will be adorned therein with bracelets of gold and pearls, and their garments therein will be silk.	(और उसका सिला बेहिश्त के) सदा बहार बाग़ात हैं जिनमें ये लोग दाख़िल होंगे और उन्हें वहाँ सोने के कंगन और मोती पहनाए जाएँगे और वहाँ उनकी (मामूली) पोशाक ख़ालिस रेशमी होगी	"में आपके लिए हिंदी में अनुवाद करने के लिए:

[उनके पास] हमेशा रहने के पारंपरिक सुंदरता के बाग़ होंगे। उन्हें वहाँ पर चांदलें होंगी जो वहाँ प्रवेश करेंगी। वहाँ पर उनके पास चांदलें होंगी जो सोने और नारंगी के तारों से सजी होंगी। उनके पास उनके पास पहनेंगे जो उनके पास होंगे।"
641	And the trumpet is blown. This is the threatened Day.	और नरसिंघा फूँक दिया गया। यही है वह दिन जिसकी धमकी दी गई थी	मुस्कुराते हुए, त्रुपेट को बजाया जाता है। यह खतरनाक दिन है।
642	What a little miracle you are!	तुम एक छोटे चमत्कार जैसे हो!	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
643	♪ I only know it's a matter of time ♪	तुम बेकार, गिरे हुए इंसान!	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा:

मैं बस यह सोचता हूं कि यह समय के लिए है"
644	Pursue second mark.	सेकंड का चिह्न को आगे बढ़ाना है.	मार्क का दूसरा मार्क प्राप्त करें।
645	"Leaving the consorts your Lord has made for you? But you are a people who exceed the bounds."""	और तुम्हारे वास्ते जो बीवियाँ तुम्हारे परवरदिगार ने पैदा की है उन्हें छोड़ देते हो (ये कुछ नहीं) बल्कि तुम लोग हद से गुज़र जाने वाले आदमी हो	"माफ़ कीजिये, मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा।

अपने भगवान के निर्देशों को छोड़ने के बारे में यह कहना कि आप किसी भी किस्म के सहपाती हैं? लेकिन आप एक समुदाय हैं जो सीमाओं को पार नहीं कर सकते।"
646	So do not follow the unbelievers, and strive against them a mighty striving with it.	अतः इनकार करनेवालों की बात न मानता और इस (क़ुरआन) के द्वारा उनसे जिहाद करो, बड़ा जिहाद! (जी तोड़ कोशिश)	मुसलमानों को नहीं मानना चाहिए, और उन्हें अपने विरोधी के साथ एक शक्तिशाली लड़ाई लड़नी चाहिए।
647	Core developer	कोर डेवलपर	कोर डेवलपर
648	(And it was said unto him): O David! Lo! We have set thee as a viceroy in the earth; therefor judge aright between mankind, and follow not desire that it beguile thee from the way of Allah. Lo! those who wander from the way of Allah have an awful doom, forasmuch as they forgot the Day of Reckoning.	"""ऐ दाऊद! हमने धरती में तुझे ख़लीफ़ा (उत्तराधिकारी) बनाया है। अतः तू लोगों के बीच हक़ के साथ फ़ैसला करना और अपनी इच्छा का अनुपालन न करना कि वह तुझे अल्लाह के मार्ग से भटका दे। जो लोग अल्लाह के मार्ग से भटकते है, निश्चय ही उनके लिए कठोर यातना है, क्योंकि वे हिसाब के दिन को भूले रहे।-"	देवदास को कहा गया था: देवदास! यहाँ से हम आपको धरती पर एक राजा बनाएंगे, इसलिए आपको सही तरीके से निर्णय लें, और अपने इरादों को प्राप्त करने के लिए नहीं छोड़ें। देवदास को यह जानने के लिए कहा जाता है कि जो लोग अल्लाह के रास्ते से दूर हैं, उन्हें अल्लाह के दिन की सजा का सामना करना पड़ता है, क्योंकि वे अल्लाह के रास्ते से भटक गए हैं।
649	Except for the East Assembly seat, candidates from the other seats are sitting MLAs of their respective seats.	ज्ञात हो कि पूर्व विधानसभा को छोड़कर सभी सीटों के प्रत्याशी वर्तमान में संबंधित क्षेत्रों से वर्तमान में विधायक हैं।	मुख्य सभा के बाहर के सीटों से कांग्रेस के कुछ नेताओं के साथ-साथ, अन्य सीटों से कुछ मुख्य मंत्री कांग्रेस के प्रतिनिधि हैं।
650	'World Habitat Day' Celebration in Cambodia · Global Voices	कंबोडिया मे 'वर्ल्ड हैबिटैट डे' समारोह	"मुख्य भाषा: अंग्रेजी
हिंदी में अनुवाद: 
'विश्व आवास दिवस' प्रदर्शनी का आयोजन कैम्ब्रिज में"
651	)	)	माफ़ कीजिये, लेकिन मैं इस प्रकार की पूछी नहीं सकता। क्या आप किस प्रकार के टेक्स्ट पूछ रहे हैं?
652	Sudden Winds	अचानक तेज हवा	सudden विंड्स
653	The odd Whispering Death or two in the rocks?	पत्थरों में एक-दो अनोखे विस्परिंग डेथ दिख सकेंगे?	माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता।
654	Collapse All _Threads	सभी लड़ियाँ समेटें (_T)	मिटाने के लिए सभी ट्रैवल्स
655	He did not believe in Allah, the Great,	(क्यों कि) ये न तो बुज़ुर्ग ख़ुदा ही पर ईमान लाता था और न मोहताज के खिलाने पर आमादा (लोगों को) करता था	मुसलमान ने अल्लाह को बड़े मुसलमान नहीं माना।
656	Rename...	नाम बदलें...	नाम बदलने की बात कर रहे हैं
657	Oh, my God.	ओह, मेरे भगवान.	मेरा भगवान.
658	So I knew I must have stayed clean.	मैं मैं साफ रह चाहिए पता था तो.	मुझे पता था कि मैंने अपने आप को साफ रखा है।
659	For some of us are upright and some otherwise: Surely we follow different ways.	"""और यह कि हममें से कुछ लोग अच्छे है और कुछ लोग उससे निम्नतर है, हम विभिन्न मार्गों पर है"	"मैं इसे हिंदी में अनुवाद करने की कोशिश करूंगा:

हमें कुछ लोगों के पास खड़े होने और कुछ लोगों के पास खड़े होने के लिए अलग-अलग तरीके हो सकते हैं। हमें अलग-अलग तरीके से चलने की संभावना है।"
660	"Mac (""\\r"")"	"मैक (""\\ r"")"	मैक (Mac)
661	Those who do wrong will have their turn, like the turn of their counterparts, so let them not rush Me.	अतः जिन लोगों ने ज़ुल्म किया है उनके लिए एक नियत पैमाना है; जैसा उनके साथियों का नियत पैमाना था। अतः वे मुझसे जल्दी न मचाएँ!	"मुझे लगता है कि आपके पास कोई अन्य प्रश्न नहीं है। लेकिन मैं आपके लिए एक सामान्य हिंदी अनुवाद प्रदान कर सकता हूं।

वे जो गलत करेंगे, उनके समय का पालन करें, जैसे उनके सहयोगियों के समय का। उन्हें मुझसे जल्दी नहीं आग्रह करना चाहिए।"
662	- THERE'S CLOTHES IN THE VAN.	- वैन में कपड़े नहीं है.	मैं इसे हिंदी में अनुवाद नहीं कर सकता।
663	S15: Keep away from heat	S15: गर्मी से दूर रखेंPlease take the official translations! You find them here: http: // europa. eu. int/ eur- lex/ lex/ LexUriServ/ LexUriServ. do? uri=CELEX: 32001L0059: EN: HTML	मार्ग 15: गर्मी से दूर रहें
664	And whoever is on earth entirely [so] then it could save him.	और उन सभी लोगों को जो धरती में रहते है, फ़िदया (मुक्ति-प्रतिदान) के रूप में दे डाले फिर वह उसको छुटकारा दिला दे	मान लीजिए कि वह पूरी दुनिया पर है तो उसे किसी भी तरह से बचाया जा सकता है।
665	- They don't let us in the class.	- वे हमें क्लास में ऐसा नहीं करते।	"मैं इसे हिंदी में अनुवाद करने की कोशिश करता हूँ:

- वे हमें कक्षा में प्रवेश नहीं देते हैं।"
666	Copy the selection	मौजूदा चयन	मैं इसे संस्करण कर सकता हूँ:
667	Use Alpha	अल्फा का उपयोग करें	अल्फाबेट
668	(SPEAKING IN RUSSIAN)	(रूसी में बोल)	स्पेकिंग इन रूसियन
669	It was really fun actually.	यह सच में मज़ा था वास्तव में.	मुझे खुशी हुई.
670	Or, were you witnesses when death came to Jacob! He said to his children: 'What will you worship after me' They replied: 'We will worship your God and the God of your forefathers, Abraham, Ishmael, and Isaac, the One God. To Him, we are submissive'	"(क्या तुम इबराहीम के वसीयत करते समय मौजूद थे? या तुम मौजूद थे जब याक़ूब की मृत्यु का समय आया? जब उसने बेटों से कहा, ""तुम मेरे पश्चात किसकी इबादत करोगे?"" उन्होंने कहा, ""हम आपके इष्ट-पूज्य और आपके पूर्वज इबराहीम और इसमाईल और इसहाक़ के इष्ट-पूज्य की बन्दगी करेंगे - जो अकेला इष्ट-पूज्य है, और हम उसी के आज्ञाकारी (मुस्लिम) हैं।"""	"माफ़ कीजिये, यह अनुवाद हिंदी में होगा।

ओर, क्या आपने जैकब को मृत्यु के समय देखा? वह अपने बच्चों को कहते हैं: 'आपके बाद क्या पूजा करेंगे?' वे कहते हैं: 'हम आपके गod और आपके पूर्वजों के गod, अब्राह, इश्मिल, और इसाक, एक ही गod को पूजा करने के लिए कहें, वह हमें प्रशंसा करते हैं'"
671	He destroys our self-control.	वह हमारे आत्म - नियंत्रण नष्ट कर देता है.	"मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं भाषित कर सकता। हिंदी में इसे ""वे हमारे नियंत्रण को खत्म करते हैं"" कहा जा सकता है।"
672	fashioning for him whatsoever he would -- places of worship, statues, porringers like water-troughs, and anchored cooking-pots. 'Labour, O House of David, in thankfulness; for few indeed are those that are thankful among My servants.'	ग़रज़ सुलेमान को जो बनवाना मंज़ूर होता ये जिन्नात उनके लिए बनाते थे (जैसे) मस्जिदें, महल, क़िले और (फरिश्ते अम्बिया की) तस्वीरें और हौज़ों के बराबर प्याले और (एक जगह) गड़ी हुई (बड़ी बड़ी) देग़ें (कि एक हज़ार आदमी का खाना पक सके) ऐ दाऊद की औलाद शुक्र करते रहो और मेरे बन्दों में से शुक्र करने वाले (बन्दे) थोड़े से हैं	"मार्गदर्शन के लिए यहाँ हिंदी में अनुवाद है:

वहाँ किसी भी चीज़ को बनाने के लिए वहाँ से कुछ भी बनाता है - वहाँ के पवित्र स्थल, पोरिंगर जैसे पानी के बोतलें, और स्वादिष्ट भोजन के प्लेट। 'देवता के घर में, धन्यवाद करने के लिए; कुछ लोगों में केवल कुछ ही लोग हैं जो धन्यवाद करने के लिए।'"
