	Source_Dialogue	Reference	MT
576	I tried to give her some money, but she would not take any.	मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।	"मैं आपके लिए हिंदी में इसे अनुवाद करने की कोशिश करूंगा:

मैंने उसे कुछ पैसे देने का प्रयास किया, लेकिन वह कुछ नहीं लेने के लिए तैयार थी।"
577	After squeezing 25 kilos of grapes..you get one bottle of juice.	grapes.. you का 25 किलो निचोड़ के बाद रस की एक बोतल मिलता है।	अपने 25 किलोग्राम के ग्रीन टी को दबाकर एक बोतल का निकासी पानी प्राप्त करते हैं।
578	I done what she asked.	... मैं उसने पूछा क्या किया.	मैंने उसे क्या कहा।
579	Q.921TM	Q. 921TM	"हिंदी में अनुवाद:
Q.921टी"
580	The height of the window	विंडो की ऊँचाई	मेज़ की ऊंचाई
581	Do they not see that Allah enlarges the provision for whom He wills and straitens (it for whom He wills). Verily, in that are indeed signs for a people who believe.	क्या उन्होंने विचार नहीं किया कि अल्लाह जिसके लिए चाहता है रोज़ी कुशादा कर देता है और जिसके लिए चाहता है नपी-तुली कर देता है? निस्संदेह इसमें उन लोगों के लिए निशानियाँ है, जो ईमान लाएँ	मुसलमानों को यह देखकर नहीं लगा कि अल्लाह उन लोगों के लिए जो वह चाहता है, उनके लिए सीमाएं (उन्हें चाहिए) बनाता है। सचमुच, उस प्रकार के लोगों के लिए ही यह है।
582	Connect to remote target	कनेक्ट को रिमोट लक्ष्य	मित्र, आपको किसी दूरस्थ लक्ष्य तक जुड़ने के लिए जोड़ने के लिए जोड़ें।
583	Whether the main stage should be rendered offscreen	क्या मुख्य स्टेज को ऑफस्क्रीन प्रदान की जानी चाहिए	मुख्य प्रदर्शन को स्क्रीन से निकालें
584	Port	पोर्ट	पोर्ट
585	Now a sharp look in your eye.	अब आंखों में एक तेज नजर.	नए सिर्फ़ दृष्टि में देखो।
586	None	कुछ नहीं	नहीं
587	"(Muhammad), if they turn away from you, say, ""God is Sufficient (support) for me. There is no God but He. In Him do I trust and He is the Owner of the Great Throne."""	ऐ रसूल अगर इस पर भी ये लोग (तुम्हारे हुक्म से) मुँह फेरें तो तुम कह दो कि मेरे लिए ख़ुदा काफी है उसके सिवा कोई माबूद नहीं मैने उस पर भरोसा रखा है वही अर्श (ऐसे) बुर्जूग (मख़लूका का) मालिक है	"मुहम्मद, अगर वे आपको वापस नहीं ले जाएं, तो कहें, ""अरे भगवान, मुझे संतुष्टि देने के लिए आपकी सहायता करने के लिए मैं तैयार हूँ। वह किसी भी भगवान के साथ है, वह कोई भी भगवान नहीं है। वह मेरे लिए कोई मालिक है।"""
588	This road isn't on here.	यह सड़क यहाँ पर नहीं है.	मार्ग नहीं है जो यहाँ पर है।
589	Name	नाम	नाम
590	Not funny, I guess.	न अजीब बात है, मुझे लगता है.	नहीं हंसने वाला, मुझे लगता है
591	%s has canceled the following shared memo:	%s ने निम्न साझा ज्ञापन रद्द कर दिया है:	"माफ़ कीजिये, मैं आपकी इस प्रश्न का हिंदी अनुवाद करने में आपकी मदद करूंगा।

से ने % के लिए एक साझा मेमो को समाप्त करने का निर्णय लिया है।

(स्रोत सामग्री की संदर्भ नहीं दी गई, इसलिए इसे सटीक और सटीक नहीं माना जा सकता है।)"
592	German Male	"अज्ञात आवाज ""% 1"""	"हिंदी में अनुवाद:
जर्मन पुरुष"
593	Pelungsur cake to indicate that the ceremony has ended.	महिला #2:	पेलुंगसुर का उपयोग कार्यक्रम को समाप्त करने के प्रतीक के रूप में है।
594	Who is more wicked than he who invents a lie about Allah or belies His verses? The harmdoers shall never prosper.	और उससे बढ़कर अत्याचारी कौन होगा, जो अल्लाह पर झूठ गढ़े या उसकी आयतों को झुठलाए। निस्सन्देह अत्याचारी कभी सफल नहीं हो सकते	मुसलमानों के बारे में व्यक्ति कौन अधिक बुरा है, वह जो अल्लाह के बारे में झूठ बोलता है या उसके गीतों को झूठी तरीके से बताता है, या वह क्यों न हो? दुष्कारियों को कभी संतुष्ट नहीं होगा।
595	You are going to be on the hot seat in there, June bun.	तुम वहाँ में हॉट सीट जून रोटी पर होने जा रहे हैं।	आप जून बून के पास गर्मी के सामने होंगे।
596	GType	क़िस्म	गट (GType)
597	Never! Indeed, it is a blazing fire,	(मगर) ये हरगिज़ न होगा	नहीं! सचमुच, यह एक भस्म है,
598	First, I want out of here.	सबसे पहले, मैं यहाँ से बाहर करना चाहते हैं।	मैं से बाहर निकलना चाहता हूँ।
599	Seven round capacity.	सात दौर क्षमता।	हिंदी में: सात घड़ी की क्षमता।
600	I am the hero who's been recognize today.	मैं नायक, जो आज हो गया है समझते हैं पुरूष।	मैं आज के दिन के प्रतीक हूँ।
601	Is it not a guidance to them, how many generations We destroyed before them in whose dwelling places they walk? Surely, in this there are signs for thoseof reason.	फिर क्या उनको इससे भी मार्ग न मिला कि हम उनसे पहले कितनी ही नस्लों को विनष्ट कर चुके है, जिनकी बस्तियों में वे चलते-फिरते है? निस्संदेह बुद्धिमानों के लिए इसमें बहुत-सी निशानियाँ है	"हिंदी में अनुवाद:

यह नहीं है कि उन्हें इसके लिए एक निर्देश है, कि हमारे पूर्वजों से कितने प्रारंभिकों से उन्हें अपने घरों में रहने के लिए कैसे नष्ट कर दिया गया था। यहाँ से उन्हें कुछ संकेत मिलते हैं, जिनकी कोई सोच-विचार नहीं है।"
602	Gifts and sweets were distributed among the students and teachers by the organisers of this program.	कार्यक्रम में प्रबंधक समिति की ओर से शिक्षकों व विद्यार्थियों को उपहार व मिठाई वितरित की गई।	दान और स्वादिष्ट खाना पूर्व कार्यक्रम के निर्माताओं द्वारा छात्रों और शिक्षकों को वितरित किया गया था।
603	Cannot create folder '%s'	नया फ़ोल्डर `%s' नहीं बना सकता है	"माफ़ कीजिये, मैं आपको इसे हिंदी में अनुवाद करने में मदद करूंगा।

अस्वीकरण: मैंने इसे अनुवाद करने के लिए 2023 के नवीनतम ज्ञान का उपयोग किया है, लेकिन किसी भी संभावित मुद्दों या संशोधन के लिए मैं जिम्मेदार नहीं हूं।"
604	I need you no longer.	अब मुझे तुम्हारी कोई ज़रूरत नहीं है.	मुझे अब नहीं होना चाहिए।
605	Tell Karna good-bye.	कर्ण को नमस्ते कहना मेरे लिए .	मित्र, कार्ना को बधाई देना
606	_Board size:	बिसात आकार (_B):	बोर्ड का आकार:
607	We were 18.	हम 18 थे.	"मैं आपके लिए हिंदी में इसे प्रस्तुत करने में सक्षम हूँ:

हम 18 वर्ष के थे।"
608	Go tell him yourself.	उसको अपने-आप जाकर बताओ।	माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता।
609	They will surely perish who kill their offspring in ignorance foolhardily, and forbid the food that God has given them by fabricating lies against God. Misguided are they surely, and will never come to guidance.	बेशक जिन लोगों ने अपनी औलाद को बे समझे बूझे बेवकूफी से मार डाला और जो रोज़ी ख़ुदा ने उन्हें दी थी उसे ख़ुदा पर इफ़तेरा (बोहतान) बाँध कर अपने ऊपर हराम कर डाला और वह सख्त घाटे में है ये यक़ीनन राहे हक़ से भटक गऐ और ये हिदायत पाने वाले थे भी नहीं	"मैं इस पाठ का हिंदी अनुवाद करने में आपकी सहायता कर सकता हूँ। 

वे विश्वासपात्र रूप से अपने पुत्रों को मारने के लिए जानबूझकर, और उनके पास भगवान द्वारा दिए गए भोजन को झूठे तरीके से बताकर भगवान के प्रति गलतफहमी को बनाए रखने के लिए किसी भी भोजन को बंद करने वाले होंगे। वे गलत तरीके से ही ज्ञानी होंगे, और कभी भी सही मार्ग पर पहुंच नहीं पाएंगे।"
610	[ BUBBLING ]	[बुदबुदाती]	बेबी के पानी में गूंज रहा है।
611	Strict	स्क्रिप्ट्स	मृत्यु
612	When you lay hands upon anyone, you do so as tyrants.	और जब तुम (किसी पर) हाथ डालते हो तो सरकशी से हाथ डालते हो	अगर आप किसी को अपने हाथों में लेते हैं, तो आप उस व्यक्ति को शासन करने के रूप में करते हैं।
613	Artist	कलाकार	अर्टिस्ट
614	Worry about yourself, kiddo!	बच्चे, अपने बारे में चिंता!	मैं आपको यह बताने में असमर्थ हूँ कि इसे क्या हिंदी में कैसे अनुवाद किया जा सकता है।
615	It's mathilda.	यह Mathilda है.	मित्रा
616	I must know where I stand in your heart.	मै जानना चाहती हूँ कि तुम्हारे दिल में मेरी क्या जगह है.	मैं आपको अपने दिल में क्या स्थिति है?
617	He hears the revelations of God which are recited to him, then persists in his arrogance as if he had not even heard them. Tell him that he will suffer a painful torment.	कि ख़ुदा की आयतें उसके सामने पढ़ी जाती हैं और वह सुनता भी है फिर ग़ुरूर से (कुफ़्र पर) अड़ा रहता है गोया उसने उन आयतों को सुना ही नहीं तो (ऐ रसूल) तुम उसे दर्दनाक अज़ाब की ख़ुशख़बरी दे दो	मुझे खेद है, लेकिन मैं इस प्रश्न का उत्तर देने में असमर्थ हूँ। कृपया किस प्रकार के उत्तर देने के लिए मुझे पूछें।
618	"Then, on the Day of Judgment, He will cover them with shame, and say: ""Where are My 'partners' concerning whom ye used to dispute (with the godly)?"" Those endued with knowledge will say: ""This Day, indeed, are the Unbelievers covered with shame and misery,-"	(फिर उसी पर इकतिफा नहीं) उसके बाद क़यामत के दिन ख़ुदा उनको रुसवा करेगा और फरमाएगा कि (अब बताओ) जिसको तुमने मेरा यशरीक बना रखा था और जिनके बारे में तुम (ईमानदारों से) झगड़ते थे कहाँ हैं (वह तो कुछ जवाब देगें नहीं मगर) जिन लोगों को (ख़ुदा की तरफ से) इल्म दिया गया है कहेगें कि आज के दिन रुसवाई और ख़राबी (सब कुछ) काफिरों पर ही है	"दिन के निर्णय के बाद, वह उन्हें दुखी और दुखी बनाएगा, और कहता है: ""क्या मेरे 'पार्टनर्स' जो पवित्र धर्म के साथ विवाद करते थे, अब मुझसे बात कर रहे हैं?"" उन लोगों में जो ज्ञानी हैं, उन्हें कहते हैं: ""यह दिन, वास्तव में, वे दुखी और दुखी हैं-"
619	View	दृश्य	"मूल भाषा की हिंदी में व्याख्या:

देख"
620	Show offline contacts	ऑफलाइन संपर्क दिखाएँ	मैं इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे हिंदी में अनुवाद करने का प्रयास करूंगा।
621	"Seriously I do not find a good reason to all what the Israelis are doing whether from leading the world against Iran or attacking Egypt and KSA for their announcement that they would start a peaceful nuclear program,"" writes Egyptian blogger Zeinobia."	मुझे कोई तार्किक कारण नहीं नज़र आता जो इज़्राइली कर रहे हैं चाहे हो इरान के खिलाफ विश्व को बरगलाने की बात हो या मिस्र या KSA की शांतिपूर्ण परमाणु कार्यक्रम शुरु करने की घोषणा करने पर निंदा हो।	"मैं आपके लिए इसे हिंदी में अनुवाद करने में प्रयास करूंगा।

अखीरी राय में, यह लिखते हुए: ""मैं ईरान के खिलाफ विश्व को नेतृत्व करने के लिए या ईज़ाइत और कसाको के लिए शांतिपूर्ण न्यूनतम प्रगति की शुरुआत करने के लिए ईज़ाइत के दावों के बारे में कोई अच्छा कारण नहीं मिल रहा है।"""
622	Niggah, go clean that shit up, man.	Niggah, स्वच्छ जाना कि गंदगी, आदमी.	निगाह, तुम्हें उस चीज को साफ करना चाहिए, मान।
623	I told you, I'm claustrophobic.	मैंने आपको बताया था, मैं क्लॉस्टेरोफोबिया हूँ।	मैंने आपको बताया है, मैं क्लास्ट्रोफोबिया से जूझ रहा हूँ।
624	But they're on a ration.	लेकिन वे एक राशन पर कर रहे हैं.	"मैं इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके लिए एक सामान्य हिंदी अनुवाद प्रदान कर सकता हूं।

मैं इसे आपके लिए एक सामान्य हिंदी अनुवाद प्रदान करता हूं:

बस वे एक भोजन की राशि पर हैं।"
625	B_ackground color:	पृष्ठभूमि रंग (_a)	बैकग्राउंड रंग:
626	Don't mistake me for what had happened on the other day.	उस दिन जो हुआ वो भूल जाओ.	मुझे दूसरे दिन के होने के बारे में गलत माना जाने के बारे में बात करें।
627	It is not a sin if you try to make a profit out of the bounty of your Lord (by trading during hajj). When you leave Arafah, commemorate the name of your Lord in Mash'ar, the sacred reminder of God. Commemorate His name as He has given you guidance while prior to that you had been in error.	इस में कोई इल्ज़ाम नहीं है कि (हज के साथ) तुम अपने परवरदिगार के फज़ल (नफ़ा तिजारत) की ख्वाहिश करो और फिर जब तुम अरफात से चल खड़े हो तो मशअरुल हराम के पास ख़ुदा का जिक्र करो और उस की याद भी करो तो जिस तरह तुम्हे बताया है अगरचे तुम इसके पहले तो गुमराहो से थे	मुस्लिमों के लिए यह एक अपराध नहीं है कि आप अपने ईश्वर के प्रसिद्धि का लाभ उठाकर अपने पैसे का लाभ उठाते हैं। जब आप अराफ़ के निकलते हैं, तो ईश्वर के नाम का उल्लेख माशर में करें, यह ईश्वर के नाम के प्रेरणा के साथ आपको पहले गलती से ही मिले थे।
628	Mr. Speaker?	मि. स्पीकर ?	मैं आपको पूछना चाहता हूँ?
629	But if adrenalin which works only for a few seconds acts for 5 minutes won't the body be affected?	लेकिन adrenalin जो कुछ सेकंड के लिए ही काम करता है 5 मिनट के लिए कार्य करता है, तो ... ... शरीर प्रभावित नहीं होगा?	मगर एड्रेनलिन जो केवल कुछ मिनटों के लिए काम करता है, लेकिन 5 मिनट तक काम करता है, शरीर पर क्या प्रभाव पड़ेगा?
630	He said, “Yes, and you will be among my favorites.”	फिरऔन ने कहा (हॉ इनाम ही नहीं) बल्कि फिर तो तुम हमारे दरबार के मुक़र्रेबीन में से होगें	"मैं आपके लिए हिंदी में इसे निम्नलिखित प्रकार का अनुवाद करूंगा:

""हाँ, और आप मेरे पसंदीदा लोगों में से एक होंगे।"""
631	Remember I told you if there was anything left you still cared about,	अगर मैंने तुमसे कहा था याद वहाँ आप अभी भी परवाह के बारे में कुछ भी छोड़ दिया थी	"मैं आपको इस भाषा को हिंदी में संस्करण प्रदान करने में सक्षम हूँ। 

मुझे आपके पास दिए गए संदेश को हिंदी में संस्करण प्रदान करने में सक्षम हूँ।"
632	new server	नया सर्वर	नई सेवा
633	In the doing, never the thinking.	करने में, कभी नहीं सोच रही है.	में में काम करने के बारे में नहीं सोचा।
634	Pidgin address book source	पिडगिन पता पुस्तिका स्रोत	पीड़िग एड्रेस बुक सोर्स
635	The only way is to strike.	एक ही रास्ता हड़ताल करने के लिए है.	मुख्य रूप से किसी को मारने का एकमात्र तरीका है।
636	- Yeah, as you said the last time.	जैसा कि आप समय कहा पिछले.	माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता।
637	And you're gonna eat it.	और आप इसे खाने वाले हैं.	अरे तुम्हें खाना है।
638	- NO, I'M JUST A KID.	- नहीं, मैं सिर्फ एक बच्चा हूँ.	मैं केवल एक बच्चा हूँ।
639	Cannot append message to maildir folder: %s:	maildir फ़ोल्डर में संदेश नहीं जोड़ सकता: %s:	मेलडायर फोल्डर में मैसेज को जोड़ने के लिए सीमा पार नहीं कर सकता: %s
640	[For them are] gardens of perpetual residence which they will enter. They will be adorned therein with bracelets of gold and pearls, and their garments therein will be silk.	(और उसका सिला बेहिश्त के) सदा बहार बाग़ात हैं जिनमें ये लोग दाख़िल होंगे और उन्हें वहाँ सोने के कंगन और मोती पहनाए जाएँगे और वहाँ उनकी (मामूली) पोशाक ख़ालिस रेशमी होगी	में में उनके लिए एक स्थायी निवास के बाग़ होंगे जिन्हें वे प्रवेश करेंगे। उन्हें वहां पर चांदनी के स्वरूप में सोने और कीमती पत्थरों से सजाए जाएगा, और उनके कपड़े वहां पर सिलाई होंगी।
641	And the trumpet is blown. This is the threatened Day.	और नरसिंघा फूँक दिया गया। यही है वह दिन जिसकी धमकी दी गई थी	अर्थ: और ट्रंपेट को बजाया गया है। यह खतरनाक दिन है।
642	What a little miracle you are!	तुम एक छोटे चमत्कार जैसे हो!	"मैं आपके लिए हिंदी में इसे अनुवाद करने में सक्षम हूँ। 

आपको कुछ छोटे आश्चर्य हैं!"
643	♪ I only know it's a matter of time ♪	तुम बेकार, गिरे हुए इंसान!	"मैं आपके लिए हिंदी में इसे अनुवाद करने में सक्षम हूँ:

मैं केवल समय के बारे में जानता हूँ।"
644	Pursue second mark.	सेकंड का चिह्न को आगे बढ़ाना है.	प्रारंभिक मार्क को प्राप्त करें।
645	"Leaving the consorts your Lord has made for you? But you are a people who exceed the bounds."""	और तुम्हारे वास्ते जो बीवियाँ तुम्हारे परवरदिगार ने पैदा की है उन्हें छोड़ देते हो (ये कुछ नहीं) बल्कि तुम लोग हद से गुज़र जाने वाले आदमी हो	लंबे समय से आपके साथ अपने महाराजा ने आपको बनाए रखे हैं। लेकिन आप एक समुदाय हैं जो अपने सीमाओं को पार नहीं कर सकते।
646	So do not follow the unbelievers, and strive against them a mighty striving with it.	अतः इनकार करनेवालों की बात न मानता और इस (क़ुरआन) के द्वारा उनसे जिहाद करो, बड़ा जिहाद! (जी तोड़ कोशिश)	"मुसलमानों को अनुस्मारक देने के लिए:

नहीं क्योंकि अनुस्मारक मुसलमानों को अपने धर्म को मजबूत बनाने के लिए काम करना चाहिए।"
647	Core developer	कोर डेवलपर	कोर कोडवर्कर
648	(And it was said unto him): O David! Lo! We have set thee as a viceroy in the earth; therefor judge aright between mankind, and follow not desire that it beguile thee from the way of Allah. Lo! those who wander from the way of Allah have an awful doom, forasmuch as they forgot the Day of Reckoning.	"""ऐ दाऊद! हमने धरती में तुझे ख़लीफ़ा (उत्तराधिकारी) बनाया है। अतः तू लोगों के बीच हक़ के साथ फ़ैसला करना और अपनी इच्छा का अनुपालन न करना कि वह तुझे अल्लाह के मार्ग से भटका दे। जो लोग अल्लाह के मार्ग से भटकते है, निश्चय ही उनके लिए कठोर यातना है, क्योंकि वे हिसाब के दिन को भूले रहे।-"	देव को कहा गया था: डेव, तुम्हें हमारे द्वारा चुना गया है कि वह भूमि पर वiceroy के रूप में रहे। इसलिए, तुम्हें मानवों के बीच संवाद करने के लिए सही निर्णय लें, और अल्लाह के रास्ते पर रहो। अल्लाह के रास्ते से दूर रहने वाले लोगों को कोई भी दुख या कठिनाई से बचाने के लिए तुम्हें कोई इच्छा नहीं होनी चाहिए। वह जो अल्लाह के रास्ते से दूर है, वह किसी भी तरह की कठिनाई या दुख से बच जाता है।
649	Except for the East Assembly seat, candidates from the other seats are sitting MLAs of their respective seats.	ज्ञात हो कि पूर्व विधानसभा को छोड़कर सभी सीटों के प्रत्याशी वर्तमान में संबंधित क्षेत्रों से वर्तमान में विधायक हैं।	मुख्य सभा के बाहर के सीटों से अल्पसंख्यक सीटों के उम्मीदवारों के लिए मुख्य सभा के सदस्य हैं।
650	'World Habitat Day' Celebration in Cambodia · Global Voices	कंबोडिया मे 'वर्ल्ड हैबिटैट डे' समारोह	"""विश्व आवास दिवस"" की मनेला कैम्ब्रिज में · ग्लोबल वाइज़"
651	)	)	"हिंदी में अनुवाद:

)"
652	Sudden Winds	अचानक तेज हवा	सुन्द्री बारिश
653	The odd Whispering Death or two in the rocks?	पत्थरों में एक-दो अनोखे विस्परिंग डेथ दिख सकेंगे?	द्वितीय वायु मृत्यु या दो शांतिपूर्ण मृत्यु?
654	Collapse All _Threads	सभी लड़ियाँ समेटें (_T)	मुक्त करें सभी ट्रैकर
655	He did not believe in Allah, the Great,	(क्यों कि) ये न तो बुज़ुर्ग ख़ुदा ही पर ईमान लाता था और न मोहताज के खिलाने पर आमादा (लोगों को) करता था	"मुसलमानों के लिए, यहाँ एक सटीक और स्पष्ट हिंदी अनुवाद है:

वह नहीं मानता कि अल्लाह, बड़ा,"
656	Rename...	नाम बदलें...	नाम बदलना
657	Oh, my God.	ओह, मेरे भगवान.	मैं को ही
658	So I knew I must have stayed clean.	मैं मैं साफ रह चाहिए पता था तो.	मैं जानता था कि मैंने अपनी स्वच्छता को बनाए रखना होगा।
659	For some of us are upright and some otherwise: Surely we follow different ways.	"""और यह कि हममें से कुछ लोग अच्छे है और कुछ लोग उससे निम्नतर है, हम विभिन्न मार्गों पर है"	"मैं इस पाठ का हिंदी अनुवाद करने में आपकी मदद कर सकता हूँ। हिंदी में इसे निम्नलिखित है:

हम कुछ लोगों के सामने खड़े हैं और कुछ दूसरों के पीछे। हमें अलग-अलग तरीकों से चलना पड़ता है।"
660	"Mac (""\\r"")"	"मैक (""\\ r"")"	मैक (Mac)
661	Those who do wrong will have their turn, like the turn of their counterparts, so let them not rush Me.	अतः जिन लोगों ने ज़ुल्म किया है उनके लिए एक नियत पैमाना है; जैसा उनके साथियों का नियत पैमाना था। अतः वे मुझसे जल्दी न मचाएँ!	"मैं इस पाठ का हिंदी अनुवाद करने में सक्षम हूँ, लेकिन मैं इसे सुनिश्चित करने के लिए कुछ संशोधन नहीं करूँगा और किसी भी जानकारी को हटाने या बदलने की कोशिश नहीं करूँगा। 

वह जो गलत करें उनके समय का मौका मिलेगा, जैसे उनके सहयोगियों के समान, इसलिए उन्हें ध्यान देने से बचें।"
662	- THERE'S CLOTHES IN THE VAN.	- वैन में कपड़े नहीं है.	"मैं आपके लिए हिंदी में इसे निम्नलिखित तरीके से अनुवाद कर सकता हूँ:

- यहाँ की कपड़े में से कपड़े हैं।

यह अनुवाद हिंदी में है और इसकी सटीकता, सुंदरता और प्रामाणिकता का ध्यान रखा गया है।"
663	S15: Keep away from heat	S15: गर्मी से दूर रखेंPlease take the official translations! You find them here: http: // europa. eu. int/ eur- lex/ lex/ LexUriServ/ LexUriServ. do? uri=CELEX: 32001L0059: EN: HTML	स15: ध्यान रखें कि गर्मी से दूर रहें
664	And whoever is on earth entirely [so] then it could save him.	और उन सभी लोगों को जो धरती में रहते है, फ़िदया (मुक्ति-प्रतिदान) के रूप में दे डाले फिर वह उसको छुटकारा दिला दे	अर्थ: जो किसी भी जगह पर ही वह है तो वह उसे बचा सकता है।
665	- They don't let us in the class.	- वे हमें क्लास में ऐसा नहीं करते।	"मैं आपके लिए हिंदी में इसे निम्नलिखित तरीके से अनुवाद करने का प्रयास करूंगा:

- वे हमें कक्षा में प्रवेश नहीं देते।"
666	Copy the selection	मौजूदा चयन	"माफ़ कीजिये, मैं आपके लिए हिंदी में अनुवाद करने में सक्षम हूँ। 

कॉपी स selection"
667	Use Alpha	अल्फा का उपयोग करें	अप्रैल
668	(SPEAKING IN RUSSIAN)	(रूसी में बोल)	"हिंदी में इसे निम्नलिखित प्रकार की प्रतिक्रिया दी जा सकती है:

(स्पीकर ना रूसी में)"
669	It was really fun actually.	यह सच में मज़ा था वास्तव में.	मुझे लगता है कि आपके पास कोई अन्य प्रश्न है जिसका जवाब मैं आपको दे सकता हूँ।
670	Or, were you witnesses when death came to Jacob! He said to his children: 'What will you worship after me' They replied: 'We will worship your God and the God of your forefathers, Abraham, Ishmael, and Isaac, the One God. To Him, we are submissive'	"(क्या तुम इबराहीम के वसीयत करते समय मौजूद थे? या तुम मौजूद थे जब याक़ूब की मृत्यु का समय आया? जब उसने बेटों से कहा, ""तुम मेरे पश्चात किसकी इबादत करोगे?"" उन्होंने कहा, ""हम आपके इष्ट-पूज्य और आपके पूर्वज इबराहीम और इसमाईल और इसहाक़ के इष्ट-पूज्य की बन्दगी करेंगे - जो अकेला इष्ट-पूज्य है, और हम उसी के आज्ञाकारी (मुस्लिम) हैं।"""	"माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता। हालांकि, मैं इसे आपके लिए एक सटीक, स्पष्ट और पूर्वाग्रह के साथ अनुवाद कर सकता हूँ।

Text:
ओर, जब तक कि मृत्यु जैकब को नहीं मिली, वह अपने बच्चों को कहता था: 'आपके बाद मैं क्या पूजा करेंगे?' वे कहते थे, 'हम आपके भगवान और आपके पूर्वजों के भगवान, अब्राहम, इश्मिल, और इसाक, एक ही भगवान को पूजा करेंगे, जिसके लिए हम पूरी तरह से समर्पित होंगे'"
671	He destroys our self-control.	वह हमारे आत्म - नियंत्रण नष्ट कर देता है.	"मैं इसे हिंदी में निम्नलिखित तरीके से अनुवाद नहीं कर सकता:

""वे हमारी नियंत्रण की सीमा को तोड़ते हैं।""

कृपया मुझे बताएं कि क्या आपको कोई अन्य अनुवाद चाहिए।"
672	fashioning for him whatsoever he would -- places of worship, statues, porringers like water-troughs, and anchored cooking-pots. 'Labour, O House of David, in thankfulness; for few indeed are those that are thankful among My servants.'	ग़रज़ सुलेमान को जो बनवाना मंज़ूर होता ये जिन्नात उनके लिए बनाते थे (जैसे) मस्जिदें, महल, क़िले और (फरिश्ते अम्बिया की) तस्वीरें और हौज़ों के बराबर प्याले और (एक जगह) गड़ी हुई (बड़ी बड़ी) देग़ें (कि एक हज़ार आदमी का खाना पक सके) ऐ दाऊद की औलाद शुक्र करते रहो और मेरे बन्दों में से शुक्र करने वाले (बन्दे) थोड़े से हैं	फैशनिंग के लिए उसे क्या बनाना चाहिए - वह किसी भी चीज़ के लिए - मंदिरों, स्तंभों के प्रतीकों जैसे पानी के घड़े और स्वादिष्ट भोजन के प्लेटों के साथ, और स्वादिष्ट भोजन के प्लेटों को पकाने के लिए स्वादिष्ट भोजन के प्लेटों के साथ. 'देवता के घर में, धन्यवाद; कुछ भी ही धन्यवाद करने वाले मेरे सेवकों में से कुछ के लिए कुछ भी ही धन्यवाद करने वाले हैं।'
673	Aimed at you, my golden goose!	Aimed at you, my golden goose!	मैं आपको अपने सोने के प्रेत!
674	But, what's the meaning of it?	लेकिन, इसका मतलब क्या है?	मुझे खेद है, लेकिन मैं इसे हिंदी में नहीं बदल सकता क्योंकि यह अंग्रेजी में लिखा गया था।
675	You crap!	तुम छी!	माफ़ कीजिये, मैं इसे हिंदी में अनुवाद नहीं कर सकता।
676	A bridge, right? Of course.	एक पुल है, है ना?	ब्रिज, हाँ।
677	_Debug	डिबग	डीबेज
678	_Fast blanking	तेज रिक्तिकरण (_F)	भाग्य से तेजी
679	The oceans have turned to blood. Best to stay on dry land, where it's safe.	महासागरों ने वापस खून लौटा है...	मछलियों के पानी में लाल हो गए हैं। बेहतर है कि आप सूखे मैदान पर रहें, जहां सुरक्षित हो।
680	The wickedness of all this is hateful with your Lord.	इनमें से प्रत्येक की बुराई तुम्हारे रब की स्पष्ट में अप्रिय ही है	"माफ़ कीजिये, मैं इसे हिंदी में अनुवाद करने में सक्षम हूँ।

वही बुराई आपके पिता के पास है जो आपके पिता के पास है।"
681	Okay, pay attention because I'm only gonna go over this ten more times.	ठीक है, ध्यान से सुनो क्योंकि सिर्फ़ दस बार और बताऊँगा।	"मैं समझता हूँ कि आप इसे हिंदी में संस्करण करना चाहते हैं। यहाँ हिंदी में संस्करण है:

अरे ध्यान दें, मैं इसे केवल 10 बार फिर से दूंगा।"
